,Unnamed: 0,Unnamed: 0.1,sentence1,sentence2,hyp1,hyp2,label
2115,81034,81034,John needed to earn some extra money fast.,He did so well he kept his business going all summer.,John decided to mow some lawns for extra money.,John decided to sell some lawn mowers for extra money.,0
3648,120503,120503,It was Clara's first month of school and already there was a dance.,"When the door rang and he was outside, she could not wait.",Claras' best friend was asked by Bob to the dance.,Claras' best friend Bob asked her to the dance.,1
161,12425,12425,Emily didn't have enough time to eat breakfast.,Someone cracked a joke and Emily was embarrassed.,Emily's head made grumbling sounds.,Emily's stomach made grumbling sounds.,1
2523,140334,140334,Jill was playing video games with her sister.,Jill got better at video games.,Jill ran a lot.,Jill played a lot.,1
4487,124486,124486,Ralf loved Christmas time.,"Losing his balance, Ralf fell into the tree knocking it down.",Raif was decorating the tree he bought.,Ralf was decorating the wreath he bought.,0
421,120918,120918,Dan was downtown in the winter.,Dan loved the salty warm bag of chestnuts.,Dan brought a bag of dogs.,Dan bought a bag of chestnuts.,1
2478,3592,3592,Jason feels he should exercise more.,Jason uses the exercise bike while he watches TV.,Jason decided to get a stationary bike.,"Jason decided to get a stationary bike, but never uses it.",0
2900,23424,23424,Elda had a craving for french fries.,Elda tossed the fries into the trash can.,Elda's fries did not disappoint her.,Elda's fries did not turn out well.,1
4672,30692,30692,They had to pick out a stove for their new house.,They decided to buy the Viking stove.,They has to pick out a roof for their new house.,They went to the store to check out stoves.,1
3112,42011,42011,Linda loved her new patio enclosure.,"The last handyman suggested she paint the brick, so she did.",Linda wanted to also add a wood addition to the garage.,linda wanted to also add a brick addition to the patio.,1
1647,65066,65066,Erin has always wanted to try running a marathon.,A year later Erin is in great shape and runs the race with confidence!,Erin needed to gain weight in order to run.,Erin needed to lose weight in order to run.,1
725,123269,123269,Lily was about to go on the red carpet.,It therefore made lily late.,Lily did no quick touch up before she went on.,Lily done a quick touch up before she went on.,1
4500,169248,169248,Jim decided he wanted to run a marathon.,He celebrated his accomplishment with friends and family,Jim inapt and eventually ran a walkathon.,Jim trained and eventually ran a marathon.,1
1516,9389,9389,Ali was being stalked by a bully at the museum.,June vowed to stay with Ali while at the museum to be her backup.,She called her friend May.,She called her friend June.,1
2202,103413,103413,Rich is tired and wants to call in sick to work.,Rich is now an avid coffee drinker.,Rich tried out tea for the first time.,Rich decided to try coffee for the first time.,1
4168,69417,69417,Harry like to play with fire.,Harry is in a lot of trouble.,Harry burnt down a match.,Harry burnt down a barn.,1
2860,2083,2083,Gina was the last one to the car.,She was upset when her mother forced her to sit in the middle.,Gina hated sitting by the window.,Gina wanted to sit by the window.,1
3747,28585,28585,Tim was a salesman.,Tim even convinced them to get an extended warranty.,Tim was terrible at his job and could never sell products.,Tim made a sale by being very knowledgeable.,1
3554,144325,144325,Jack had been struggling with his math homework.,The tutor worked with Jack all quarter and his grade improved to a B.,Jake asked a robot for help.,Jake ask a tutor for help.,1
11,44488,44488,Kevin twirled the pistol like the actors he'd seen on TV.,Kevin was tried as an adult and is serving a life sentence.,Kevin beared someone on accident.,Kevin killed someone on accident.,1
2603,132788,132788,David was too skinny and weak.,David ended up very strong after 1 year.,He started lifting weights.,He never lifted weights.,0
4352,49611,49611,A large storm was coming into Jim's hometown.,"The next time a storm came, Jim didn't bother boarding up.",Jim decided to board up his entire home but the storm did not hit him directly.,Jim decided not to board up his entire home and the storm hit him directly.,0
465,130518,130518,Ila asked some friends to play soccer with her.,Ila and her friends had a fantastic time playing soccer together!,They all said yes.,They all said they had something doing.,0
1222,12960,12960,Amy and her dad were driving out of state.,They sat in angry silence for an hour after the second stop.,Amy and her dad got in a fight.,Amy and her dad got in a nice conversation.,0
2838,157150,157150,Tony has been feeling really tired and dizzy lately.,Tony never drank too much water but now drinks a gallon a day.,Tony went to his mom who said he was tired.,Tony went to the doctor who said he was dehydrated.,1
1180,141390,141390,Bonnie spent hours setting up for her tea party.,She saw her brother through the window stuffing cookies in his mouth.,bonnie wanted to hide cookies from her brother.,bonnie wanted to hide from her sister.,0
4930,79519,79519,Adam loves spaceships.,Adam was in awe that he got to witness a live spaceship launch.,Adam's father took him to view a shuttle launch.,Adam's father took him to view a fatal shuttle launch.,0
4884,103532,103532,Mike was bored one summer.,Mike stayed inside all summer.,He had almost broken his leg.,He had broken his leg.,1
3849,37255,37255,Cruz was a quiet kid.,Cruz was no longer a target for the bullies.,He finally started to stand up to other kids.,"He finally started to stand up to other kids, but they still bullied.",0
3916,55121,55121,I quit my job today.,He'll be meeting my lawyer soon.,my manager forced me to quit.,No manager forced me to quit.,0
387,38122,38122,I wanted a Pet Hedgehog.,Pepper has been a great addition to our family.,I named the hedgehog Pepper.,I named the dog Pepper.,0
3625,12492,12492,Ron and Kim wanted a new house.,They purchased a nice home in a new neighborhood.,Ron and Kim met with a realtor.,Ron and Kim met with a dentist.,0
441,168485,168485,May was asked to babysit the neighbor's new baby.,She finally fell asleep 20 minutes before the parents returned.,The baby was well-behaved and fell asleep.,The baby was fussy and did not want to sleep.,1
2268,25212,25212,I thought about going dancing last weekend!,After dinner we made it to the dance club!,I was thirsty so I went to get water.,I was hungry so I went to get food.,1
3785,45509,45509,Years ago I was accused of running a red light.,The judge threw my ticket out.,I proved to the judge that it was for fun.,I proved to the judge that it was an emergency.,1
1538,24928,24928,I like playing speed chess.,I enjoy this aspect of speed chess.,Speed poker requires that I think quickly.,Speed chess requires that I think quickly.,1
1476,124864,124864,Pat loved to lift heavy weights.,Pat broke his record and lifted 210 pounds!,Pat would eat a little more every day.,Pat would lift a little more every day.,1
3812,6196,6196,Bill was walking up the steps and texting at the same time.,The next day Bill bought a new phone.,Bill fell and broke his hip.,Bill fell and broke his phone.,1
4319,23743,23743,It was a gorgeous day outside.,She drove her car to the mechanic to get it looked at.,Mary began to drive her car to the lake when a horrible noise developed under the hood.,Mary began to drive to the lake when she decided to stop at a scenic turnout.,0
3806,66429,66429,Mary wanted laser surgery to correct her eyesight.,"Then she opened her eyes, and saw the world in perfect 20/20 vision!",Mary decided against getting the surgery.,Mary decided to get the surgery.,1
4540,55856,55856,Riley loved to dance.,She got to spend hours dancing and teaching others to dance.,Riley worked at senior centers teaching Zumba and dancercise.,Riley worked at a senior center teaching math and spelling.,0
2993,132488,132488,I have a professional license.,I just bought airline tickets to Colorado.,I decided to go to Colorado to find a job there.,I decided to go to Idaho to find a job there.,0
1827,82546,82546,Pablo was made fun of at school.,Pablo's performance made him popular and no one bothered him again.,Pablo sang in front of the whole school.,The whole school sang in front of Pablo.,0
3996,77070,77070,My aunt took out a large cooked lasagna and placed it on the table.,There was not enough food for any leftovers.,We mad my aunt throw it away.,We all ate some lasagna.,1
1470,99174,99174,John was a football player.,"However, John became a much better football player.",John thought he would never get better through practice.,John never got better through practice.,0
4524,125060,125060,Tony was walking home at night and wanted a shortcut.,"Laying on the ground, he saw it was a police officer following him.",Tony never noticed someone walking behind him.,Tony noticed someone walking behind him.,1
3406,90259,90259,"Will was very wild in kindergarten, and did not listen to his teacher.",Will started to listen to his teacher.,Will's teacher put Will in time out.,Will's teacher praised will for his behavior.,0
1505,105532,105532,I bought some new sheets for my bed this weekend.,Now they look just like my old sheets.,I spilled a bunch of food and ink when I was studying.,I spilled a bunch of paper and pencils when I was studying.,0
2401,130658,130658,Lisa wanted a chemical treatment.,Her hair turned out good though.,She went to the closed salon.,She went to the local salon.,1
802,15332,15332,Ned loves cereal.,Until he choked and milk being the only thing in his reach.,Ned couldn't eat any more cereal with his mouth.,Ned crammed too much cereal into his mouth.,1
600,12603,12603,Maria decided she wanted a pet.,Maria was surprised and wished she had gotten a dog instead.,Maria's parents gave her a new parrot.,Maria's parents gave her a cat.,1
631,61640,61640,Bobby always enjoyed watching snow fall.,Bobby laid out on a chair to work on his tan.,Bobby went to sunny resort.,Bobby went to a snow resort.,0
1766,165238,165238,Brian always wanted to serve his country.,He never made it back.,Brian volunteered to fight in the war.,Brian didn't volunteer to fight in the war.,0
1848,122606,122606,Molly had just decorated for Christmas.,Her toddler had knocked the snow globe over.,Molly heard a silent crash after she left the room.,Molly heard a loud crash after she left the room.,1
998,31792,31792,I am going to make a special supper.,"After cooking for 5 hours, my special meal will be ready.",I start to gather my ingredients and plan my schedule.,I forgot to gather my ingredients and plan my schedule.,0
3463,21235,21235,Janice was happy when she came into the prom ceremony.,We went to dinner together.,She attended with her best friends.,She already ate with her best friends.,0
930,68270,68270,Bob wanted to do something for his 40th birthday.,"Later that day, Bob got a speeding ticket for going too fast.",He was so excited he sped to the destination.,He was so excited he got lost on the way to the destination.,0
2761,36845,36845,Gina's wanted to leave Illinois and go back to Minnesota.,Gina knew they wouldn't be going home the next day.,Gina's dad made less money at his new job.,Gina's dad made more money at his new job.,1
194,44950,44950,"Beth wanted a sweet treat, but didn't want to leave the house.",To her delight her basic sugar cookies were delicious.,Beth ordered cookies from a bakery.,Beth decided to bake cookies by herself.,1
4502,68867,68867,Amy and Beth were walking to Ella's party.,"At Ella's Amy hesitated for a second, then rang the doorbell.",Amy and Beth were uninvited.,Amy and Beth were invited and not nervous.,0
1204,119797,119797,Lana was at the lake with friends.,"Her friends promised it would be okay, so she finally jumped.",Lana was scared to jump into the water.,Lana went into the cabin to take a nap.,0
2635,89117,89117,I wanted to take a nap on my bed.,I woke up to see my dog licking my face and wanting to play.,I didn't realize the cat was in the bed with me.,I didn't realize the dog was on the bed with me.,1
1666,10023,10023,Jane went for a walk in the woods.,"A man volunteering in the search, found Jane.",Then Jane took a wrong turn and got lost.,Then Jane took a right turn and got saved.,0
1359,20678,20678,Brad wanted eggs for breakfast.,Brad had delicious Eggs Benedict.,Brad spilled his eggs on the counter and didn't have any more.,Brad looked up a new recipe and cooked it.,1
2733,100844,100844,Lucy didn't want to go to church.,"Grandma gave her a stern look, and pulled out of the driveway.",Lucy told her grandma to go die.,Lucy told her grandma she didn't want to go.,1
2780,22505,22505,Jason loves to play football.,He ended up fulfilling his dream through his team.,Jason did not want to win.,Jason wanted to win a championship.,1
3039,54808,54808,I have never been a fan of Star Wars.,I loved the new Star Wars movie.,A friend of mine asked me to go see the new Star Wars movie with them and since I was bored I tagged along.,A friend of mine asked me to go see the new Star Wars movie with them and since I was bored I tagged along.,0
4995,22029,22029,Mary always wanted to see a Broadway show.,That night she watched every second of the show in complete awe.,Mary got tickets and went to the show.,Mary almost got tickets to go to a show.,0
4326,106701,106701,John smacked his lips as he finished off the tiny barrel of brandy.,John was sad to find the barrel empty.,John enjoyed the taste of bottled water.,John enjoyed the taste of brandy.,1
4986,16011,16011,"Jake opened his fridge, looking for food.",Jake then threw the sandwich away.,Jake ate a delicious sandwich nearby.,Jake found a moldy sandwich.,1
3303,66220,66220,Joe was bored at the restaurant because it was slow.,He picked it up on the second ring.,Joe thought he heard his cell phone ring.,Joe had his cell phone on silent.,0
1563,59730,59730,Last summer my family took a cruise together.,We already booked our next cruise for this summer.,My family and I had a great time.,My family and I had a horrible time.,0
2305,34070,34070,Shana rode on a plane for the first time.,Before she knew it she reached her destination!,she concentrated on riding a plane a lot.,She concentrated on how long it was.,0
1689,130758,130758,Jack was on a patrol outside base camp in Afghanistan.,"Jack fired his rifle, killing the man who shot at him.","Suddenly, a man started firing at him.",Jack was killed by the first bullet.,0
642,27286,27286,My nephew is a professional chef.,He is an awful chef.,My nephew cooked dinner for me.,My nephew bought dinner for me.,0
444,57044,57044,Martha got up for work one morning.,"The flooding destroyed a lot of property, but Martha was safe.",Martha realized there had been a flood.,Martha realized there had been a tornado.,0
3664,128763,128763,Bob wanted to buy a diamond ring for his girlfriend.,He bought the diamond ring for his girlfriend.,"Bob could not find a diamond ring for his girlfriend, though.",Bob saw a diamond ring that his girlfriend would love.,1
3961,52751,52751,We wanted a lot of birds near our house.,We stopped feeding the birds but they still come and eat our bugs.,We put up bird feeders but more birds than we thought showed up.,We put up bird feeders but more penguins than we thought showed up.,0
2770,904,904,Sam needed to get a graphing calculator for his Calculus class.,Sam installed games on his calculator immediately afterwards.,Sam skipped class.,Sam went to class.,1
2256,143614,143614,Aya was practicing to make balloon animals.,Aya was so proud of her newfound ability!,Aya practiced a lot to make balloon animals.,Aya practiced never to make balloon animals.,0
4317,144481,144481,A very short man was cursed with a very high voice.,The associate laughed because it was funny to hear such a man curse.,The short man got mad at his lawyer and started cussing at him.,The short man was mad at his lawyer and started fighting with him.,0
557,87116,87116,Tonya loved to play outdoors.,She learned not to play with Toads so close to her face.,Tonya played next to the pond with the birds.,Tonya played next to the pond.,1
3868,40157,40157,Jackie has been designated eighth grade hall monitor.,Her classmates were given awards for their behavior.,Jackie found kids washing off graffiti.,jackie couldn't get the kids to listen.,0
208,28678,28678,Charles learned to be creative from his grandmother.,Then she carved a basket out of a watermelon and put the chunks in.,Charles helped his grandmother open a watermelon.,Charles helped his grandmother open a pumpkin.,0
734,156856,156856,Billy was walking home from school.,"Billy ankle is healing fine, now.","On the way home, Billy sprained his ankle.","On the way home, Billy sprained his elbow.",0
3836,46343,46343,Bob wanted to get a tattoo.,Bob hates tattoos.,Bob got a tattoo end ended up getting an infection from it.,Bob got a tattoo that was amazing.,0
472,18879,18879,Kevin was born in South Korea.,Kevin ended up being home schooled.,Kevin struggled at school.,Kevin thrived in school.,0
2796,65529,65529,Janie was often mistreated by a family member.,Janie got a gun and put a bullet in her relatives toe.,She confronted the family member one day.,She confronted the family member one day about the back taxes.,0
2322,166621,166621,Fred looks forward to peach season every summer.,"Fred still loves peaches, but just not as much.",The peach harvest this year was not as good.,The peach harvest was in full swing and super sweet.,0
2464,87554,87554,Julia was at a swimming pool.,"Luckily, she found it soon enough.",Julia calm she forgot her sunglasses.,Julia worried she forgot her sunglasses.,1
2819,29474,29474,Zach had a project due.,Zach had written the due date on the wrong day.,Zach ended up handing it in late.,Zach ended up handing it in on time.,0
3881,21552,21552,Sarah felt she was too old to love boy bands.,They both admitted how much they loved it and finally were themselves.,Sarah found her friend dancing around to pop music.,Sarah found her friend dancing around to boy band music.,1
4824,91233,91233,Melanie wanted to grow fruit for her family.,Melanie had grown hundreds of grapes for her family!,Melanie planted the seeds from grapes she ate.,Melanie lived in an apartment with no yard.,0
2630,58189,58189,Ethan's mom was getting remarried.,They drove to their new house.,Ethan's mom bought a new boat.,Ethan's mom bought a new home.,1
3455,166587,166587,Ava took the no-electricity challenge.,She had to use candles to see for 30 whole days!,"She wasn't sure she'd pull it off, but she wouldn't try.","She wasn't sure she'd pull it off, but she would try.",1
2957,69473,69473,The new secretary pretended to actually files things but lied.,She found it in the recycling bin at last.,The new secretary didn't know hot to file things.,The new secretary didnt know where the recycling bin was.,0
1313,35852,35852,Tim's family had a game night.,Tim was no longer sad.,Tim's family made him laugh and he enjoyed himself.,Tim's family didn't make him laugh and he didn't enjoy himself.,0
3114,143197,143197,Dan was still in shock after watching the movie Deadpool.,Dan curled into a ball and weep in the corner.,Dan found himself feeling excited by the film's artistry.,Dan found himself feeling overwhelmed by the film's artistry.,1
1863,110218,110218,Jake had a car in good condition.,Jake now loves driving in his paid off car.,Soon he started paying off the lease.,soon he finished paying off the lease.,1
4560,156395,156395,I bought my mother a hat for her birthday.,She called me to tell me how much she loved the gifts.,Mom doesn't wear hats.,It was her favorite style.,1
2336,22851,22851,Martin loved Gina.,They are getting married in June.,Gina also loved Martin.,Gina hated Martin.,0
1494,125195,125195,Jessica was just waking up one day.,Jessica was sad for the rest of the day.,Jessica found out that her sister had a baby.,Jessica found out that her grandmother had died.,1
3595,124728,124728,Amy marched over to the table Kim was sitting at.,She walked to her table as Kim watched in a stunned silence.,Kim told  her to stop hitting on her boyfriend.,She told Kim to stop hitting on her boyfriend.,1
1380,128777,128777,Wilma loved helping people.,Wilma was thrilled to be living her dreams as a nurse.,Wilma decided to quit Nursing school.,Wilma decided to go to Nursing school.,1
2029,115710,115710,Johnny needed to buy new basketball shoes for his basketball league.,He played a game of basketball in his new shoes that same night.,Johnny loved the shows he found.,Johnny hated the shoes he found.,0
3674,12987,12987,Jeff works very hard at work.,Jeff's boss assured him he would take care of the slackers.,Jeff talked to his boss about workload equality.,Jeff talked to his boss about getting a bigger workload.,0
4471,73119,73119,Dave bought an old chair at an antique store.,Dave got out his wood glue and fixed the broken chair.,"When he got it home, he realized that one of the legs was golden.","When he got it home, he realized that one of the legs was broken.",1
883,73382,73382,Jan breaks up yet another loser.,Jan and Even spend the rest of their lives together.,"Even found Jan, a great guy.","Jan found Even, a great guy.",1
3725,114294,114294,Ellie's car broke down near a tunnel.,By the time she left the area she counted 274 cars.,There were no cars around nearby.,There were many cars around nearby.,1
933,81986,81986,Dan bounced in the bouncy castle.,Dan only stopped when they called the cops and made him leave.,Dan was asked to leave because he didn't follow the rules.,"Dan was asked to leave because he didn't follow the rules, so he left.",0
2547,10817,10817,My nephew had a basketball game this morning.,I am looking forward to the next game.,My nephew had a bad game and his team lost.,My nephew had a good game and his team won.,1
1337,154818,154818,Fred had been answering questions for the last hour.,"Undaunted, Fred went on to answer questions for another hour.",The audience had more questions.,The audience had no more questions.,0
1101,15357,15357,Kate was doing her laundry.,The colors had bled and blended.,She mixed all different clothes.,She mixed all different ingredients.,0
2897,166404,166404,A little girl wanted to eat cookies.,"But when she turned around, an angry mother was glaring at her!",A little girl went to eat dinner.,A little girl went to eat cookies before dinner.,1
453,166547,166547,The Browns got a Christmas tree in early November.,They got a new tree in mid-December.,"By the time it was mid-December, the man was dying.","By the time it was mid-December, the tree was dying.",1
4147,67192,67192,May was a rainy month.,By the first of June her garden was bright and wild!,The rain certainly helped Rose's garden.,The rain certainly helped Rose's garden of white lilies.,0
551,159648,159648,Frieda set out to buy herself a car.,"Frieda did her own research online, and made an informed purchase.",Frieda had no choice to make.,Frieda had to make a choice.,1
2549,133898,133898,Bill had just moved to a big city for work.,Bill was upset at his coworkers.,Bill's new coworkers welcomed him all day.,Bill's new coworkers ignored him all day.,1
1817,96156,96156,Steve watched the sun come up on the horizon.,Steve and Sandra ran terrified into the jungle.,Steve and Sandra heard a loud speaker behind them.,Steve and Sandra heard a loud purr behind them.,1
857,104043,104043,James lost his wallet.,He thanked his friend for finding his wallet.,James' friend found the vacuum cleaner.,James' friend found the wallet.,1
1595,55343,55343,Craig went to the bar every week to play darts.,But after that game he got hustled for money.,Craig thought he would win against his opponent.,Craig thought he wouldn't win against his opponent.,0
1150,34782,34782,Jane really wanted to get the old lady next door a Christmas present.,The lady next door was touched that Jane had cared so much.,The old lady gave Jane a bouquet of flowers.,Jane gave the old lady a bouquet of flowers.,1
861,118210,118210,Bobby was a manager at a bar.,Bobby is now making a profit at the bar.,He turned a once good business into a bad.,He turned a once bad business around.,1
1441,19811,19811,Whitney went to Megan's wedding.,She is still remaining hopeful.,Whitney was kinda sad that she was still single.,Whitney was kinda sad that she was married.,0
1519,88105,88105,Russ is the boss at his company and has ten employees under him.,Russ fired him on the spot and it made everyone else work harder.,Russ found an employee stealing money.,Russ found an employee working hard.,0
2565,3183,3183,Washington invited me to his hotel room for drinks.,Now Washington is not speaking to me.,I told Washington I would not be there.,I told Washington I would love to.,0
2570,54587,54587,Cece loved to bake.,Cece is now the owner of her own bakery.,Cece decided to start selling the food she baked.,Cece decided to start eating the food she baked.,0
2385,148979,148979,Luna didn't have exact change for the bus.,Luna decided to walk to school instead.,The bus drive didn't let Luna on the bus.,the bus driver let luna on the bus.,0
1460,115736,115736,Jeff jumped in the lake in April.,Jeff recovered and learned his lesson.,Jeff forgot he couldn't swim and almost drowned.,Jeff forgot he couldn't run fast and almost broke a leg.,0
380,164511,164511,A man spent years planning a mountain climb.,"When he got to the peak, there was a Starbucks there.",The man wanted to be the first to climb that mountain.,The man wanted to be the last one up the mountain.,0
4681,37185,37185,Ray went for a walk outside.,Ray wished he had checked the weather forecast before walking.,Ray got caught in traffic.,Ray got caught in downpour without umbrella.,1
3273,22421,22421,Patrick was wandering through the forest.,"His best friend popped out, laughing.",Patrick's best friend gave him a massive scare.,Patrick's worst friend gave him a massive scare.,0
1631,42377,42377,Jane was sitting next to her brother on the plane.,John gave his sister a new book to read to placate her.,"She had nothing to do, and started crying.","She had nothing to do on the bus, and started crying.",0
4434,168316,168316,Jane passed a small park-like zoo she remembered visiting as a child.,Jane wished she had never stopped the car.,She was surprised upon getting out of her hotel.,She was almost mugged upon parking her vehicle.,1
2504,12376,12376,Bob made plans to go to the apple orchard to pick apples.,He accidentally stepped on a bad apple which ruined his new shoes.,Bob was picking apples.,Apples were picking Bob.,0
2001,156516,156516,Andy had always wanted a big kids bike.,His dad taught him how to ride it.,"Andy knew it would be tough, but he was determined to learn.",Andy already knew how to ride aq bike.,0
195,34454,34454,Rosie was at the grocery store.,The girl thanked her dozens of times and then hurried away.,"While Rosie was there, a girl helped Rosie carry her groceries out.","While Rosie was there, she helped a girl carry her groceries out.",1
4620,165438,165438,Dan started playing volleyball in the summer.,In one summer And lost twenty pounds.,Dan stretched and bent repeatedly.,Dan stretched and bent only once.,0
1905,125627,125627,The door knocked loudly.,His sister told him it was just the wind and laughed out loud.,He flung open the door in welcome.,He jumped up and hid because he was scared.,1
2601,41739,41739,Jake wanted to make a YouTube account.,Jake hope no one would view his skits.,Jake quickly took some videos without putting much thought into them.,Jake took some videos he knew everyone would love.,0
33,57024,57024,John got hired at a circle k.,They got away.,"One day, two people shoplifted and John chased after them.","One day, eight people shoplifted and John chased after them.",0
4518,8633,8633,Jack was a lonely little boy.,Jack finally got a dog of his own and wasn't lonely anymore.,Jack really wanted a dolphin.,Jack really wanted a dog.,1
1761,153971,153971,Mary went grocery shopping.,That man went to jail.,Mary had her car serviced in the parking lot.,Mary had her car stolen in the parking lot.,1
1755,106369,106369,Jimmy and his friends went to the local Italian restaurant yesterday.,Thankfully they got the meal for free.,The meal that Jimmy was expected never happened.,The meal that Jimmy was served had a hair in it.,1
2913,102836,102836,Barry thought he was good at football.,Barry went to school to be a teacher instead.,Barry was able to go pro.,Barry wanted to go pro.,1
645,47346,47346,We were looking for another cat to keep our current cat busy.,In an instant we knew that this cat was for us.,The cat we brought home hated our current cat.,The cat we brought home loved our current cat.,1
3401,308,308,Maya needed to lose weight.,"In a month, each had lost ten pounds!",Maya started a daily exercise routine.,Maya put her dog on a diet.,0
1887,15283,15283,Ray had taken karate since he was a little boy.,The robber shot and killed Ray.,Ray decided to not fight back when he saw a man robbing a liquor store.,Ray decided to fight back when he saw a man robbing a liquor store.,1
1185,133805,133805,There was a huge war.,The titans defeated all the crapes.,The crapes made a fatal error.,The crapes made a cake.,0
4213,45908,45908,The flag guy on the road work team was waving on cars one day.,Only two ever were able to realize their dream.,The flag guy said there were no jobs available right now.,The flag guy said there were jobs available.,1
4120,49788,49788,Herb was recently diagnosed with Diabetes.,He recorded his glucose level,Herb had to take medicine.,Herb had to watch television.,0
1663,14653,14653,Elizabeth was baking chocolate chip cookies with her mother.,Her mother thought they were delicious and was not angry!,Elizabeth thought that she had not messed up.,Elizabeth thought that she messed up measuring the flour.,0
1047,76978,76978,We went to a nearby resort to try out their zip lining.,I can't wait until we can go again.,The zip line was so boring.,The zip line was so fun.,1
4427,30677,30677,They had to pick out a stove for their new house.,They didn't need a stove anymore.,They realized that their old stove was unusable.,They realized that they had an old stove they could use.,1
3238,149598,149598,He saw the blast wave long before he felt it.,"When it finally reached him, he too was turned to dust.",it dissipated quickly.,He realized could not avoid it in time.,1
583,264,264,Missy love her chocolate.,Missy got the biggest chocolate bar and became super happy.,Missy decided not to go to the candy store.,Missy decided to go to the candy store.,1
3157,69104,69104,Today was Ellie's birthday.,She had always wanted a dog.,Her parents got her a cat.,Her parents got her a dog.,1
3502,155154,155154,Bob was trying to get into shape.,Bob's wife told him that she loved him just the way he was.,Bob was miserable on his new diet.,Bob was miserable on his common diet.,0
70,121040,121040,Anna was camping in the woods.,"Thankfully, the bear had wandered away.",A bear saw Anna in the distance.,Anna saw a bear in the distance.,1
4853,88069,88069,"A girl was fascinated by rain, even though she lived in the desert.","The girl knew she made the right decision, she had never been happier.",The girl moved to Seattle.,The girl moved to Antarctica.,0
1124,47849,47849,Jim lost his girlfriend to his neighbor.,Jim's ex girlfriend still stayed with the neighbor.,jim tried to get her back.,Jim tried to pinch her butt.,0
3997,139249,139249,Harry needed to save his friend.,They traveled safely home.,Harry picked him up.,Harry didn't pick him up.,0
1362,23515,23515,Tom worked very hard all day.,Tom was ate dinner and satiated his appetite.,Tom was told he needed to diet.,Tom was told he needed to eat.,1
4470,144501,144501,I played an April Fools joke on my friend in 1996.,"She came running down to tell us, only to find I tricked her.",She played the same joke on me 20 years later.,I then played the same joke 20 years later.,1
3536,165343,165343,Erica was excited to graduate high school.,She graduated valedictorian of her class.,Erica worked hard all through school and made good grades.,Erica stopped caring through school to make good grades.,0
2922,49863,49863,Kelly decided to make a new recipe for cookies.,She then went to show all her friends.,Kelly baked oranges from the new recipe.,Kelly baked cookies from the new recipe.,1
2292,27636,27636,Robbie wanted to buy a new hat.,He threw it in the trash.,Robbie was fond of the new hat.,Robbie did not like the new hat.,1
96,99842,99842,A young boy wanted to pitch for his baseball team.,The young boy went home disappointed.,The young boy fell and broke his arm.,The rain made the umpire cancel the game.,0
909,115515,115515,Ray lived close to an elementary school.,"One day, Ray yelled and protested outside the school but got arrested.",The schoolchildren threw eggs at his house from their bus and they came to his house to apologize.,The schoolchildren threw eggs at his house from their bus.,1
3600,91997,91997,SnowGirl has always rapped.,She became a huge rapper and had a great hit come out.,SnowGirl writes her own novels.,Snowgirl writes her own songs.,1
2826,147673,147673,I will be moving to Atlanta soon.,I'm very excited to go!,"I have never been to Atlanta, the murder capital, before.",I have never been to Atlanta before.,1
394,139494,139494,Lucy was cleaning the house and needed help.,Her kids obeyed and they finished ahead of time.,Lucy asked her kids for help.,Lucy asked her husband for help.,0
2309,67202,67202,As Gina walked around the playground alone Tami came and joined her.,But Gina was happy to have the company.,Gina hated Tami's company.,Gina wasn't in a good mood.,1
187,41406,41406,Earl bought a lamp at a yard sale but it didn't have a shade.,The end result pleased Earl greatly.,He ended up finding a great shade at another yard sale.,Earl ended up needing a shade from any yard sale.,0
4230,67644,67644,I was skinny.,"Alas, my arms looked weird because I didn't work my biceps.",I worked out to develop alike sets of muscles.,I worked out to develop different sets of muscles.,1
2465,134206,134206,Today I went the beach.,I left the beach and went home for lunch.,I had a great night relaxing on the sand then started to get hungry.,I had a great morning relaxing on the sand then started to get hungry.,1
4480,136956,136956,Mora and Dan had been married many years.,Mora had never been happier than with her baby.,Mora had become pregnant.,Mora wished she had become pregnant.,0
2244,61971,61971,I saw the new Star Wars movie this month.,He surprised me by saying he knew Hans Solo was killed.,I tried not to spoil the movie to my friend.,I tried to spoil the movie for my friend.,0
2848,48861,48861,Sam was taking a nap in his living room.,He called the plumber immediately after to get it fixed.,"While he was asleep, a lightbulb broke.","While he was asleep, a pipe broke.",1
2088,115030,115030,Mike was in the car on the highway.,"When he got to the hospital, they saw that it had been broken.",Mike broke his arm.,Mike broke his eyelashes.,0
138,115315,115315,Janet was lost in the desert.,They found her body months later.,Janet never found her way out.,Janet found her way out days later.,0
1746,7594,7594,"Every day, John would go to the river to catch some fish.","John caught a bucket full, and now prefers nighttime fishing.",A friend suggested John try night fishing.,A friend suggested John try morning fishing.,0
1129,97631,97631,A man walked into a wine store and asked for the best wine they had.,The man was impressed and thanked the clerk for his idea.,A clerk showed him the worst wine at a bad price.,A clerk showed him a great wine at a reasonable price.,1
1086,142917,142917,Angela went to her grandmother's house for Thanksgiving.,The entire family sat around the table for one big meal.,Angela worked hard to help prepare the big dinner.,Angela worked lazily to minimally prepare the big dinner.,0
2007,53436,53436,Lara bought a guitar.,So she traded the guitar for a music CD!,She seldom played it and didn't enjoy it.,She played it all the time and loved it so much.,0
