,annotator_labels,captionID,gold_label,pairID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse
350,['entailment'],6630195863.jpg#4,entailment,6630195863.jpg#4r1e,A young man doing a trick on a skateboard down the stairs while being photographed.,( ( ( A ( young man ) ) ( ( doing ( a trick ) ) ( on ( ( a ( ( skateboard ( down ( the stairs ) ) ) while ) ) ( being photographed ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (JJ young) (NN man)) (VP (VBG doing) (NP (DT a) (NN trick)) (PP (IN on) (NP (NP (DT a) (ADJP (JJ skateboard) (PP (IN down) (NP (DT the) (NNS stairs)))) (NN while)) (VP (VBG being) (VP (VBN photographed)))))) (. .))),A man being photographed while he does a trick on his skateboard down the stairs.,( ( ( A man ) ( being ( photographed ( while ( he ( ( does ( ( a trick ) ( on ( his skateboard ) ) ) ) ( down ( the stairs ) ) ) ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN man)) (VP (VBG being) (VP (VBN photographed) (SBAR (IN while) (S (NP (PRP he)) (VP (VBZ does) (NP (NP (DT a) (NN trick)) (PP (IN on) (NP (PRP$ his) (NN skateboard)))) (PP (IN down) (NP (DT the) (NNS stairs)))))))) (. .)))
351,"['neutral', 'neutral', 'neutral', 'neutral', 'contradiction']",3578138991.jpg#0,neutral,3578138991.jpg#0r1n,"A lady in a black and white striped shirt and holding a bouquet of flowers, looks seriously at two gentlemen talking on the steps.","( ( ( A lady ) ( in ( a ( ( ( black and ) white ) ( striped shirt ) ) ) ) ) ( and ( ( holding ( ( a bouquet ) ( of flowers ) ) ) ( , ( ( ( looks seriously ) ( at ( ( two gentlemen ) ( talking ( on ( the steps ) ) ) ) ) ) . ) ) ) ) )","(ROOT (S (NP (NP (DT A) (NN lady)) (PP (IN in) (NP (DT a) (ADJP (JJ black) (CC and) (JJ white)) (JJ striped) (NN shirt)))) (CC and) (S (VP (VBG holding) (NP (NP (DT a) (NN bouquet)) (PP (IN of) (NP (NNS flowers)))))) (, ,) (VP (VBZ looks) (ADVP (RB seriously)) (PP (IN at) (NP (NP (CD two) (NNS gentlemen)) (VP (VBG talking) (PP (IN on) (NP (DT the) (NNS steps))))))) (. .)))",A lady is about to propose to her boyfriend.,( ( A lady ) ( ( is ( about ( to ( propose ( to ( her boyfriend ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN lady)) (VP (VBZ is) (VP (IN about) (S (VP (TO to) (VP (VB propose) (PP (TO to) (NP (PRP$ her) (NN boyfriend)))))))) (. .)))
352,['entailment'],3578138991.jpg#0,entailment,3578138991.jpg#0r1e,"A lady in a black and white striped shirt and holding a bouquet of flowers, looks seriously at two gentlemen talking on the steps.","( ( ( A lady ) ( in ( a ( ( ( black and ) white ) ( striped shirt ) ) ) ) ) ( and ( ( holding ( ( a bouquet ) ( of flowers ) ) ) ( , ( ( ( looks seriously ) ( at ( ( two gentlemen ) ( talking ( on ( the steps ) ) ) ) ) ) . ) ) ) ) )","(ROOT (S (NP (NP (DT A) (NN lady)) (PP (IN in) (NP (DT a) (ADJP (JJ black) (CC and) (JJ white)) (JJ striped) (NN shirt)))) (CC and) (S (VP (VBG holding) (NP (NP (DT a) (NN bouquet)) (PP (IN of) (NP (NNS flowers)))))) (, ,) (VP (VBZ looks) (ADVP (RB seriously)) (PP (IN at) (NP (NP (CD two) (NNS gentlemen)) (VP (VBG talking) (PP (IN on) (NP (DT the) (NNS steps))))))) (. .)))",A lady with a serious face is standing with two guys in front of steps outside.,( ( ( A lady ) ( with ( a ( serious face ) ) ) ) ( ( is ( ( standing ( with ( ( two guys ) ( in ( front ( of steps ) ) ) ) ) ) outside ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN lady)) (PP (IN with) (NP (DT a) (JJ serious) (NN face)))) (VP (VBZ is) (VP (VBG standing) (PP (IN with) (NP (NP (CD two) (NNS guys)) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NNS steps))))))) (ADVP (RB outside)))) (. .)))
353,['contradiction'],3578138991.jpg#0,contradiction,3578138991.jpg#0r1c,"A lady in a black and white striped shirt and holding a bouquet of flowers, looks seriously at two gentlemen talking on the steps.","( ( ( A lady ) ( in ( a ( ( ( black and ) white ) ( striped shirt ) ) ) ) ) ( and ( ( holding ( ( a bouquet ) ( of flowers ) ) ) ( , ( ( ( looks seriously ) ( at ( ( two gentlemen ) ( talking ( on ( the steps ) ) ) ) ) ) . ) ) ) ) )","(ROOT (S (NP (NP (DT A) (NN lady)) (PP (IN in) (NP (DT a) (ADJP (JJ black) (CC and) (JJ white)) (JJ striped) (NN shirt)))) (CC and) (S (VP (VBG holding) (NP (NP (DT a) (NN bouquet)) (PP (IN of) (NP (NNS flowers)))))) (, ,) (VP (VBZ looks) (ADVP (RB seriously)) (PP (IN at) (NP (NP (CD two) (NNS gentlemen)) (VP (VBG talking) (PP (IN on) (NP (DT the) (NNS steps))))))) (. .)))",Three guys are standing indoors with flowers in their hands.,( ( Three guys ) ( ( are ( ( standing indoors ) ( with ( flowers ( in ( their hands ) ) ) ) ) ) . ) ),(ROOT (S (NP (CD Three) (NNS guys)) (VP (VBP are) (VP (VBG standing) (ADVP (RB indoors)) (PP (IN with) (NP (NP (NNS flowers)) (PP (IN in) (NP (PRP$ their) (NNS hands))))))) (. .)))
354,['contradiction'],3526841158.jpg#4,contradiction,3526841158.jpg#4r1c,A man walking proudly down the street.,( ( ( A man ) ( ( walking proudly ) ( down ( the street ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN man)) (VP (VBG walking) (ADVP (RB proudly)) (PP (IN down) (NP (DT the) (NN street)))) (. .))),The man is in the theatre watching Avatar.,( ( The man ) ( ( is ( in ( ( the theatre ) ( watching Avatar ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (PP (IN in) (NP (NP (DT the) (NN theatre)) (VP (VBG watching) (NP (NNP Avatar)))))) (. .)))
355,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",3526841158.jpg#4,neutral,3526841158.jpg#4r1n,A man walking proudly down the street.,( ( ( A man ) ( ( walking proudly ) ( down ( the street ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN man)) (VP (VBG walking) (ADVP (RB proudly)) (PP (IN down) (NP (DT the) (NN street)))) (. .))),The man is part of the gay pride parade.,( ( The man ) ( ( is ( part ( of ( the ( gay ( pride parade ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (NP (NP (NN part)) (PP (IN of) (NP (DT the) (JJ gay) (NN pride) (NN parade))))) (. .)))
356,['entailment'],3526841158.jpg#4,entailment,3526841158.jpg#4r1e,A man walking proudly down the street.,( ( ( A man ) ( ( walking proudly ) ( down ( the street ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN man)) (VP (VBG walking) (ADVP (RB proudly)) (PP (IN down) (NP (DT the) (NN street)))) (. .))),A man is outside.,( ( A man ) ( ( is outside ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (ADVP (RB outside))) (. .)))
357,['neutral'],2798884617.jpg#3,neutral,2798884617.jpg#3r1n,Four teenage boys are doing cannonballs into a swimming pool.,( ( Four ( teenage boys ) ) ( ( are ( ( doing cannonballs ) ( into ( a ( swimming pool ) ) ) ) ) . ) ),(ROOT (S (NP (CD Four) (JJ teenage) (NNS boys)) (VP (VBP are) (VP (VBG doing) (NP (NNS cannonballs)) (PP (IN into) (NP (DT a) (VBG swimming) (NN pool))))) (. .))),Four friends are having a competition to see who throws the most water out of a pool.,( ( Four friends ) ( ( are ( ( having ( a competition ) ) ( to ( see ( who ( throws ( ( the ( most water ) ) ( out ( of ( a pool ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (CD Four) (NNS friends)) (VP (VBP are) (VP (VBG having) (NP (DT a) (NN competition)) (S (VP (TO to) (VP (VB see) (SBAR (WHNP (WP who)) (S (VP (VBZ throws) (NP (NP (DT the) (JJS most) (NN water)) (PP (RB out) (IN of) (NP (DT a) (NN pool)))))))))))) (. .)))
358,['entailment'],2798884617.jpg#3,entailment,2798884617.jpg#3r1e,Four teenage boys are doing cannonballs into a swimming pool.,( ( Four ( teenage boys ) ) ( ( are ( ( doing cannonballs ) ( into ( a ( swimming pool ) ) ) ) ) . ) ),(ROOT (S (NP (CD Four) (JJ teenage) (NNS boys)) (VP (VBP are) (VP (VBG doing) (NP (NNS cannonballs)) (PP (IN into) (NP (DT a) (VBG swimming) (NN pool))))) (. .))),A group of young men are splashing a lot of water.,( ( ( A group ) ( of ( young men ) ) ) ( ( are ( splashing ( ( a lot ) ( of water ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (JJ young) (NNS men)))) (VP (VBP are) (VP (VBG splashing) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN water)))))) (. .)))
359,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",2798884617.jpg#3,contradiction,2798884617.jpg#3r1c,Four teenage boys are doing cannonballs into a swimming pool.,( ( Four ( teenage boys ) ) ( ( are ( ( doing cannonballs ) ( into ( a ( swimming pool ) ) ) ) ) . ) ),(ROOT (S (NP (CD Four) (JJ teenage) (NNS boys)) (VP (VBP are) (VP (VBG doing) (NP (NNS cannonballs)) (PP (IN into) (NP (DT a) (VBG swimming) (NN pool))))) (. .))),Some boys are eating pizza in a restaurant.,( ( Some boys ) ( ( are ( ( eating pizza ) ( in ( a restaurant ) ) ) ) . ) ),(ROOT (S (NP (DT Some) (NNS boys)) (VP (VBP are) (VP (VBG eating) (NP (NN pizza)) (PP (IN in) (NP (DT a) (NN restaurant))))) (. .)))
360,['neutral'],4687695415.jpg#0,neutral,4687695415.jpg#0r1n,Three men standing on grass by the water looking at something on a table.,( ( ( Three men ) ( ( standing ( on grass ) ) ( by ( ( the water ) ( ( looking ( at something ) ) ( on ( a table ) ) ) ) ) ) ) . ),(ROOT (NP (NP (CD Three) (NNS men)) (VP (VBG standing) (PP (IN on) (NP (NN grass))) (PP (IN by) (NP (NP (DT the) (NN water)) (VP (VBG looking) (PP (IN at) (NP (NN something))) (PP (IN on) (NP (DT a) (NN table))))))) (. .))),The three men are by the lake.,( ( The ( three men ) ) ( ( are ( by ( the lake ) ) ) . ) ),(ROOT (S (NP (DT The) (CD three) (NNS men)) (VP (VBP are) (PP (IN by) (NP (DT the) (NN lake)))) (. .)))
361,['entailment'],4687695415.jpg#0,entailment,4687695415.jpg#0r1e,Three men standing on grass by the water looking at something on a table.,( ( ( Three men ) ( ( standing ( on grass ) ) ( by ( ( the water ) ( ( looking ( at something ) ) ( on ( a table ) ) ) ) ) ) ) . ),(ROOT (NP (NP (CD Three) (NNS men)) (VP (VBG standing) (PP (IN on) (NP (NN grass))) (PP (IN by) (NP (NP (DT the) (NN water)) (VP (VBG looking) (PP (IN at) (NP (NN something))) (PP (IN on) (NP (DT a) (NN table))))))) (. .))),The three men are outside.,( ( The ( three men ) ) ( ( are outside ) . ) ),(ROOT (S (NP (DT The) (CD three) (NNS men)) (VP (VBP are) (ADJP (JJ outside))) (. .)))
362,['contradiction'],4687695415.jpg#0,contradiction,4687695415.jpg#0r1c,Three men standing on grass by the water looking at something on a table.,( ( ( Three men ) ( ( standing ( on grass ) ) ( by ( ( the water ) ( ( looking ( at something ) ) ( on ( a table ) ) ) ) ) ) ) . ),(ROOT (NP (NP (CD Three) (NNS men)) (VP (VBG standing) (PP (IN on) (NP (NN grass))) (PP (IN by) (NP (NP (DT the) (NN water)) (VP (VBG looking) (PP (IN at) (NP (NN something))) (PP (IN on) (NP (DT a) (NN table))))))) (. .))),The three men are indoors playing Foosball.,( ( The ( three men ) ) ( ( ( are indoors ) ( playing Foosball ) ) . ) ),(ROOT (S (NP (DT The) (CD three) (NNS men)) (VP (VBP are) (ADVP (RB indoors)) (VP (VBG playing) (NP (NNP Foosball)))) (. .)))
363,['neutral'],2164665069.jpg#3,neutral,2164665069.jpg#3r1n,A woman stands behind an outdoor grill with a blue basket of food in her hands.,( ( A woman ) ( ( ( stands ( behind ( ( an ( outdoor grill ) ) ( with ( ( a ( blue basket ) ) ( of food ) ) ) ) ) ) ( in ( her hands ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ stands) (PP (IN behind) (NP (NP (DT an) (JJ outdoor) (NN grill)) (PP (IN with) (NP (NP (DT a) (JJ blue) (NN basket)) (PP (IN of) (NP (NN food))))))) (PP (IN in) (NP (PRP$ her) (NNS hands)))) (. .))),A woman holding a blue basket full of food at a family cookout.,( ( ( A woman ) ( holding ( ( a ( blue basket ) ) ( full ( of ( food ( at ( a ( family cookout ) ) ) ) ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN woman)) (VP (VBG holding) (NP (NP (DT a) (JJ blue) (NN basket)) (PP (JJ full) (IN of) (NP (NP (NN food)) (PP (IN at) (NP (DT a) (NN family) (NN cookout))))))) (. .)))
364,['entailment'],2164665069.jpg#3,entailment,2164665069.jpg#3r1e,A woman stands behind an outdoor grill with a blue basket of food in her hands.,( ( A woman ) ( ( ( stands ( behind ( ( an ( outdoor grill ) ) ( with ( ( a ( blue basket ) ) ( of food ) ) ) ) ) ) ( in ( her hands ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ stands) (PP (IN behind) (NP (NP (DT an) (JJ outdoor) (NN grill)) (PP (IN with) (NP (NP (DT a) (JJ blue) (NN basket)) (PP (IN of) (NP (NN food))))))) (PP (IN in) (NP (PRP$ her) (NNS hands)))) (. .))),A woman standing behind a grill outside with a blue basket of food in her hands.,( ( ( A woman ) ( ( standing ( behind ( ( a ( grill outside ) ) ( with ( ( a ( blue basket ) ) ( of food ) ) ) ) ) ) ( in ( her hands ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN woman)) (VP (VBG standing) (PP (IN behind) (NP (NP (DT a) (JJ grill) (NN outside)) (PP (IN with) (NP (NP (DT a) (JJ blue) (NN basket)) (PP (IN of) (NP (NN food))))))) (PP (IN in) (NP (PRP$ her) (NNS hands)))) (. .)))
365,['contradiction'],2164665069.jpg#3,contradiction,2164665069.jpg#3r1c,A woman stands behind an outdoor grill with a blue basket of food in her hands.,( ( A woman ) ( ( ( stands ( behind ( ( an ( outdoor grill ) ) ( with ( ( a ( blue basket ) ) ( of food ) ) ) ) ) ) ( in ( her hands ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ stands) (PP (IN behind) (NP (NP (DT an) (JJ outdoor) (NN grill)) (PP (IN with) (NP (NP (DT a) (JJ blue) (NN basket)) (PP (IN of) (NP (NN food))))))) (PP (IN in) (NP (PRP$ her) (NNS hands)))) (. .))),A woman holding a blue basket full of easter eggs outside of a church.,( ( ( A woman ) ( holding ( ( a ( blue basket ) ) ( full ( of ( ( easter eggs ) ( outside ( of ( a church ) ) ) ) ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN woman)) (VP (VBG holding) (NP (NP (DT a) (JJ blue) (NN basket)) (PP (JJ full) (IN of) (NP (NP (NN easter) (NNS eggs)) (PP (JJ outside) (IN of) (NP (DT a) (NN church))))))) (. .)))
366,['neutral'],2832076014.jpg#1,neutral,2832076014.jpg#1r1n,A Land Rover makes its way through a deep pond.,( ( A ( Land Rover ) ) ( ( ( makes ( its way ) ) ( through ( a ( deep pond ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NNP Land) (NNP Rover)) (VP (VBZ makes) (NP (PRP$ its) (NN way)) (PP (IN through) (NP (DT a) (JJ deep) (NN pond)))) (. .))),A car gets stuck in the water.,( ( A car ) ( ( gets ( stuck ( in ( the water ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN car)) (VP (VBZ gets) (VP (VBN stuck) (PP (IN in) (NP (DT the) (NN water))))) (. .)))
367,['contradiction'],2832076014.jpg#1,contradiction,2832076014.jpg#1r1c,A Land Rover makes its way through a deep pond.,( ( A ( Land Rover ) ) ( ( ( makes ( its way ) ) ( through ( a ( deep pond ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NNP Land) (NNP Rover)) (VP (VBZ makes) (NP (PRP$ its) (NN way)) (PP (IN through) (NP (DT a) (JJ deep) (NN pond)))) (. .))),A car is in the shop.,( ( A car ) ( ( is ( in ( the shop ) ) ) . ) ),(ROOT (S (NP (DT A) (NN car)) (VP (VBZ is) (PP (IN in) (NP (DT the) (NN shop)))) (. .)))
368,['entailment'],2832076014.jpg#1,entailment,2832076014.jpg#1r1e,A Land Rover makes its way through a deep pond.,( ( A ( Land Rover ) ) ( ( ( makes ( its way ) ) ( through ( a ( deep pond ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NNP Land) (NNP Rover)) (VP (VBZ makes) (NP (PRP$ its) (NN way)) (PP (IN through) (NP (DT a) (JJ deep) (NN pond)))) (. .))),A car drives through the water.,( ( A car ) ( ( drives ( through ( the water ) ) ) . ) ),(ROOT (S (NP (DT A) (NN car)) (VP (VBZ drives) (PP (IN through) (NP (DT the) (NN water)))) (. .)))
369,['entailment'],2715262147.jpg#4,entailment,2715262147.jpg#4r1e,many people relax in the yard.,( ( many people ) ( ( relax ( in ( the yard ) ) ) . ) ),(ROOT (S (NP (JJ many) (NNS people)) (VP (VBP relax) (PP (IN in) (NP (DT the) (NN yard)))) (. .))),A group of people are outside.,( ( ( A group ) ( of people ) ) ( ( are outside ) . ) ),(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBP are) (ADJP (JJ outside))) (. .)))
370,['neutral'],2715262147.jpg#4,neutral,2715262147.jpg#4r1n,many people relax in the yard.,( ( many people ) ( ( relax ( in ( the yard ) ) ) . ) ),(ROOT (S (NP (JJ many) (NNS people)) (VP (VBP relax) (PP (IN in) (NP (DT the) (NN yard)))) (. .))),A family enjoys the sunny day in their backyard.,( ( A family ) ( ( enjoys ( ( the ( sunny day ) ) ( in ( their backyard ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN family)) (VP (VBZ enjoys) (NP (NP (DT the) (JJ sunny) (NN day)) (PP (IN in) (NP (PRP$ their) (NN backyard))))) (. .)))
371,['contradiction'],2715262147.jpg#4,contradiction,2715262147.jpg#4r1c,many people relax in the yard.,( ( many people ) ( ( relax ( in ( the yard ) ) ) . ) ),(ROOT (S (NP (JJ many) (NNS people)) (VP (VBP relax) (PP (IN in) (NP (DT the) (NN yard)))) (. .))),People watch tv in their living room.,( People ( ( watch ( tv ( in ( their ( living room ) ) ) ) ) . ) ),(ROOT (S (NP (NNS People)) (VP (VBP watch) (NP (NP (NN tv)) (PP (IN in) (NP (PRP$ their) (VBG living) (NN room))))) (. .)))
372,['entailment'],2832076014.jpg#3,entailment,2832076014.jpg#3r1e,A car sinking in water.,( ( ( A car ) ( sinking ( in water ) ) ) . ),(ROOT (NP (NP (DT A) (NN car)) (VP (VBG sinking) (PP (IN in) (NP (NN water)))) (. .))),A car is flooding.,( ( A car ) ( ( is flooding ) . ) ),(ROOT (S (NP (DT A) (NN car)) (VP (VBZ is) (VP (VBG flooding))) (. .)))
373,['neutral'],2832076014.jpg#3,neutral,2832076014.jpg#3r1n,A car sinking in water.,( ( ( A car ) ( sinking ( in water ) ) ) . ),(ROOT (NP (NP (DT A) (NN car)) (VP (VBG sinking) (PP (IN in) (NP (NN water)))) (. .))),A car has crashed into a large lake.,( ( A car ) ( ( has ( crashed ( into ( a ( large lake ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN car)) (VP (VBZ has) (VP (VBN crashed) (PP (IN into) (NP (DT a) (JJ large) (NN lake))))) (. .)))
374,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",2832076014.jpg#3,contradiction,2832076014.jpg#3r1c,A car sinking in water.,( ( ( A car ) ( sinking ( in water ) ) ) . ),(ROOT (NP (NP (DT A) (NN car)) (VP (VBG sinking) (PP (IN in) (NP (NN water)))) (. .))),A truck drives down a country road in the sunshine.,( ( A truck ) ( ( ( drives down ) ( ( a ( country road ) ) ( in ( the sunshine ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN truck)) (VP (VBZ drives) (PRT (RP down)) (NP (NP (DT a) (NN country) (NN road)) (PP (IN in) (NP (DT the) (NN sunshine))))) (. .)))
375,['entailment'],1034985636.jpg#1,entailment,1034985636.jpg#1r1e,A man wearing black is playing an electric guitar at a concert.,( ( ( A man ) ( wearing black ) ) ( ( is ( ( playing ( an ( electric guitar ) ) ) ( at ( a concert ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (VP (VBG wearing) (ADJP (JJ black)))) (VP (VBZ is) (VP (VBG playing) (NP (DT an) (JJ electric) (NN guitar)) (PP (IN at) (NP (DT a) (NN concert))))) (. .))),A man is playing the guitar.,( ( A man ) ( ( is ( playing ( the guitar ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG playing) (NP (DT the) (NN guitar)))) (. .)))
376,['neutral'],1034985636.jpg#1,neutral,1034985636.jpg#1r1n,A man wearing black is playing an electric guitar at a concert.,( ( ( A man ) ( wearing black ) ) ( ( is ( ( playing ( an ( electric guitar ) ) ) ( at ( a concert ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (VP (VBG wearing) (ADJP (JJ black)))) (VP (VBZ is) (VP (VBG playing) (NP (DT an) (JJ electric) (NN guitar)) (PP (IN at) (NP (DT a) (NN concert))))) (. .))),A man is singing as he plays guitar.,( ( A man ) ( ( is ( singing ( as ( he ( plays guitar ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG singing) (SBAR (IN as) (S (NP (PRP he)) (VP (VBZ plays) (NP (NN guitar))))))) (. .)))
377,['contradiction'],1034985636.jpg#1,contradiction,1034985636.jpg#1r1c,A man wearing black is playing an electric guitar at a concert.,( ( ( A man ) ( wearing black ) ) ( ( is ( ( playing ( an ( electric guitar ) ) ) ( at ( a concert ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (VP (VBG wearing) (ADJP (JJ black)))) (VP (VBZ is) (VP (VBG playing) (NP (DT an) (JJ electric) (NN guitar)) (PP (IN at) (NP (DT a) (NN concert))))) (. .))),A man is playing the piano.,( ( A man ) ( ( is ( playing ( the piano ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG playing) (NP (DT the) (NN piano)))) (. .)))
378,['contradiction'],1034985636.jpg#0,contradiction,1034985636.jpg#0r1c,A man with wild hair rocks a show playing a guitar center stage.,( ( ( A man ) ( with ( wild hair ) ) ) ( ( ( rocks ( a show ) ) ( playing ( a ( guitar ( center stage ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (JJ wild) (NN hair)))) (VP (VBD rocks) (NP (DT a) (NN show)) (S (VP (VBG playing) (NP (DT a) (NN guitar) (NN center) (NN stage))))) (. .))),The bald man played the drums.,( ( The ( bald man ) ) ( ( played ( the drums ) ) . ) ),(ROOT (S (NP (DT The) (JJ bald) (NN man)) (VP (VBD played) (NP (DT the) (NNS drums))) (. .)))
379,['entailment'],1034985636.jpg#0,entailment,1034985636.jpg#0r1e,A man with wild hair rocks a show playing a guitar center stage.,( ( ( A man ) ( with ( wild hair ) ) ) ( ( ( rocks ( a show ) ) ( playing ( a ( guitar ( center stage ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (JJ wild) (NN hair)))) (VP (VBD rocks) (NP (DT a) (NN show)) (S (VP (VBG playing) (NP (DT a) (NN guitar) (NN center) (NN stage))))) (. .))),A guy stands on stage with his guitar.,( ( A guy ) ( ( ( stands ( on stage ) ) ( with ( his guitar ) ) ) . ) ),(ROOT (S (NP (DT A) (NN guy)) (VP (VBZ stands) (PP (IN on) (NP (NN stage))) (PP (IN with) (NP (PRP$ his) (NN guitar)))) (. .)))
380,['neutral'],1034985636.jpg#0,neutral,1034985636.jpg#0r1n,A man with wild hair rocks a show playing a guitar center stage.,( ( ( A man ) ( with ( wild hair ) ) ) ( ( ( rocks ( a show ) ) ( playing ( a ( guitar ( center stage ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (JJ wild) (NN hair)))) (VP (VBD rocks) (NP (DT a) (NN show)) (S (VP (VBG playing) (NP (DT a) (NN guitar) (NN center) (NN stage))))) (. .))),One crazy looking man plays in a show.,( ( One crazy ) ( ( ( looking ( man plays ) ) ( in ( a show ) ) ) . ) ),(ROOT (FRAG (ADJP (NP (CD One)) (JJ crazy)) (S (VP (VBG looking) (NP (NN man) (NNS plays)) (PP (IN in) (NP (DT a) (NN show))))) (. .)))
381,['neutral'],7632093958.jpg#1,neutral,7632093958.jpg#1r1n,woman and child on trolley car labeled Powell and market and bay and taylor,( ( ( ( woman and ) child ) ( on ( trolley car ) ) ) ( labeled ( ( Powell and ) ( market ( and ( ( bay and ) taylor ) ) ) ) ) ),(ROOT (S (NP (NP (NN woman) (CC and) (NN child)) (PP (IN on) (NP (NN trolley) (NN car)))) (VP (VBD labeled) (NP (NP (NNP Powell)) (CC and) (NP (NN market) (CC and) (NN bay) (CC and) (NN taylor)))))),The woman is carrying her child.,( ( The woman ) ( ( is ( carrying ( her child ) ) ) . ) ),(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (VP (VBG carrying) (NP (PRP$ her) (NN child)))) (. .)))
382,['entailment'],7632093958.jpg#1,entailment,7632093958.jpg#1r1e,woman and child on trolley car labeled Powell and market and bay and taylor,( ( ( ( woman and ) child ) ( on ( trolley car ) ) ) ( labeled ( ( Powell and ) ( market ( and ( ( bay and ) taylor ) ) ) ) ) ),(ROOT (S (NP (NP (NN woman) (CC and) (NN child)) (PP (IN on) (NP (NN trolley) (NN car)))) (VP (VBD labeled) (NP (NP (NNP Powell)) (CC and) (NP (NN market) (CC and) (NN bay) (CC and) (NN taylor)))))),The woman is on a trolley.,( ( The woman ) ( ( is ( on ( a trolley ) ) ) . ) ),(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (PP (IN on) (NP (DT a) (NN trolley)))) (. .)))
383,['contradiction'],7632093958.jpg#1,contradiction,7632093958.jpg#1r1c,woman and child on trolley car labeled Powell and market and bay and taylor,( ( ( ( woman and ) child ) ( on ( trolley car ) ) ) ( labeled ( ( Powell and ) ( market ( and ( ( bay and ) taylor ) ) ) ) ) ),(ROOT (S (NP (NP (NN woman) (CC and) (NN child)) (PP (IN on) (NP (NN trolley) (NN car)))) (VP (VBD labeled) (NP (NP (NNP Powell)) (CC and) (NP (NN market) (CC and) (NN bay) (CC and) (NN taylor)))))),The woman and child are on a subway train.,( ( The ( ( woman and ) child ) ) ( ( are ( on ( a ( subway train ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN woman) (CC and) (NN child)) (VP (VBP are) (PP (IN on) (NP (DT a) (NN subway) (NN train)))) (. .)))
