,Unnamed: 0,annotator_labels,captionID,gold_label,pairID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse
2453,2453,['neutral'],430543100.jpg#0,neutral,430543100.jpg#0r1n,The nurse smiles as she gently rubs the tummy of the sleeping child.,( ( The nurse ) ( ( smiles ( as ( she ( gently ( rubs ( ( the tummy ) ( of ( the ( sleeping child ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN nurse)) (VP (VBZ smiles) (SBAR (IN as) (S (NP (PRP she)) (ADVP (RB gently)) (VP (VBD rubs) (NP (NP (DT the) (NN tummy)) (PP (IN of) (NP (DT the) (VBG sleeping) (NN child)))))))) (. .))),The sleeping child lies on a hospital bed.,( ( The ( sleeping child ) ) ( ( lies ( on ( a ( hospital bed ) ) ) ) . ) ),(ROOT (S (NP (DT The) (VBG sleeping) (NN child)) (VP (VBZ lies) (PP (IN on) (NP (DT a) (NN hospital) (NN bed)))) (. .)))
3107,3107,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",4954753241.jpg#3,contradiction,4954753241.jpg#3r1c,2 people walking up a set of stairs in the city.,( ( ( 2 people ) ( ( walking up ) ( ( a set ) ( of ( stairs ( in ( the city ) ) ) ) ) ) ) . ),(ROOT (NP (NP (CD 2) (NNS people)) (VP (VBG walking) (PRT (RP up)) (NP (NP (DT a) (NN set)) (PP (IN of) (NP (NP (NNS stairs)) (PP (IN in) (NP (DT the) (NN city))))))) (. .))),People walking down stairs.,( ( People ( ( walking down ) stairs ) ) . ),(ROOT (NP (NP (NNS People)) (VP (VBG walking) (PRT (RP down)) (NP (NNS stairs))) (. .)))
253,253,['contradiction'],3691765410.jpg#0,contradiction,3691765410.jpg#0r5c,"A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope.","( ( ( A man ) ( with ( a beard ) ) ) ( , ( ( ( ( ( wearing ( a ( red shirt ) ) ) ( with ( gray ( sleeves ( and ( work gloves ) ) ) ) ) ) , ) ( pulling ( on ( a rope ) ) ) ) . ) ) )","(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (NN beard)))) (, ,) (VP (VP (VBG wearing) (NP (DT a) (JJ red) (NN shirt)) (PP (IN with) (NP (JJ gray) (NNS sleeves) (CC and) (NN work) (NNS gloves)))) (, ,) (VP (VBG pulling) (PP (IN on) (NP (DT a) (NN rope))))) (. .)))",a man pulls his beard,( ( a man ) ( pulls ( his beard ) ) ),(ROOT (S (NP (DT a) (NN man)) (VP (VBZ pulls) (NP (PRP$ his) (NN beard)))))
2749,2749,['neutral'],6950137939.jpg#0,neutral,6950137939.jpg#0r1n,Black and White Team rugby players are struggling over the ball in front of a white wall that has blue writing.,( ( Black ( and ( White ( Team ( rugby players ) ) ) ) ) ( ( are ( ( ( struggling over ) ( the ball ) ) ( in ( front ( of ( ( a ( white wall ) ) ( that ( has ( blue writing ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Black) (CC and) (NNP White) (NNP Team) (JJ rugby) (NNS players)) (VP (VBP are) (VP (VBG struggling) (PRT (RP over)) (NP (DT the) (NN ball)) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT a) (JJ white) (NN wall)) (SBAR (WHNP (WDT that)) (S (VP (VBZ has) (NP (JJ blue) (NN writing))))))))))) (. .))),The rugby players are outside.,( ( The ( rugby players ) ) ( ( are outside ) . ) ),(ROOT (S (NP (DT The) (JJ rugby) (NNS players)) (VP (VBP are) (ADJP (JJ outside))) (. .)))
717,717,['neutral'],4943185444.jpg#2,neutral,4943185444.jpg#2r1n,Man smokes while sitting on a parked scooter.,( Man ( ( smokes ( while ( sitting ( on ( a ( parked scooter ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Man)) (VP (VBZ smokes) (SBAR (IN while) (S (VP (VBG sitting) (PP (IN on) (NP (DT a) (VBN parked) (NN scooter))))))) (. .))),A man smokes a cigarette while sitting on his scooter.,( ( A man ) ( ( ( smokes ( a cigarette ) ) ( while ( sitting ( on ( his scooter ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ smokes) (NP (DT a) (NN cigarette)) (PP (IN while) (S (VP (VBG sitting) (PP (IN on) (NP (PRP$ his) (NN scooter))))))) (. .)))
107,107,['contradiction'],3053415073.jpg#4,contradiction,3053415073.jpg#4r1c,A skier slides along a metal rail.,( ( A skier ) ( ( slides ( along ( a ( metal rail ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN skier)) (VP (VBZ slides) (PP (IN along) (NP (DT a) (NN metal) (NN rail)))) (. .))),A skier is away from the rail.,( ( A skier ) ( ( ( is away ) ( from ( the rail ) ) ) . ) ),(ROOT (S (NP (DT A) (NN skier)) (VP (VBZ is) (ADVP (RB away)) (PP (IN from) (NP (DT the) (NN rail)))) (. .)))
1889,1889,['neutral'],294443417.jpg#4,neutral,294443417.jpg#4r1n,A little kid enjoying some sledding on a winter day.,( ( ( A ( little kid ) ) ( enjoying ( ( some sledding ) ( on ( a ( winter day ) ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (JJ little) (NN kid)) (VP (VBG enjoying) (NP (NP (DT some) (NN sledding)) (PP (IN on) (NP (DT a) (NN winter) (NN day))))) (. .))),The kid is wearing a hat.,( ( The kid ) ( ( is ( wearing ( a hat ) ) ) . ) ),(ROOT (S (NP (DT The) (NN kid)) (VP (VBZ is) (VP (VBG wearing) (NP (DT a) (NN hat)))) (. .)))
4116,4116,['entailment'],3112964916.jpg#0,entailment,3112964916.jpg#0r1e,"A male chief in a restaurant kitchen, with a black hat on and a frying pain in his left hand, pouring the contents in the pain into bowels.","( ( ( ( ( ( ( ( ( ( A ( male chief ) ) ( in ( a ( restaurant kitchen ) ) ) ) , ) ( with ( ( a ( black hat ) ) on ) ) ) and ) ( ( a ( frying pain ) ) ( in ( his ( left hand ) ) ) ) ) , ) ( pouring ( ( the contents ) ( in ( the pain ) ) ) ) ) ( into bowels ) ) . )","(ROOT (NP (NP (NP (DT A) (JJ male) (NN chief)) (PP (IN in) (NP (DT a) (NN restaurant) (NN kitchen))) (, ,) (PP (IN with) (NP (NP (DT a) (JJ black) (NN hat)) (PP (IN on))))) (CC and) (NP (NP (DT a) (VBG frying) (NN pain)) (PP (IN in) (NP (PRP$ his) (JJ left) (NN hand)))) (, ,) (VP (VBG pouring) (NP (NP (DT the) (NNS contents)) (PP (IN in) (NP (DT the) (NN pain))))) (PP (IN into) (NP (NNS bowels))) (. .)))",A male chief in a kitchen.,( ( ( A ( male chief ) ) ( in ( a kitchen ) ) ) . ),(ROOT (NP (NP (DT A) (JJ male) (NN chief)) (PP (IN in) (NP (DT a) (NN kitchen))) (. .)))
1684,1684,['neutral'],111285749.jpg#0,neutral,111285749.jpg#0r3n,"Five men, one wearing a white shirt standing on something, hanging up a picture of a child.","( ( ( ( ( ( Five men ) , ) ( one ( ( wearing ( a ( white ( shirt standing ) ) ) ) ( on something ) ) ) ) , ) ( ( hanging up ) ( ( a picture ) ( of ( a child ) ) ) ) ) . )","(ROOT (NP (NP (CD Five) (NNS men)) (, ,) (S (NP (PRP one)) (VP (VBG wearing) (NP (DT a) (JJ white) (NN shirt) (NN standing)) (PP (IN on) (NP (NN something))))) (, ,) (VP (VBG hanging) (PRT (RP up)) (NP (NP (DT a) (NN picture)) (PP (IN of) (NP (DT a) (NN child))))) (. .)))","Five men, one standing on a chair, are hanging a picture.","( ( ( ( ( Five men ) , ) ( ( one standing ) ( on ( a chair ) ) ) ) , ) ( ( are ( hanging ( a picture ) ) ) . ) )","(ROOT (S (NP (NP (CD Five) (NNS men)) (, ,) (NP (NP (CD one) (NN standing)) (PP (IN on) (NP (DT a) (NN chair)))) (, ,)) (VP (VBP are) (VP (VBG hanging) (NP (DT a) (NN picture)))) (. .)))"
712,712,['entailment'],4943185444.jpg#0,entailment,4943185444.jpg#0r1e,A man stopping on the sidewalk with his bike to have a smoke.,( ( ( A man ) ( ( stopping ( on ( ( the sidewalk ) ( with ( his bike ) ) ) ) ) ( to ( have ( a smoke ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN man)) (VP (VBG stopping) (PP (IN on) (NP (NP (DT the) (NN sidewalk)) (PP (IN with) (NP (PRP$ his) (NN bike))))) (S (VP (TO to) (VP (VB have) (NP (DT a) (NN smoke)))))) (. .))),The man is standing.,( ( The man ) ( ( is standing ) . ) ),(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (VP (VBG standing))) (. .)))
4838,4838,['entailment'],234265703.jpg#4,entailment,234265703.jpg#4r1e,People cooking at a campsite.,( ( People ( cooking ( at ( a campsite ) ) ) ) . ),(ROOT (NP (NP (NNS People)) (VP (VBG cooking) (PP (IN at) (NP (DT a) (NN campsite)))) (. .))),friends are out camping,( friends ( ( are out ) camping ) ),(ROOT (S (NP (NNS friends)) (VP (VBP are) (ADVP (RB out)) (VP (VBG camping)))))
950,950,['contradiction'],2425148763.jpg#1,contradiction,2425148763.jpg#1r2c,A woman talks to two other women and a man with notepads in an office building with large windows.,( ( A woman ) ( ( ( talks ( to ( ( ( two ( other women ) ) and ) ( a man ) ) ) ) ( with ( notepads ( in ( ( an ( office building ) ) ( with ( large windows ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ talks) (PP (TO to) (NP (NP (CD two) (JJ other) (NNS women)) (CC and) (NP (DT a) (NN man)))) (PP (IN with) (NP (NP (NNS notepads)) (PP (IN in) (NP (NP (DT an) (NN office) (NN building)) (PP (IN with) (NP (JJ large) (NNS windows)))))))) (. .))),A woman talks to three other women.,( ( A woman ) ( ( talks ( to ( three ( other women ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ talks) (PP (TO to) (NP (CD three) (JJ other) (NNS women)))) (. .)))
3306,3306,['entailment'],4944548179.jpg#2,entailment,4944548179.jpg#2r1e,A painting of a man drinking from a bottle on the side of a building.,( ( ( ( A painting ) ( of ( a ( man drinking ) ) ) ) ( from ( ( a bottle ) ( on ( ( the side ) ( of ( a building ) ) ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN painting)) (PP (IN of) (NP (DT a) (NN man) (NN drinking))) (PP (IN from) (NP (NP (DT a) (NN bottle)) (PP (IN on) (NP (NP (DT the) (NN side)) (PP (IN of) (NP (DT a) (NN building))))))) (. .))),A man is not indoors,( ( A man ) ( ( is not ) indoors ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (RB not) (ADVP (RB indoors)))))
2944,2944,['contradiction'],4043418437.jpg#1,contradiction,4043418437.jpg#1r1c,A military man walks in front of a procession of people during a parade.,( ( A ( military man ) ) ( ( ( walks ( in ( front ( of ( ( a procession ) ( of people ) ) ) ) ) ) ( during ( a parade ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ military) (NN man)) (VP (VBZ walks) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT a) (NN procession)) (PP (IN of) (NP (NNS people))))))) (PP (IN during) (NP (DT a) (NN parade)))) (. .))),A man walks behind the parade.,( ( A man ) ( ( walks ( behind ( the parade ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ walks) (PP (IN behind) (NP (DT the) (NN parade)))) (. .)))
1169,1169,['neutral'],6160193920.jpg#3,neutral,6160193920.jpg#3r1n,A lady wearing a blue print shirt and green head cover smiles for the camera.,( ( ( A lady ) ( wearing ( a ( blue ( print ( shirt ( and ( green ( head cover ) ) ) ) ) ) ) ) ) ( ( smiles ( for ( the camera ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN lady)) (VP (VBG wearing) (NP (DT a) (JJ blue) (NN print) (NN shirt) (CC and) (JJ green) (NN head) (NN cover)))) (VP (VBZ smiles) (PP (IN for) (NP (DT the) (NN camera)))) (. .))),A lady wearing a cover.,( ( ( A lady ) ( wearing ( a cover ) ) ) . ),(ROOT (NP (NP (DT A) (NN lady)) (VP (VBG wearing) (NP (DT a) (NN cover))) (. .)))
979,979,['contradiction'],19245206.jpg#1,contradiction,19245206.jpg#1r5c,A man in a bright green shirt shows a woman in a bright pink shirt something on a clipboard.,( ( ( A man ) ( in ( a ( bright ( green shirt ) ) ) ) ) ( ( shows ( ( a woman ) ( in ( ( a ( bright ( pink ( shirt something ) ) ) ) ( on ( a clipboard ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (DT a) (JJ bright) (JJ green) (NN shirt)))) (VP (VBZ shows) (NP (NP (DT a) (NN woman)) (PP (IN in) (NP (NP (DT a) (JJ bright) (JJ pink) (NN shirt) (NN something)) (PP (IN on) (NP (DT a) (NN clipboard))))))) (. .))),The woman shows the man a clipboard.,( ( The woman ) ( ( shows ( ( the man ) ( a clipboard ) ) ) . ) ),(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ shows) (NP (NP (DT the) (NN man)) (NP (DT a) (NN clipboard)))) (. .)))
3735,3735,['entailment'],124390903.jpg#0,entailment,124390903.jpg#0r5e,A woman wearing black glasses is sharing sweets with a toddler girl wearing a princess hat.,( ( ( A woman ) ( wearing ( black glasses ) ) ) ( ( is ( ( sharing sweets ) ( with ( ( a ( toddler girl ) ) ( wearing ( a ( princess hat ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN woman)) (VP (VBG wearing) (NP (JJ black) (NNS glasses)))) (VP (VBZ is) (VP (VBG sharing) (NP (NNS sweets)) (PP (IN with) (NP (NP (DT a) (NN toddler) (NN girl)) (VP (VBG wearing) (NP (DT a) (JJ princess) (NN hat))))))) (. .))),The woman is not selfish with the young girl.,( ( The woman ) ( ( ( is not ) ( selfish ( with ( the ( young girl ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (RB not) (ADJP (JJ selfish) (PP (IN with) (NP (DT the) (JJ young) (NN girl))))) (. .)))
2513,2513,['contradiction'],2060472076.jpg#3,contradiction,2060472076.jpg#3r1c,Man stacking wooden crates on top of each other.,( ( Man ( ( stacking ( wooden crates ) ) ( on ( top ( of ( each other ) ) ) ) ) ) . ),(ROOT (NP (NP (NNP Man)) (VP (VBG stacking) (NP (JJ wooden) (NNS crates)) (PP (IN on) (NP (NP (NN top)) (PP (IN of) (NP (DT each) (JJ other)))))) (. .))),A man stacks crates next to each other.,( ( A man ) ( ( ( stacks crates ) ( next ( to ( each other ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ stacks) (NP (NNS crates)) (ADVP (JJ next) (PP (TO to) (NP (DT each) (JJ other))))) (. .)))
1756,1756,['neutral'],264460711.jpg#4,neutral,264460711.jpg#4r1n,A group of people sitting around a picnic table.,( ( ( ( A group ) ( of people ) ) ( sitting ( around ( a ( picnic table ) ) ) ) ) . ),(ROOT (NP (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBG sitting) (PP (IN around) (NP (DT a) (NN picnic) (NN table)))) (. .))),The people are playing cards.,( ( The people ) ( ( are ( playing cards ) ) . ) ),(ROOT (S (NP (DT The) (NNS people)) (VP (VBP are) (VP (VBG playing) (NP (NNS cards)))) (. .)))
4152,4152,['contradiction'],1464745434.jpg#0,contradiction,1464745434.jpg#0r1c,A young man in a tan hat and a green shirt peers over a waist high wall separating the kitchen and living area of a home.,( ( ( A ( young man ) ) ( in ( ( ( a ( tan hat ) ) and ) ( a ( green shirt ) ) ) ) ) ( ( peers ( over ( ( a ( waist ( high wall ) ) ) ( separating ( ( the ( kitchen ( and ( living area ) ) ) ) ( of ( a home ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ young) (NN man)) (PP (IN in) (NP (NP (DT a) (JJ tan) (NN hat)) (CC and) (NP (DT a) (JJ green) (NN shirt))))) (VP (VBZ peers) (PP (IN over) (NP (NP (DT a) (NN waist) (JJ high) (NN wall)) (VP (VBG separating) (NP (NP (DT the) (NN kitchen) (CC and) (NN living) (NN area)) (PP (IN of) (NP (DT a) (NN home)))))))) (. .))),A young man is outside looking at the house.,( ( A ( young man ) ) ( ( ( is outside ) ( looking ( at ( the house ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ young) (NN man)) (VP (VBZ is) (ADVP (RB outside)) (VP (VBG looking) (PP (IN at) (NP (DT the) (NN house))))) (. .)))
1276,1276,['neutral'],560671767.jpg#0,neutral,560671767.jpg#0r1n,An elderly couple dance in front of a juke box while a guy in shorts sleeps at a nearby table,( ( An ( elderly couple ) ) ( ( dance ( in ( front ( of ( a ( juke box ) ) ) ) ) ) ( while ( ( ( a guy ) ( in shorts ) ) ( sleeps ( at ( a ( nearby table ) ) ) ) ) ) ) ),(ROOT (S (NP (DT An) (JJ elderly) (NN couple)) (VP (VBP dance) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT a) (JJ juke) (NN box))))) (SBAR (IN while) (S (NP (NP (DT a) (NN guy)) (PP (IN in) (NP (NNS shorts)))) (VP (VBZ sleeps) (PP (IN at) (NP (DT a) (JJ nearby) (NN table))))))))),An old couple dance next to a guy sleeping,( ( An ( old ( couple dance ) ) ) ( next ( to ( a ( guy sleeping ) ) ) ) ),(ROOT (FRAG (NP (NP (DT An) (JJ old) (NN couple) (NN dance)) (ADVP (JJ next) (PP (TO to) (NP (DT a) (NN guy) (NN sleeping)))))))
961,961,['neutral'],19245206.jpg#3,neutral,19245206.jpg#3r1n,A man with a bright green shirt is talking to a woman in a pink shirt.,( ( ( A man ) ( with ( a ( bright ( green shirt ) ) ) ) ) ( ( is ( talking ( to ( ( a woman ) ( in ( a ( pink shirt ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (JJ bright) (JJ green) (NN shirt)))) (VP (VBZ is) (VP (VBG talking) (PP (TO to) (NP (NP (DT a) (NN woman)) (PP (IN in) (NP (DT a) (JJ pink) (NN shirt))))))) (. .))),A couple is standing outside.,( ( A couple ) ( ( is ( standing outside ) ) . ) ),(ROOT (S (NP (DT A) (NN couple)) (VP (VBZ is) (VP (VBG standing) (ADVP (RB outside)))) (. .)))
4119,4119,['neutral'],2911706853.jpg#1,neutral,2911706853.jpg#1r1n,The blond-haired mother looked on as her daughter was getting her haircut for the first time.,( ( The ( blond-haired mother ) ) ( ( ( looked on ) ( as ( ( her daughter ) ( was ( ( getting ( her haircut ) ) ( for ( the ( first time ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (JJ blond-haired) (NN mother)) (VP (VBD looked) (PRT (RP on)) (SBAR (IN as) (S (NP (PRP$ her) (NN daughter)) (VP (VBD was) (VP (VBG getting) (NP (PRP$ her) (NN haircut)) (PP (IN for) (NP (DT the) (JJ first) (NN time)))))))) (. .))),A blonde mother looks on as her blonde daughter gets her first hair cut.,( ( A ( blonde mother ) ) ( ( ( looks on ) ( as ( ( her ( blonde daughter ) ) ( gets ( her ( first ( hair cut ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ blonde) (NN mother)) (VP (VBZ looks) (PRT (RP on)) (SBAR (IN as) (S (NP (PRP$ her) (JJ blonde) (NN daughter)) (VP (VBZ gets) (NP (PRP$ her) (JJ first) (NN hair) (NN cut)))))) (. .)))
2515,2515,['neutral'],2060472076.jpg#4,neutral,2060472076.jpg#4r1n,An elderly male is reaching for a crate.,( ( An ( elderly male ) ) ( ( is ( reaching ( for ( a crate ) ) ) ) . ) ),(ROOT (S (NP (DT An) (JJ elderly) (NN male)) (VP (VBZ is) (VP (VBG reaching) (PP (IN for) (NP (DT a) (NN crate))))) (. .))),A man and a crate,( ( ( A man ) and ) ( a crate ) ),(ROOT (NP (NP (DT A) (NN man)) (CC and) (NP (DT a) (NN crate))))
1003,1003,['neutral'],2644916196.jpg#0,neutral,2644916196.jpg#0r1n,Small laughing child with blond-hair sitting at a table holding a green sippy cup.,( ( ( ( Small ( laughing child ) ) ( with ( blond-hair sitting ) ) ) ( at ( ( a table ) ( holding ( a ( green ( sippy cup ) ) ) ) ) ) ) . ),(ROOT (NP (NP (JJ Small) (VBG laughing) (NN child)) (PP (IN with) (NP (JJ blond-hair) (NN sitting))) (PP (IN at) (NP (NP (DT a) (NN table)) (VP (VBG holding) (NP (DT a) (JJ green) (NN sippy) (NN cup))))) (. .))),A child is drinking apple juice.,( ( A child ) ( ( is ( drinking ( apple juice ) ) ) . ) ),(ROOT (S (NP (DT A) (NN child)) (VP (VBZ is) (VP (VBG drinking) (NP (NN apple) (NN juice)))) (. .)))
3734,3734,['neutral'],124390903.jpg#0,neutral,124390903.jpg#0r1n,A woman wearing black glasses is sharing sweets with a toddler girl wearing a princess hat.,( ( ( A woman ) ( wearing ( black glasses ) ) ) ( ( is ( ( sharing sweets ) ( with ( ( a ( toddler girl ) ) ( wearing ( a ( princess hat ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN woman)) (VP (VBG wearing) (NP (JJ black) (NNS glasses)))) (VP (VBZ is) (VP (VBG sharing) (NP (NNS sweets)) (PP (IN with) (NP (NP (DT a) (NN toddler) (NN girl)) (VP (VBG wearing) (NP (DT a) (JJ princess) (NN hat))))))) (. .))),The toddler is eating the candy.,( ( The toddler ) ( ( is ( eating ( the candy ) ) ) . ) ),(ROOT (S (NP (DT The) (NN toddler)) (VP (VBZ is) (VP (VBG eating) (NP (DT the) (NN candy)))) (. .)))
2080,2080,['neutral'],1873655403.jpg#1,neutral,1873655403.jpg#1r1n,"Three male construction workers are examining something in a field, two of them are holding shovels.","( ( ( Three ( male ( construction workers ) ) ) ( are ( ( examining something ) ( in ( a field ) ) ) ) ) ( , ( ( two ( of them ) ) ( ( are ( holding shovels ) ) . ) ) ) )","(ROOT (S (S (NP (CD Three) (JJ male) (NN construction) (NNS workers)) (VP (VBP are) (VP (VBG examining) (NP (NN something)) (PP (IN in) (NP (DT a) (NN field)))))) (, ,) (NP (NP (CD two)) (PP (IN of) (NP (PRP them)))) (VP (VBP are) (VP (VBG holding) (NP (NNS shovels)))) (. .)))",Two dogs are playing chase in a field.,( ( Two dogs ) ( ( are ( ( playing chase ) ( in ( a field ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS dogs)) (VP (VBP are) (VP (VBG playing) (NP (NN chase)) (PP (IN in) (NP (DT a) (NN field))))) (. .)))
3032,3032,['neutral'],4460943467.jpg#1,neutral,4460943467.jpg#1r1n,Three young men wearing hooded sweatshirts are posing for a photo.,( ( ( Three ( young men ) ) ( wearing ( hooded sweatshirts ) ) ) ( ( are ( posing ( for ( a photo ) ) ) ) . ) ),(ROOT (S (NP (NP (CD Three) (JJ young) (NNS men)) (VP (VBG wearing) (NP (JJ hooded) (NNS sweatshirts)))) (VP (VBP are) (VP (VBG posing) (PP (IN for) (NP (DT a) (NN photo))))) (. .))),The men are standing up.,( ( The men ) ( ( are ( standing up ) ) . ) ),(ROOT (S (NP (DT The) (NNS men)) (VP (VBP are) (VP (VBG standing) (PRT (RP up)))) (. .)))
4693,4693,['neutral'],115684808.jpg#0,neutral,115684808.jpg#0r4n,Three people are standing in the snow preparing an ice fishing boat.,( ( Three people ) ( ( are ( standing ( in ( ( the snow ) ( preparing ( an ( ice ( fishing boat ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (CD Three) (NNS people)) (VP (VBP are) (VP (VBG standing) (PP (IN in) (NP (NP (DT the) (NN snow)) (VP (VBG preparing) (NP (DT an) (NN ice) (NN fishing) (NN boat))))))) (. .))),People are getting a fishing boat ready for a day of fishing.,( People ( ( are ( getting ( ( a ( fishing boat ) ) ( ready ( for ( ( a day ) ( of fishing ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNS People)) (VP (VBP are) (VP (VBG getting) (S (NP (DT a) (NN fishing) (NN boat)) (ADJP (JJ ready) (PP (IN for) (NP (NP (DT a) (NN day)) (PP (IN of) (NP (NN fishing))))))))) (. .)))
1943,1943,['entailment'],488408004.jpg#4,entailment,488408004.jpg#4r1e,A little boy with a blue jacket is making a sour face at the camera.,( ( ( A ( little boy ) ) ( with ( a ( blue jacket ) ) ) ) ( ( is ( ( making ( a ( sour face ) ) ) ( at ( the camera ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ little) (NN boy)) (PP (IN with) (NP (DT a) (JJ blue) (NN jacket)))) (VP (VBZ is) (VP (VBG making) (NP (DT a) (JJ sour) (NN face)) (PP (IN at) (NP (DT the) (NN camera))))) (. .))),The boy mugs for the camera.,( ( The boy ) ( ( mugs ( for ( the camera ) ) ) . ) ),(ROOT (S (NP (DT The) (NN boy)) (VP (VBZ mugs) (PP (IN for) (NP (DT the) (NN camera)))) (. .)))
4658,4658,['neutral'],4850734257.jpg#0,neutral,4850734257.jpg#0r1n,A young boy is standing on a sports field holding a piece of sports equipment.,( ( A ( young boy ) ) ( ( is ( ( standing ( on ( a ( sports field ) ) ) ) ( holding ( ( a piece ) ( of ( sports equipment ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ young) (NN boy)) (VP (VBZ is) (VP (VBG standing) (PP (IN on) (NP (DT a) (NNS sports) (NN field))) (S (VP (VBG holding) (NP (NP (DT a) (NN piece)) (PP (IN of) (NP (NNS sports) (NN equipment)))))))) (. .))),a boy is playing sports.,( ( a boy ) ( ( is ( playing sports ) ) . ) ),(ROOT (S (NP (DT a) (NN boy)) (VP (VBZ is) (VP (VBG playing) (NP (NNS sports)))) (. .)))
4154,4154,['entailment'],1464745434.jpg#0,entailment,1464745434.jpg#0r2e,A young man in a tan hat and a green shirt peers over a waist high wall separating the kitchen and living area of a home.,( ( ( A ( young man ) ) ( in ( ( ( a ( tan hat ) ) and ) ( a ( green shirt ) ) ) ) ) ( ( peers ( over ( ( a ( waist ( high wall ) ) ) ( separating ( ( the ( kitchen ( and ( living area ) ) ) ) ( of ( a home ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ young) (NN man)) (PP (IN in) (NP (NP (DT a) (JJ tan) (NN hat)) (CC and) (NP (DT a) (JJ green) (NN shirt))))) (VP (VBZ peers) (PP (IN over) (NP (NP (DT a) (NN waist) (JJ high) (NN wall)) (VP (VBG separating) (NP (NP (DT the) (NN kitchen) (CC and) (NN living) (NN area)) (PP (IN of) (NP (DT a) (NN home)))))))) (. .))),He is standing inside the house.,( He ( ( is ( standing ( inside ( the house ) ) ) ) . ) ),(ROOT (S (NP (PRP He)) (VP (VBZ is) (VP (VBG standing) (PP (IN inside) (NP (DT the) (NN house))))) (. .)))
265,265,['neutral'],3691765410.jpg#1,neutral,3691765410.jpg#1r1n,A man with facial hair and a red and gray shirt tugging on a piece of rope.,( ( ( ( A man ) ( with ( ( ( facial hair ) and ) ( a ( ( ( red and ) gray ) shirt ) ) ) ) ) ( tugging ( on ( ( a piece ) ( of rope ) ) ) ) ) . ),(ROOT (NP (NP (NP (DT A) (NN man)) (PP (IN with) (NP (NP (JJ facial) (NN hair)) (CC and) (NP (DT a) (ADJP (JJ red) (CC and) (JJ gray)) (NN shirt))))) (VP (VBG tugging) (PP (IN on) (NP (NP (DT a) (NN piece)) (PP (IN of) (NP (NN rope)))))) (. .))),A man is wearing a red and gray shirt.,( ( A man ) ( ( is ( wearing ( a ( ( ( red and ) gray ) shirt ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG wearing) (NP (DT a) (ADJP (JJ red) (CC and) (JJ gray)) (NN shirt)))) (. .)))
