,Unnamed: 0,label,sent1,sent2,ending0,ending1,ending2,ending3,ending4
253,253,2,"If I want to maximize my number of potential customers, where should I build a new department store?",department store,A. idaho,B. shopping mall,C. big city,D. in town,E. new york
3137,3137,0,Where would you put your car keys if you want to go driving?,car keys,A. ignition switch,B. pocket,C. purse,D. home,E. trunk
1847,1847,1,Where should meat to be used soon be?,meat,A. freezer,B. fridge,C. butcher shop,D. counter,E. frying pan
3113,3113,2,where do you buy the freshest apples?,apples,A. shop,B. fridge,C. farmers market,D. a tree,E. grocery store
4376,4376,2,Where would you see footprints that happen due to dirt being left behind inside?,footprints,A. roof,B. ground,C. rug,D. surface of earth,E. floorboards
626,626,3,Where does a shadow usually appear?,shadow,A. suface of moon,B. building,C. bridge,D. ground,E. bright light
4276,4276,4,What could happen to you if you are cleaning on the 10th floor of an unfinished building?,cleaning,A. healthy living,B. adventure,C. neatness,D. getting tired,E. injury
2920,2920,0,Where can you find millions of apartment?,apartment,A. michigan,B. inside the house,C. town,D. avoid buying,E. budget
2511,2511,0,What does one do when they play games?,play games,A. try to win,B. learn,C. fun,D. dance,E. keep score
470,470,2,Where in a town would you put your shed?,shed,A. next to the house,B. keeping things in,C. backyard,D. farm yard,E. ranch
3360,3360,0,"James wants to go to a large church, what some might call a megachurch.  Where would he look for one of those?",church,A. city,B. commercial area,C. populated area,D. every town,E. christian community
1131,1131,1,Where might I hear and see information on current events?,information,A. internet,B. television,C. newspaper,D. book,E. radio
2530,2530,0,Where do people with the same faith meet?,people,A. synagogue,B. church,C. conference,D. car show,E. montana
4033,4033,0,Where might baggage be searched?,baggage,A. airports,B. helicopter,C. cruise ship,D. train station,E. room
1179,1179,4,"James wanted to add space for an extra guest, so he bought a hide bed sofa.  With that he'd be able to have two people stay over, one in the guest room, and one on the sofa.  Where might he have been?",hide bed sofa,A. hotel,B. guest room,C. office,D. apartment,E. house
919,919,3,There is a lot of sugar in what food that fits in your hand?,sugar,A. cupboard,B. chocolate,C. coffee,D. candy bar,E. soda pop
2585,2585,2,"Sam was planning to return, but his sister was still angry that he was doing what?",return,A. backspace,B. give,C. going away,D. go away,E. going away
2726,2726,4,How does someone go about getting in shape?,getting in shape,A. losing weight,B. sweat,C. triangle,D. good health,E. exercise
328,328,0,Where might I find unusual varieties of roses?,rosebush,A. botanic garden,B. flower garden,C. backyard,D. supermarket,E. outdoors
4416,4416,4,The glass window was transparent and thin.   James leaned on ed on it and it cracked.  It was what?,glass,A. soft,B. clear,C. half empty,D. recyclable,E. very fragile
4906,4906,2,Where can you find a tennis court for non professionals?,tennis court,A. athletic club,B. country club,C. recreational center,D. college campus,E. zoo
1530,1530,1,When you swimming underwater you must come to the surface so you can do what?,swimming,A. dive,B. breathe air,C. tread water,D. breath control,E. understand themselves
565,565,2,"No matter the background of the person, they should all be given what in applying for the job?",person,A. critical thinking,B. congratulated,C. equal opportunity,D. compliments,E. raffle tickets
4135,4135,4,"I was having a bath for 4 hours, what might I suffer from physiologically?",having bath,A. have fun,B. cold,C. get wet,D. being clean,E. wrinkled skin
524,524,1,"The new kitten hadn't gotten used to what it was allowed to climb on in most rooms, so the owned kept the bedroom door what?",door,A. opened,B. closed,C. found at shower,D. falling down,E. locked
4059,4059,3,"People often have to take medicine, they tend to keep it where?",medicine,A. kitchen,B. doctor's office,C. hospital,D. bathroom,E. jar
4844,4844,4,Where could a marmot go to try to escape from you?,marmot,A. in wild,B. north america,C. colorado,D. hide,E. tree
3406,3406,3,What might I use to grow a ficus on my patio?,ficus,A. tropical forest,B. arboretum,C. soil,D. pots,E. large pot
3666,3666,3,"Some people have many pairs of jeans, they store them in their what?",jeans,A. gap,B. mailbox,C. shopping mall,D. closet,E. thrift store
1608,1608,2,What is the goal of a poor person having food?,having food,A. digesting,B. being full,C. will not starve,D. survive,E. getting fat
245,245,2,What would an adult man do to get ready for work?,adult,A. dress herself,B. shower,C. dress himself,D. drink beer,E. drive train
2890,2890,1,"Where is it especially important to keep a dry, clean floor?",floor,A. bed,B. restaurant,C. synagogue,D. wedding,E. all buildings
52,52,0,Where would you see some people doing jumping jacks?,people,A. military base,B. opera,C. water fountain,D. bus stop,E. church
2740,2740,0,"James thought that analyzing all the data would help him learn more, but it did not.  It only gave him what?",analysing,A. headache,B. better understanding,C. papercuts,D. enlightened,E. discovering truth
2249,2249,2,Josh was experiencing hunger so he took his keys and his wallet and did what?,hunger,A. went to restaurant,B. bring home fish,C. go to market,D. make bread,E. cook dinner
45,45,3,"Jame's bare feet were burned as he walked, because the sunshine had made the surface hot.  Where might he have been?",sunshine,A. disneyland,B. snow,C. windowsill,D. street,E. summer
2412,2412,3,"Sweet is a great taste on its own, but it also goes great with what?",sweet,A. bitter,B. salty,C. dry,D. sour,E. savory
3612,3612,1,Where do you store mugs in your house?,mug,A. bar,B. cupboard,C. cabinet,D. containing drink,E. refrigerator
3392,3392,3,Where would you put your change if you plan to use it soon and you are not a man?,change,A. wardrobe,B. jar,C. pocket,D. purse,E. backseat of car
2606,2606,1,"If I am hungrier than I am thirsty for a drink, what should I do?",drink,A. open mouth,B. eat first,C. use glass,D. buy soda,E. slurp
673,673,1,What could you buy in a bookstore?,bookstore,A. carpeting,B. magazines,C. strip mall,D. city,E. applesauce
1174,1174,1,Where is a copy machine likely to be?,machine,A. barn,B. office,C. assembly line,D. museum,E. kitchen
2825,2825,3,What will be created after an excavation is finished?,excavation,A. montana,B. work area,C. city,D. quarry,E. truck
1835,1835,4,"The war was followed by a tentative peace.  People didn't think it would last because despite a desire to move forward, there rebuilding was difficult and there was a lot of what?",peace,A. love and understanding,B. fighting,C. hostility,D. destruction,E. turmoil
3235,3235,3,James drove down the thoroughfare though his home what?,thoroughfare,A. house,B. country,C. city,D. town,E. traffic
676,676,2,Sarah took poison by accident She found it in the cabinet and. thought that it was what?,poison,A. drinkable,B. junk food,C. medicine,D. antidote,E. nutrient
2306,2306,2,There was a large trash can in front of a building. What type of building might it be?,trash,A. parking lot,B. subway,C. hospital,D. gym,E. ground
2322,2322,0,The women were scantily clad but did their jobs well.  It was easy to use sex to do what?,sex,A. sell beer,B. cost money,C. feel good,D. last hour,E. sell candy
3285,3285,1,"If you wanted to move cargo at a low price and time wasn't an issue, what vehicle would you use?",cargo,A. train,B. boat,C. airplane,D. ship's hold,E. train
4031,4031,4,"The therapist told him he had to communicate his problems, he said to just be willing to do what?",communicate,A. write in code,B. listen,C. send email,D. talk to people,E. talk with people
4602,4602,1,"In the city the family didn't have a back yard, but now they did since they lived in a what?",back yard,A. farm,B. suburb,C. property,D. neighborhood,E. yards
1374,1374,4,James was watching TV when he saw flashing lights that did something bad to him.  What might john have had?,watching tv,A. falling asleep,B. entertainment,C. scared him,D. headache,E. seizure
623,623,4,Where did his wife ask him to look first when he complained of missing deodorant?,deodorant,A. grocery store,B. nightstand,C. armpits,D. own bathroom,E. medicine chest
1844,1844,3,"Some human beings have chocolate in their pockets, what happens to them as a result?",human beings,A. transcend reality,B. read newspapers,C. experience spirituality,D. melt,E. act
79,79,3,"If someone is aloof and self-important, what is their experience when meeting people?",meeting people,A. stress,B. nervousness,C. smile,D. being bored,E. making new friends
2009,2009,0,Bill had to pay tax on the full price in spite of the fact that he received what?,tax,A. discount,B. refund,C. less money,D. death and,E. free money
261,261,3,What could happen after driving car that does not involve pain?,driving car,A. automobile accidents,B. backache,C. eye strain,D. getting tired,E. car crash
817,817,0,What does someone living life fully feel?,living life,A. joy,B. valuable,C. happiness,D. early death,E. adventurous
170,170,1,What is the hope of playing sports without competition?,playing sports,A. running,B. have fun,C. balls touch,D. winning,E. get tired
2040,2040,3,Many people complain after jumping up and down of which dizziness and?,jumping up and down,A. exercise,B. get tired,C. cramps,D. headaches,E. exhaustion
1570,1570,2,Where would you put something after an iron has been used on it?,iron,A. ironing board,B. house,C. linen closet,D. laundry room,E. kitchen
4394,4394,3,Some cultures find it odd that other cultures have this kind of bathroom in an apartment?,odd,A. habitual,B. outhouse,C. normal,D. common,E. regular
2943,2943,1,"John lives in a farhouse well away from anyone. He doesn't farm himself, the farm shut down long ago.  How would you describe the area where he lives?",farmhouse,A. farming community,B. rural area,C. cow's shed,D. michigan,E. housing farmer and family
493,493,4,What gets rid of a mundane routine?,mundane,A. sophisticated,B. imprevist,C. arcane,D. heavenly,E. new
3488,3488,3,Bob was having fun with bill.  How might Bob express his feelings?,having fun,A. accident,B. stress relief,C. happiness,D. may laugh,E. pleasure
3649,3649,3,Where does someone keep their favorite text?,text,A. book store,B. newspaper,C. library,D. own home,E. novel
2947,2947,0,"If I am communication, what is my chief motive for doing so?",communicating,A. distributed information,B. conductor,C. people to think,D. sharing of knowledge,E. confusion
144,144,0,"The president had to make a decision regarding the hate attack on his country, what did he do?",hate,A. wage war,B. fight enemy,C. kill,D. destroy enemy,E. attacked his country
443,443,1,"If one sees a fox and is standing in a coastal, gulf state, where is this person?",fox,A. alabama,B. louisiana,C. south carolina,D. arkansas,E. mountains
1632,1632,0,"A wild animal got in and destroyed the carpeting, who is likely at fault?",carpeting,A. cub,B. istanbul,C. home or office,D. man,E. bedroom
2738,2738,4,Where would you likely find spare address labels?,address label,A. trash,B. parcel,C. junk drawer,D. envelope,E. desk drawer
123,123,2,Where would there be many people sitting in chair and listening to religious speech?,chair,A. auditorium,B. office,C. synagogue,D. confession,E. church
2024,2024,0,"The machine only took quarters, and he only had enough for one load at the what?",machine,A. laundromat,B. assembly line,C. street,D. white house,E. house
2176,2176,0,Dan is always giving assistance.  He what does he want to create for people?,giving assistance,A. better circumstances,B. happiness,C. people helped,D. learning new skills,E. death
1168,1168,2,Procreating isn't the only consequence of sex.  What is even more common than kids?,procreating,A. twins,B. children born,C. venereal disease,D. used condoms,E. pregnancy
2237,2237,1,John spent time relaxing because  he was told he needed to do what?,relaxing,A. relax,B. lower blood pressure,C. feel happy,D. lie back,E. sleeping
936,936,3,What is a convenient place for a bus station?,bus station,A. maps,B. street,C. catch bus,D. city centre,E. school
3840,3840,3,"Sarah did much hard work, even though she was on vacation.  Her mother told her off and said what?",work,A. unemployment,B. say something,C. earn money,D. do nothing,E. relaxation
3396,3396,4,"If a person wants to get coffee without leaving their car, where might they stop?",coffee,A. gas station,B. grocery store,C. friend's house,D. supermarket,E. fast food restaurant
1893,1893,0,"The horse had given so many rides that day, that they didn't know where to find him except where his favorite toy was next to his dinner and bed?",horse,A. found in stall,B. farmhouse,C. doing farm work,D. ridden,E. found on ranch
3347,3347,4,What type of college do you learn science at?,science,A. space lab,B. a state college,C. school,D. nanotechnology,E. university
3562,3562,0,What is a convenient way for a farmer to preserve their crops?,farmer,A. can produce,B. harvestation,C. water plants,D. produce food,E. rise early
507,507,0,After new coke was discontinued what formula was used?,new,A. original,B. old,C. coke clear,D. former,E. familiar
2440,2440,4,What might be the result if one is convicted of obstructing justice?,obstructing justice,A. injustice,B. fear,C. bad,D. criminal charges,E. going to jail
4913,4913,3,"John went to see the massive ball of yarn that was supposedly the largest in the world, but he didn't enjoy it.  In hindsight, he found it to be what?",massive,A. bad,B. insubstantial,C. inconsequential,D. lame,E. dwarf
3179,3179,4,Where would you find a heel on apparel?,heel,A. loaf of bread,B. foot,C. shoe,D. sock,E. boot
4552,4552,2,The humorous is a bone located where?,bone,A. tomb,B. animal,C. arm,D. museum,E. comedy club
3012,3012,2,Why would someone fail after giving an answer?,answer,A. problem,B. question,C. wrong,D. ask,E. swear
4695,4695,3,What could someone try to prevent by eating breakfast with specific food?,eating breakfast,A. dirty dishes,B. being satisfied,C. indigestion,D. bad breath,E. eat more
101,101,4,At the end of your meal what will a waiter do?,waiter,A. serve food,B. eat,C. set table,D. serve meal,E. present bill
2834,2834,0,What could someone who give assistance help someone else to be?,give assistance,A. prepared,B. assistant,C. helpful,D. listen,E. help one
4943,4943,3,Where would you put scissors if you will need to use them in another building soon?,scissors,A. haversack,B. desk,C. cabinet,D. backpack,E. house
1327,1327,1,What might have a drop of flood on their fingertip?,drop of blood,A. needle,B. person,C. clock,D. test tube,E. battlefield
3530,3530,4,"Dan is driving a car, though he's stopped at a light right now. What else can we assume that he's doing?",driving car,A. listening to the radio,B. car crash,C. moving,D. get sleepy,E. going someplace
99,99,2,What might you feel after doing housework for hours?,doing housework,A. anger,B. not boredom,C. stress,D. boredom,E. anxiety
3479,3479,1,Where would you go if you only wanted to buy clothes?,clothes,A. house,B. clothing store,C. toy store,D. mall,E. bedroom
1828,1828,3,James's hammer bent while he was driving nails. He needed a new one.  Where might he go to find one?,hammer,A. repair shop,B. carpenter's toolbox,C. tool box,D. hardware store,E. tool shop
860,860,1,What corner areas have lots of windows?,window,A. wall,B. office,C. space shuttle,D. front door,E. tent
4269,4269,3,"A person met me in the lobby of the office.  We didn't have much in common, but we did something before going up to the meeting.  What did we do?",person,A. cross street,B. say love,C. shake hands,D. converse,E. sit up
1821,1821,3,"They had room for many bedrooms, an office, a study, even a playroom; They certain had a what?",playroom,A. building,B. nursery school,C. preschool,D. big house,E. small house
118,118,4,"If I had a jar which was likely to spoil if left out, where would I want to put it?",jar,A. kitchen cupboard,B. pantry,C. grocery store,D. pantry,E. refrigerator
2767,2767,0,Where do families tend to store a lot of boxes?,box,A. basement,B. mail,C. shoe store,D. warehouse,E. cellar
2981,2981,4,The glass bottle ha a symbol on the bottom.  This symbol told customers what about the bottle?,glass,A. combustible,B. dirty,C. clear,D. very fragile,E. recyclable
1187,1187,1,"Sally didn't know what she planned to do.  She was going to remodel her front garden, but she couldn't because of zoning rules.  Such was the perils of living where?",front garden,A. outside of house,B. urban area,C. town hall,D. front yard,E. michigan
4706,4706,0,"He hadn't paid the tax or many other bills for that matter, he had horrible what?",tax,A. credit,B. income,C. manual,D. free money,E. refund
2005,2005,2,What will happen if you are performing successfully?,performing,A. anxiety,B. achieve,C. happiness,D. fear,E. energetic
2897,2897,2,Billy wanted to have rest because he needed to do what?,have rest,A. go to bed,B. eat fish,C. relax,D. get tired,E. lie down
2598,2598,4,Where could you put some olives to keep them fresh?,olives,A. jar,B. pressed for thier oil,C. ice box,D. pizza,E. refrigerator
1222,1222,3,A retired person may have to return to work if they what?,return to work,A. have debt,B. earn money,C. leave work,D. need money,E. key
885,885,4,Though he was an adult he still stereotypical slept on a sofa bed in his parent's what,sofa bed,A. garage,B. horseradish,C. living room,D. guest room,E. basement
4194,4194,4,Other than school or from text where can one gain knowledge?,knowledge,A. book,B. class,C. thinking,D. head,E. meeting
2434,2434,1,In movies car chases usually wreck a what stand?,wreck,A. construct,B. produce,C. creation,D. make,E. build
3493,3493,4,cats have how many apendages?,cats,A. tail,B. whiskers,C. two eyes,D. four paws,E. four legs
1786,1786,2,James loved going down.  He thought that the worst part of climbing was what?,climbing,A. loss of oxygen,B. blisters,C. ascending,D. vertigo,E. getting a snack
4101,4101,1,Where would a marmot feel most confined?,marmot,A. wood pile,B. petting zoo,C. wilderness,D. northern hemisphere,E. mountainous area
250,250,2,What would children do if they are bored?,children,A. walk,B. change shoes,C. play tag,D. smell smoke,E. reach over
3708,3708,3,Why would someone be committing murder?,committing murder,A. go to jail,B. guilty conscience,C. find god,D. problems,E. knife
4094,4094,2,"Sam doesn't like moving his garbage can, so he just leaves it where it can be picked up.  Other people are annoyed by this because  it blocks part of what?",garbage can,A. alley,B. garage,C. street,D. prayer hall,E. kitchen
3684,3684,0,James wants the government to fight inflation. Why might James want inflation to be lower?,fight inflation,A. pay less,B. lowers standard of living,C. save money,D. more money,E. lower cost
2472,2472,4,"The churchyard was the furthest east in all the contiguous states, it was located in which?",churchyard,A. country side,B. near the ocean,C. city,D. michigan,E. maine
2454,2454,3,"The bird was tired, where did it land?",bird,A. cage,B. sky,C. on the head of a man,D. roof,E. countryside
4923,4923,1,What common area do most people keep a sofabed in?,sofabed,A. one room apartment,B. livingroom,C. spare room,D. sitting room,E. in a bathroom
1910,1910,4,Where is an expressway unlikely to be found?,expressway,A. ocean,B. map,C. canada,D. large city,E. country
2185,2185,4,Where is a bridge likely to be found?,bridge,A. river bed,B. river valley,C. texas,D. california,E. over water
3514,3514,3,Where do bees spend time traveling?,bee,A. in flower fields,B. orchard,C. field of flowers,D. sky,E. united states
3002,3002,4,"Rather than appreciating the rolling hills, what seemed plain to the angst filled teenager?",plain,A. mid west,B. georgia,C. landscape,D. the south,E. countryside
1582,1582,0,Where can you find the U.S. federal government?,government,A. washington d.c,B. canada,C. country,D. capitol building,E. democracy
125,125,2,East coast areas such as Florida are found where?,coast,A. florida,B. denmark,C. united states,D. map,E. california
1418,1418,2,Where would you be unlikely to find a freezer?,freezer,A. own home,B. office building,C. garage,D. appliance store,E. flat
1684,1684,3,"She was going to barbecue some kangaroo meat while camping in the outback, where was she?",barbecue,A. retail store,B. detroit,C. wyoming,D. australia,E. michigan park
4927,4927,0,"If spend time finding information on operating something, what do you hope to acheive?",finding information,A. being able to use,B. know how to act,C. full capacity,D. solution to problem,E. gaining knowledge
1897,1897,4,"If I have a soapy sponge and a place to use it further away, how should I use it at that moment?",sponge,A. wet surface,B. collect water,C. hold it,D. clean dishes,E. hold water
3168,3168,2,What do you miss out on if you stay in and read book all day?,read book,A. learning,B. education,C. experience,D. knowledge,E. learn to read
248,248,3,"The judge did not take this part of the job lightly, the man was guilty but it was his passing sentence that condemned the man to what?",passing sentence,A. go to jail,B. incarceration,C. intercourse,D. death,E. judgement
683,683,0,Where would you carry a pen as you go through your day?,pen,A. pocket,B. office supply store,C. friend's house,D. desk drawer,E. city hall
3525,3525,0,"Brian  took the tool  from the shelf. He thought no one noticed.  As he was talking out, the cashier told him to do what to it?",take,A. drop,B. bring,C. move slowly,D. caretake,E. give
3445,3445,2,"The doctor could tell there was a problem with his lung right away, every time he would breathe he would also what?",breathe,A. inhaling,B. cough,C. wheeze,D. inhale,E. inhale and exhale
462,462,4,Where would I put a rosebush if I did not have any containers to store it in?,rosebush,A. flower garden,B. garden center,C. pot,D. pot,E. formal garden
3454,3454,1,What will happen after agreeing with verbally about a deal that you made with him or her?,agree with,A. express agreement,B. shake hands,C. nodding,D. concordance,E. gendering
3814,3814,4,Alexa needed a safe place to put her acoustic guitar when she wasn't playing it.  Where might she put it?,acoustic guitar,A. drawer,B. music shop,C. house,D. studio,E. closet
3859,3859,3,What is the object with a point used for mountain climbing?,point,A. hat,B. arrowhead,C. needle,D. alpenstock,E. waterpoint
2213,2213,2,"The child always talked about being hungry, but the mom was in a hurry, what did the child have to do?",being hungry,A. wash dishes,B. eat vegetables,C. eat quickly,D. have food,E. eat hamburger
2804,2804,3,Where would you get an apple that you already bought?,apple,A. greengrocer,B. in your grocery bag,C. fridge,D. refrigerator,E. grocery store
4441,4441,4,You eat popcorn when you go to see what?,popcorn,A. basketball game,B. carnival,C. show,D. movie theater,E. movies
4761,4761,4,What do all people have except sociopaths?,all people,A. cheeks,B. parents,C. common sense,D. muscles,E. feelings
658,658,0,Where above your kitchen sink could you store canned food?,canned food,A. cupboard,B. oven,C. grocery store,D. pantry,E. cellar
2832,2832,4,"The hobbit was timid in front of the dragon, but what did he have to be to get the gold?",timid,A. mean,B. aggressive,C. bellicose,D. reckless,E. dauntless
1780,1780,0,Brian was a soldier.  he just got word that he was called back to active service.  He'd have to do what soon?,soldier,A. report for duty,B. wait for orders,C. fight for freedom,D. obay,E. receive orders
1857,1857,4,Where can you find a story in print?,story,A. bookstore,B. school,C. newspaper,D. past,E. book or magazine
1228,1228,4,"She got home and needed to put away her shirts, where did she put them?",shirts,A. buttons,B. suitcase,C. washing machine,D. sporting goods store,E. closet
4973,4973,3,What is the opposite of to dignify someone?,dignify,A. humiliate,B. mortify,C. demean,D. demean,E. shame
3091,3091,2,"Their food was the same every where you went, the fast food restaurant was standard from Los Angeles to where?",fast food restaurant,A. big cities,B. america,C. new york,D. los angeles,E. center of town
3505,3505,2,How do you signal that you are agreeing with someone on a deal?,agreeing with,A. lie,B. nodding,C. shaking hand,D. nod and smile,E. whistle
1283,1283,3,What part of us is virginia in?,virginia,A. north,B. minnesota,C. united states,D. south,E. virginias
4181,4181,1,When he couldn't hear the sickness in her voice over the phone anymore he told the object of his love you what?,object,A. appear,B. sound well,C. become broken,D. belong to person,E. gain speed
3695,3695,0,John was disgusted when he opened this and saw mold.  What is this?,mold,A. refrigerator,B. breadbox,C. carpet,D. pizza box,E. cellar
3143,3143,2,In any city you usually see a high rise where?,high rise,A. residential area,B. san francisco,C. downtown,D. suburbs,E. detroit
482,482,0,"If I wanted to see a lizard in its natural habitat but I do not speak Spanish, where would I go?",lizard,A. utah,B. south america,C. new hampshire,D. japan,E. new mexico
2141,2141,4,"If your evening meal isn't served on a dish, at what kind of eatery are you eating?",meal,A. plate,B. dinner,C. food market,D. near perfection,E. fast food restaurant
1191,1191,0,Sarah was not a little girl anymore.  She learned the hard way when buying new clothes.  What size might she have worn?,little,A. large,B. big,C. see work,D. lot of,E. bog
3018,3018,2,If no one wants chicken what round nourishment is a safe bet?,chicken,A. freezer,B. plate,C. pizza,D. beef,E. fast food restaurant
4764,4764,2,Where do you use condoms?,condoms,A. supermarket,B. dick,C. bedroom,D. medicine chest,E. bed
398,398,1,"The old barn was beyond repair, they had to destroy it before they could what a new one?",destroy,A. make,B. raise,C. entice,D. build,E. fix
4242,4242,0,"They're living conditions put restrictions on their pet ownership, they only had a small dog because they lived where?",small dog,A. small apartment,B. backyard,C. big house,D. living room,E. mansion
4319,4319,0,A valid contract has to be?,contract,A. signed,B. revised,C. rejected,D. written in blood,E. written on paper
3001,3001,3,If you've already received your drinks what is a waiter likely going to do next?,waiter,A. set table,B. present bill,C. wears black,D. serve food,E. talk
856,856,2,Remembering past successe is likely to cause what?,remembering,A. problems,B. crying,C. inspiration,D. trauma,E. nightmares
2575,2575,0,Where is there a very large graveyard?,graveyard,A. arlington,B. city,C. every town,D. church grounds,E. on the ocean
306,306,0,How can you get in shape if there is no land nearby?,get in shape,A. swim,B. jog,C. excercise,D. work out,E. rock climb
369,369,0,Where do farmers keep toothpicks?,toothpick,A. mouth,B. grocery store,C. constructing models,D. shed,E. box
231,231,0,How is someone who loves their TV likely to feel about their remote?,remote,A. attached,B. nostalgic,C. companionable,D. likely,E. close
31,31,1,"He wanted a house that was gated off from other places, where should he start looking?",house,A. neighborhood,B. subdivision,C. city,D. suburbs,E. street
4614,4614,0,Where might you feel cramped in a cubicle?,cubicle,A. work,B. bank,C. constructing office space,D. home office,E. office building
1604,1604,4,How does water become ice?,ice,A. become water,B. cool drink,C. cool off,D. melt,E. form crystals
3841,3841,4,What is something that comes from your voice?,voice,A. volume,B. loud,C. being heard,D. beautiful,E. sound
985,985,2,Danny hated helping people.  It always brought what?,helping,A. satisfaction,B. good feelings,C. complications,D. feel good about yourself,E. stress
3968,3968,4,John went into the front garden of his palatial mansion.  Where might his mansion be located?,front garden,A. sunny yard,B. urban area,C. front yard,D. outside of house,E. michigan
1304,1304,2,Where are magazines usually old?,magazines,A. library,B. market,C. doctor,D. table,E. library
4402,4402,4,"James got a teabag and boiled some tea, he then poured it into a container, put it away, and went back to his computer.  Where did he put the tea?",tea,A. cup,B. internet cafe,C. cupboard,D. teapot,E. refrigerator
1699,1699,0,where do humans go to escape cities?,humans,A. country,B. movie theatre,C. country,D. park,E. university
3862,3862,2,John and George are camping together.  They're sitting around a pile of sticks and john is lighting a match.  Why is john lighting a match?,lighting match,A. illumination,B. set on fire,C. make fire,D. making flame,E. frustration
2540,2540,2,Where would you go to get maps that cannot be bought?,maps,A. cabinet,B. guide drivers,C. library,D. internet,E. bookstore
3160,3160,4,John put the book in his pack and then went off to work.  Where might he be working?,book,A. public library,B. backpack,C. briefcase,D. suitcase,E. synagogue
140,140,2,Letters are sometimes delivered by hand through one of these.,letters,A. mail box,B. suitcase,C. front door,D. bowl,E. post office
2064,2064,4,"He had a lot on his plate opening business, this cause a lot of what?",opening business,A. headaches,B. making money,C. success,D. failure,E. stress
4503,4503,4,"Sarah tried to manage the evacuation, but it was difficult.  She needed special supplies because all around them was what?",excavation,A. egypt,B. work area,C. hospitals,D. city,E. desert
1603,1603,0,Who might end up with a wound from lying in bed?,wound,A. patient,B. hospital,C. emergency room,D. senior citizen,E. injured person
2337,2337,3,Where might a person go if they need urgent care for a wound?,wound,A. body,B. injury,C. patient,D. emergency room,E. hospital
2917,2917,3,Which side of Africa is the Indian Ocean on?,indian ocean,A. earth,B. west,C. asia,D. east,E. southern hemisphere
2641,2641,3,What type of home does a spider live in?,spider,A. basement,B. in trees,C. mail box,D. web,E. cellar
2627,2627,0,Sam eat a big dinner.  He eventually stopped having food because he experienced a pleasant sensation.  What did he experience?,having food,A. feeling of fullness,B. weight gain,C. nausea,D. not hungry,E. upset stomach
4016,4016,1,"Residents though the city should manage garbage waste, so what did the city create to handle it?",garbage waste,A. garbage can,B. garbage dump,C. sewer,D. street,E. gutter
2084,2084,0,Where do you bring empty food cans?,food can,A. recycling center,B. store,C. backpack,D. house,E. supermarket
3578,3578,1,"If I wanted to buy a chess pawn, where would be a good place to look?",chess pawn,A. small case,B. toy store,C. game store,D. chess game,E. cheese shop
3756,3756,2,What is something you do when you want to see someone?,something you,A. make noise,B. make payments,C. make time,D. make a mess,E. take time
2750,2750,3,Where would you put a dead body if you do not want anyone to find it and you do not have a car?,dead body,A. trunk,B. corner of two streets,C. police station,D. basement,E. funeral
3318,3318,1,What is good way to break boredom for kids?,boredom,A. play chess,B. play games,C. play basket,D. play cards,E. watch film
2916,2916,4,"The building was ready for flooring, and that's where the flooring who came in to the picture?",building,A. builders,B. architect,C. target,D. tornado,E. tradesmen
1104,1104,1,What is likely the result of falling from a height?,falling,A. pain,B. broken bones,C. going down,D. diving,E. injuries
2047,2047,1,How is someone likely to feel about a person hurting someone else?,hurting else,A. feel remorse,B. will resent,C. angry,D. feel sad,E. bad karma
3135,3135,4,James imported ugly cabinets because they were cheap.  They wouldn't be seen so it didn't matter what they looked like.  Where might they be installed?,cabinets,A. kitchen,B. planes,C. mexico,D. bathroom,E. pantry
2340,2340,0,"Greg couldn't pay the cash advance fee, and thus was dinged for what?",advance,A. late payment,B. going backward,C. retreat,D. late payment,E. basic
4676,4676,4,How can a farmer get more work done?,farmer,A. plant cows,B. water plants,C. can produce,D. raise crops,E. rise early
1784,1784,3,Where would you put some coffee if you are thirsty?,coffee,A. container,B. internet cafe,C. starbucks,D. cup,E. supermarket
2863,2863,0,"The trees formed a forest, what did they do?",trees,A. stand together,B. branch out,C. it will give rain,D. produce fruit,E. grow bigger
788,788,2,What is a person likely to feel when they are abandoned by everyone after they stop being married to someone else?,stopping being married to,A. grief,B. solo,C. isolation,D. pleasure,E. happiness
4197,4197,4,What should you put on the floor?,floor,A. closet,B. pet shop,C. house,D. table,E. desk
3569,3569,4,Where are hot dogs are a commonly sold item away from a grocery store?,hot dogs,A. park,B. disneyland,C. churro stand,D. bowling alley,E. sporting event
1317,1317,1,"If a person is shy, what do they feel when meeting people for the first time?",meeting people,A. anxiety,B. stress,C. being bored,D. smile,E. making new friends
2532,2532,0,What does it mean when I have to do something not optional,optional,A. mandatory,B. nonelective,C. obligatory,D. lazy,E. compulsory
4971,4971,2,"South America is in winter when North America is in summer, this is because it is located where?",south america,A. occident,B. america,C. southern hemisphere,D. far,E. western hemisphere
3914,3914,4,"She had locked her key in her car again, but luckily she always kept a spare in her what?",key,A. own home,B. front door,C. pocket,D. garden gnome,E. purse
396,396,2,"John was stuck in his house.  He couldn't get out the door.  He was very frightened when the smoke detectors went off, but luckily it was a false alarm.  Why might he be stuck?",house,A. fire,B. belong to,C. winter storm,D. face south,E. burn down
2614,2614,1,Where would green beans be found directly before eating?,green beans,A. bathroom,B. plate,C. container,D. farmer's market,E. mouth
883,883,2,Why does she sing so much?,sing,A. insane,B. annoy people around,C. enjoy,D. inhale,E. had good voice
