,Unnamed: 0,label,sent1,sent2,ending0,ending1,ending2,ending3,ending4
3646,3646,0,"The man was happy to be seeing his idea become a reality, and knew his father would be proud, what did he feel in himself?",seeing idea become reality,A. fulfilling,B. pain,C. excitement,D. inspiration,E. manual
743,743,3,"If something is obtuse, what couldn't it be?",obtuse,A. bright,B. pointed,C. correct,D. acute angled,E. clear
572,572,2,"Parents often yell in times of chaos, what are they trying to do?",parents,A. guide children,B. understand children,C. control children,D. care for children,E. vent anger
4351,4351,0,"When frozen it showed solidity, but as it thawed and melted it showed what?",solidity,A. fluidity,B. hollowness,C. openness,D. weakness,E. instability
631,631,2,"Some might say that if you want to do something that results in changing society then you need to start from within, to do this what would you be doing?",changing society,A. riots,B. vote,C. change yourself,D. social activism,E. change clothes
1806,1806,1,James was cooling off in the pool on a hot summer day.  Why might have he been doing that?,cooling off,A. sweating,B. relaxation,C. revenge,D. shivering,E. loss of heat
3270,3270,4,James was hit on the head and suffered a concussion.  He found himself losing consciousness at annoying times.  He also suffered from something else.  What was it?,losing consciousness,A. coma,B. falling down,C. pain,D. death,E. forgetfulness
1134,1134,3,What does playing guitar cause a person to do?,playing guitar,A. singing,B. listening to music,C. arthritis,D. making music,E. write a song
3958,3958,4,"When doing housework, what would be most useful to clean the patio?",doing housework,A. mop,B. mobility,C. vacuuming,D. toothbrush,E. broom
2529,2529,3,"As he was looking sharp, how did his wife speak to him when she saw him in his new clothes?",sharp,A. inaccurate,B. inelegant,C. loudly,D. complimentary,E. dull
2480,2480,1,"The lady was eating less sweets and snacks, this did what to her weight?",eating,A. defecating,B. reduced,C. will be fatty,D. becoming full,E. gaining weight
3166,3166,1,Where can you find a single musician that an audience is listening to?,musician,A. studio,B. stage,C. band,D. symphony,E. orchestra
4095,4095,3,If union workers go off strike it means management did what?,go off strike,A. company closed,B. more money,C. complaints had been addressed,D. demands were met,E. get back to work
3283,3283,4,"James wanted to build a new concert hall, but his land wasn't zoned for what?",concert hall,A. theater,B. orchestras,C. city,D. university building,E. commercial building
2334,2334,1,"James and Ruth were getting a divorce.  It was amicable, but it wasn't happy.  There was a lot of what emotion?",getting divorce,A. bitterness,B. sadness,C. depression,D. pain,E. anguish
3333,3333,0,What is not always found in a large volume?,volume,A. collection of books,B. set of books,C. library,D. set of encylopedia,E. costco
2045,2045,2,what color are rose flowers typically?,flowers,A. vase,B. pink,C. red,D. blue,E. fragrant
1226,1226,0,Where would the steakhouse include a view of a Great Lake?,steakhouse,A. michigan,B. florida,C. kansas city,D. maine,E. georgia
370,370,0,"The detective had to analyse all the clues, every little thing at the scene he had to what?",analyse,A. look at,B. write down,C. learn new,D. think about,E. discovery of new
3522,3522,0,What could happen to a car when you press one of its pedals?,car,A. gain speed,B. go forward,C. rush away,D. go fast,E. suffer damage
4901,4901,1,"The housemate was suffering boredom with what the others were doing, he just decided to do what early?",boredom,A. read book,B. sleep,C. travel,D. play games,E. go work
4750,4750,3,Where would someone keep a grandfather clock?,clock,A. desk,B. exhibition hall,C. own bedroom,D. house,E. office building
1822,1822,3,What could have a hot handle?,handle,A. carrying things,B. coffee cup,C. iron,D. frying pan,E. briefcase
4523,4523,4,"A sedentary lifestyle of always sitting down is nearly as unhealthy as a bad diet, but still people sit on the couch all day and what?",sitting down,A. talk,B. relaxing,C. pee,D. gardening,E. watch tv
4900,4900,4,John he dreaming that he's falling.  What could happen when he hits the ground in his dream?,dreaming,A. sleepwalking,B. die a terrible death,C. confusion,D. fear,E. might awaken
2635,2635,0,"The teacher got frustrated at the wrong answer, he told the thick headed student ""if you just listen..."" what?",listen,A. you'll learn,B. hear things,C. win the lottery,D. stop speaking,E. concentrate on sounds
862,862,0,"In war, your primary method is combat, but your goal is to do what?",war,A. conquer opponent,B. fight enemy,C. join army,D. kill,E. terrible
2569,2569,1,"The dilemma was simple, the chicken or the what?",chicken,A. beef,B. egg,C. being brave,D. bought at store,E. eaten
4436,4436,2,Billy was doing his homework at the last minute but he could barely think straight.   What might he have been suffering from?,doing housework,A. sneezing,B. cleanliness,C. exhaustion,D. seizure,E. allergies
3607,3607,4,What can happen to water at different temperatures?,water,A. melts,B. wet clothes,C. move mountains,D. thin blood,E. take several forms
3494,3494,1,"Where could you see a landmark surrounded by many miles of plants, other than in a park?",landmark,A. national park,B. countryside,C. desert,D. map,E. city
3417,3417,2,What in the building is very far from the ground floor?,ground,A. basement,B. air,C. ceiling,D. water,E. sky
4388,4388,1,What are you doing when you're climbing a mountain?,climbing,A. falling down,B. getting higher,C. vertigo,D. elevation,E. accomplishment
3040,3040,1,What happens when you play games?,play games,A. bored,B. have fun,C. win,D. challenge,E. bored
3405,3405,4,"You could call it jackson for short, but you'd be leaving out a hole when talking about a place where?",jackson,A. lousiana,B. tennessee,C. jack,D. mississippi,E. wyoming
832,832,3,In what place could you find air that has been breathed by many people recently?,air,A. charming,B. space shuttle,C. house,D. train station,E. surface of earth
4722,4722,1,What do you want to do to conquer opponent?,conquer opponent,A. make fun of,B. win,C. total domination,D. best,E. compete
2973,2973,3,"Fighting inflation means being aware of many things, such as what with loans?",fighting inflation,A. not noticeable,B. loss of money,C. economic instability,D. rising interest rates,E. problems
1942,1942,2,Bill's noticed that one of his tires was flat when he got home from Toronto.   Where would he take his car next?,tires,A. toronto,B. flammable,C. repair shop,D. car show,E. airport
3594,3594,3,Where would you use a turnstile that does not require inserting a ticket?,turnstile,A. theatre,B. subway station,C. train station,D. amusement park,E. store
3326,3326,1,"When going to the market, you will be happy when you?",going to market,A. buy things,B. arriving at desination,C. impulse buying,D. carrying bags,E. push a cart
4098,4098,0,Where will glue stay usable?,glue,A. closed container,B. art room,C. sticky,D. desk drawer,E. cabinet
1838,1838,2,What helps someone be a good teacher?,teacher,A. teaching to the test,B. vacation,C. interested students,D. students to learn,E. educate students
2504,2504,3,Where would you put a book after you buy it?,book,A. discount store,B. ground,C. university,D. house,E. antique store
542,542,0,Where do I put my coffee mug after it's dry?,coffee mug,A. shelf,B. desktop,C. cabinet,D. kitchen,E. cupboard
17,17,3,What type of person typically contracts illness?,illness,A. hospital,B. head,C. sick person,D. elderly person,E. doctor's office
4262,4262,4,What is a clever way to say someone isn't very good at what they do?,clever,A. clumsy,B. dull,C. stupid,D. dummy,E. ineffectual
1464,1464,3,Where would seats be used to watch a movie?,seats,A. cinema,B. movies,C. hockey game,D. theater,E. opera
2466,2466,4,Where would a sofabed be used only for guests?,sofabed,A. sitting room,B. living room,C. basement,D. dinning roam,E. spare room
225,225,1,Where is basketball court likely to be outdoors?,basketball court,A. high school gymnasium,B. city,C. park,D. use,E. los angeles
2707,2707,1,"While up in the mountains the locals taught him all the tricks of the fingerboard, he learned the basics of playing the what?",fingerboard,A. violin,B. banjo,C. mandolin,D. guitar,E. lute
4283,4283,1,Where can food stay cold?,food,A. cupboard,B. fridge,C. oven,D. glass,E. table
3239,3239,4,How might you feel when meeting a friend who company you greatly enjoy?,meeting friend,A. talk,B. relaxation,C. excitement,D. fun,E. joy
610,610,1,When a monkey is taken away from their home they are often brought to this place where people wear white coats.,monkey,A. rain forest,B. research laboratory,C. cage,D. treetops,E. south africa
4154,4154,0,What could happen to guns if they are wet?,guns,A. misfire,B. explode,C. jam,D. break,E. take life
3521,3521,1,What does your body do when walking?,walking,A. exercise,B. move,C. getting somewhere,D. moving forward,E. keep moving forward
161,161,0,What is a characteristic of thin glass?,glass,A. break easily,B. shattering,C. melt,D. bend,E. hold water
4899,4899,3,What has many head which breath air which is not fresh?,head,A. morgue,B. hat shop,C. human body,D. submarine,E. california
1601,1601,1,What do you need to be able to understand testimony after hearing testimony?,hearing testimony,A. ears,B. careful listening,C. change of heart,D. ability to hear,E. sleepiness
1294,1294,3,Where would you write down a passage?,passage,A. labyrinth,B. bible,C. hotel,D. diary,E. journal
200,200,0,What are you hoping to achieve when talking to someone?,talking,A. communicating with others,B. hurt feelings,C. dry mouth,D. intimacy,E. changing behavior
3385,3385,1,Someone expressing anger will shake their fists to do what?,anger,A. twerk,B. illustrate point,C. cool off,D. punch,E. write letter
3256,3256,4,What does a person do before going on vacation?,person,A. rest in bed,B. lie in bed,C. buy food,D. cross street,E. water plants
4672,4672,0,If I was using a hairpin on a female customer where do I need to put it?,hairpin,A. woman's hair,B. hair salon,C. bathroom cabinet drawer,D. forehead,E. barber shop
418,418,2,Where would you get a bag after someone fills it with clothes?,bag,A. shopping cart,B. cashier,C. shopping mall,D. supermarket,E. bookstore
2891,2891,0,John needed to escape.  He hadn't expected that because he was a  solid runt.  What is he scared off?,escape,A. be imprisoned,B. being trapped,C. captured,D. stay in,E. being caught
4841,4841,1,"The token was tossed aside carelessly, where did it end up?",token,A. pocket,B. ashtray,C. slot machine,D. floor,E. coin collection
2150,2150,4,Where can someone get well water?,well,A. oil field,B. field,C. countryside,D. kansas,E. ground
4744,4744,2,Where do you keep instruments when you travel?,instrument,A. music shop,B. laboratory,C. case,D. operating room,E. shed
706,706,3,What does one chop us a grape for?,grape,A. fresh fruit,B. wine press,C. fruit basket,D. fruit cocktail,E. picnic basket
670,670,2,The teachers needed to get their classrooms ready for the school year.  What is one thing they might do?,teachers,A. talk too much,B. teach children,C. open boxes,D. answering questions,E. giving homework
146,146,4,"He had done a great job with the scary decorations, they were completely what?",great,A. terrible,B. little,C. halloween,D. small,E. horrible
3981,3981,4,"There was a surplus of condos due to the overuse of space in the area, where were the condos located?",condo,A. central park,B. milwaukee,C. city,D. vacation spot,E. suburbia
1465,1465,2,John is an omnidiciplinarian. Where might he find success?,success,A. ocean,B. working hard,C. various situations,D. michigan,E. awards ceremony
1943,1943,2,What is the natural instinct of someone not known as a fighter when filled with fear?,fear,A. commit perjury,B. fight enemy,C. run,D. urinate,E. sing off-key
1703,1703,2,What usually happens to you when you're gambling?,gambling,A. penury,B. bankruptcy,C. lose money,D. addiction,E. risky
2458,2458,4,Where will you find wheat planted?,wheat,A. bread,B. countryside,C. the forest,D. mill,E. farmer's field
2000,2000,1,What does a child want to do after school?,child,A. wave goodbye,B. play video games,C. ask many questions,D. clean street,E. become adult
1600,1600,1,Where do movies often depict a subway station?,subway station,A. capital city,B. new york,C. toronto,D. london,E. big city
739,739,3,"His day at the office was nearing an end, he went to the start menu on his computer to do what?",computer,A. run programs,B. play games,C. control model,D. power down,E. reason exists
4323,4323,2,How are people not likely to find those always holding  a remote?,remote,A. attached,B. lovable,C. companionable,D. close,E. likely
549,549,2,What is someone unintentionally hurting someone else but unable to stop likely to feel?,hurting else,A. empowering,B. regret,C. despair,D. glee,E. sadness
663,663,0,What is the opposite of hosting a crowd?,crowd,A. few people,B. pay debts,C. individual,D. single person,E. small group
579,579,3,At a state fair judging pigs requires careful what?,judging,A. verdict,B. judging,C. responsibility,D. evaluating,E. prejudice
4372,4372,4,What is likely to have a thick membrane?,membrane,A. cell,B. animal,C. filtration,D. separating fluids,E. fresh egg
32,32,3,Where in Southern Europe would you find many canals?,canal,A. michigan,B. new york,C. amsterdam,D. venice,E. bridge
1678,1678,0,If you are going public store when sad how many you feel?,going public,A. sorrow,B. embarrassment,C. pain,D. sleepy,E. panic
469,469,1,When a newborn's eyes open for the first time it will be the first time the ever?,eyes,A. tear up,B. see light,C. fill with tears,D. be happy,E. glass over
4233,4233,3,What would a sick person do if he or she is not treated?,sick person,A. get better,B. train,C. battle cancer,D. throw up,E. take medicine
4662,4662,2,Where should you look for your yoyo if it was stolen by a bratty young person?,yoyo,A. toy store,B. toy shop,C. brother's room,D. toy factory,E. own home
1257,1257,3,Where do kids go that does not involve water or buying something?,kids,A. swimming pool,B. airport,C. amusement park,D. disneyland,E. toy store
2112,2112,3,Where would a marmot be unable to walk to another continent?,marmot,A. south america,B. north america,C. cage,D. new zealand,E. countryside
4498,4498,2,"If you do not have any corn, where would you get it?",corn,A. pennsylvania,B. silo,C. supermarket,D. husks,E. container
2705,2705,2,"Dave didn't mind that Josh was punishing him, because he was experiencing what emotion?",punishing,A. feel sorry for,B. hatred,C. feel guilty,D. retribution,E. worried
399,399,0,Where would one find a shopping bag for packing groceries?,shopping bag,A. supermarket,B. home,C. closet,D. mart,E. hardware store
1558,1558,1,When you want to see new items what do you have to do?,see new,A. go to movies,B. open eyes,C. have eyes open,D. ask,E. look for
1212,1212,3,Inside what would a listener most likely hear a new student trying a clarinet?,clarinet,A. clarinet case,B. jazz band,C. spongebob,D. music store,E. orchestra
1429,1429,4,John didn't like eating the hamburger.  It made him feel what?,eating hamburger,A. enjoy,B. satisfaction,C. sad,D. death,E. nausea
4297,4297,2,Where would you buy a brand new mandolin with a storage box?,mandolin,A. spain,B. grocery store,C. musical instrument store,D. music store,E. instrument case
435,435,1,Which effect of stress could cause death if not treated immediately?,stress,A. age grieving person,B. heart attacks,C. depression,D. hair loss,E. headache
4405,4405,3,Where would you put groceries after you have bought them and reached your house?,groceries,A. refrigerator,B. supermarket,C. pantry,D. shelf,E. trunk
4835,4835,0,By the end of one field the sharp scythe wasn't cutting because it had become what?,sharp,A. blunt,B. ocean,C. flat,D. unobservant,E. dim
2194,2194,1,Space is the most important character on a keyboard. What basic thing do you need space to write?,space,A. paragraph,B. sentence,C. box,D. front,E. words
179,179,1,Janet knew she was dying from her injuries because she could feel herself doing what?,dying,A. sleeping longer,B. getting cold,C. death and decay,D. change of color,E. stop breathing
1771,1771,3,Why do children usually like jumping rope?,jumping rope,A. increased heart rate,B. smiling,C. sweating,D. having fun,E. jumping
4229,4229,2,What might someone not wanting a hamburger want?,hamburger,A. sandwiches,B. resturant,C. pizza,D. fast food restaurant,E. mouth
49,49,1,"The man was eating lunch, but rushed when he looked at his watch, why did he rush?",eating lunch,A. gain weight,B. late for work,C. heartburn,D. bad breath,E. early for work
3790,3790,4,John carred for Lucy but had trouble expressing it.  Lucy was disturbed by John's inability to express affection and felt that he was what?,care,A. being mean,B. negligence,C. disinterest,D. misunderstood,E. unfeeling
1188,1188,4,"Billy thought that there wasn't any point to hunting foxes. Besides, it was too dry to find many.  Where might he have been?",fox,A. hen house,B. florida,C. new hampshire,D. north dakota,E. arkansas
276,276,0,What country has with the capital of Amsterdam has a Fortis bank?,fortis,A. netherlands,B. utrecht,C. brussels,D. belgium,E. denmark
4021,4021,3,Where might a ferret get tangled?,ferret,A. petting zoo,B. cage,C. own home,D. mother's hair,E. trouser leg
3881,3881,1,Where is a subway station called something else?,subway station,A. india,B. london,C. new york,D. big city,E. manhattan
4420,4420,2,"Suzie waited in a room covered with posters of celeberties and robots.  She liked this place, but she wished it was better decorated.  Where might she be?",room,A. white house,B. school,C. friend's house,D. museum,E. apartment
2426,2426,1,The key to living life and not just existing is what?,living life,A. acquiring knowledge,B. happiness,C. purpose,D. existing,E. joy
4449,4449,3,If you are getting in shape you cannot do this when trying to achieve your goals?,getting in shape,A. jogging,B. drink water,C. period of recovery,D. give up,E. dieting
3805,3805,3,Where are trees safest?,tree,A. university,B. rainforest,C. zoo,D. state park,E. san francisco
2101,2101,1,Where is the closest place you would cook bbq?,bbq,A. restaurant,B. backyard,C. work,D. summer,E. louisiana
2427,2427,0,What type of areas have parking lots for stores?,parking lot,A. urban area,B. business district,C. airport,D. amusement park,E. commercial
4598,4598,2,"I want to make new friends when I socialize at the party, what should I do?",socialize,A. find friends,B. sing,C. mix,D. with people,E. see people
2621,2621,4,"The rug saw a lot of foot traffic and had popcorn strewn about, where was it likely?",rug,A. backyard,B. bedroom,C. desk,D. table,E. living room
2287,2287,1,Mildew is a type of fungus you most often find where?,fungus,A. toenails,B. shower stall,C. mushroom,D. cave,E. basement
1143,1143,0,"When people look to store their plastic cutlery, what do they use?",plastic,A. cupboard,B. everything,C. own home,D. clothes closet,E. store
4273,4273,0,"The teen was required to go to school, which made him a what?",go to school,A. student,B. register,C. old enough,D. put on shoes,E. grouchy
2515,2515,2,"The attack took the player by surprise, he say the game was over and his opponent would win so he decided to just what?",attack,A. work harder,B. cease fire,C. surrender,D. defend,E. defence
932,932,0,"The competition was to see who would be the last one the drop the object, the hard part was you had to have your arm extended straight out while what the object?",drop,A. holding,B. lift up,C. pick up,D. lifting,E. hold onto
210,210,1,What will telling many people about an embarrassing situation lead to?,telling many people about,A. notoriety,B. emotional distress,C. riot,D. bad dreams,E. annoyance
3810,3810,3,What happens when you try to help someone but make it worse?,help,A. succeed,B. do nothing,C. anticipate,D. hinder,E. hurting
1972,1972,0,What do you want to do to fat when you release energy?,release energy,A. work off,B. burn,C. think,D. exercise,E. go running
518,518,4,"Everybody raised a drink and cheered, they were doing what?",drink,A. were thirsty,B. toasting,C. getting drunk,D. refreshment,E. celebrating
4217,4217,4,"The bachelor was too lazy to take the groceries out of the shopping bag, he just put the full bags right in his pantry what?",shopping bag,A. retail store,B. refrigerator,C. supermarket,D. car trunk,E. storage cabinet
4589,4589,2,When musicians give exceptional performances you've seen a great what?,musicians,A. band,B. opera,C. show,D. fine tune instruments,E. ball
388,388,4,Where do most people keep magazines?,magazines,A. bookstore,B. library,C. doctor,D. home,E. table
3225,3225,0,The police didn't arrest Bo. They thought he was just where?,police,A. wrong place,B. donut shop,C. direct traffic,D. town,E. home
4998,4998,3,What is the reason for having a gardener?,gardeners,A. manicure the lawn,B. garden backyards,C. water plants,D. grow plants,E. pick flowers
712,712,0,"His running escape didn't last long once he tripped, perhaps he should've thought to what?",running,A. tie shoelace,B. rest,C. tiredness,D. run longer,E. sit down
2080,2080,3,"The peaceful nation was scared of their neighbor amassing troops at the border, what behavior did they fear?",peaceful,A. violent,B. warring,C. eferendum because their country’s constitution mandates that the people go to a referendum after the icj has made a ruling in the case and not before,D. belligerent,E. nonpeaceful
3277,3277,1,During offiical judging what must be avoided?,judging,A. controversy,B. prejudice,C. verdict,D. statement,E. evaluating
481,481,1,What makes people happy when it is surprising and unexpected?,surprising,A. joke,B. humor,C. frightened,D. fight,E. laughter
4324,4324,2,How is someone in a new relationship likely to feel about kissing?,kissing,A. like,B. hormones,C. shyness,D. happiness,E. pleasure
3765,3765,1,What is something that would become uninhabited if it did not have a queen?,queen,A. castle,B. bee hive,C. beehive,D. england,E. a drag show.
2303,2303,4,"If a person spends a lot of time hitting the bottle, what might he have?",hitting bottle,A. passing out,B. fist,C. breaking,D. ticket,E. alcoholism
4591,4591,0,Where do tourists frequent most in mexico?,tourists,A. beach,B. zoo,C. waterfall,D. homes,E. disneyland
3115,3115,0,What can a manufacturer experience when people are constantly buying products?,buying products,A. economic boom,B. loss of money,C. agony,D. being able to use,E. spending money
4190,4190,2,"Sally  often went jogging in the morning, but she rode her bike less than one per year.  You could say she did so how often?",often,A. sometimes,B. usually,C. seldom,D. occasionally,E. infrequently
1588,1588,3,"The toddler is awaking from a nap, what doesn't he feel anymore?",awaking,A. nervous,B. eyes opening,C. getting out of bed,D. tiredness,E. discomfort
57,57,1,What is the only was to recover from exhaustion?,exhaustion,A. mediate,B. have rest,C. stay in bed,D. run out of steam,E. go to sleep
295,295,2,Where would you go if you didn't feel like baking a cake yourself?,cake,A. theater,B. refrigerator,C. bakery,D. grocery store,E. oven
916,916,4,"There are a lot of ways to relax, for this person it is simply opening one up and what?",person,A. more rice,B. own house,C. warm coat,D. light up,E. read book
786,786,0,What do people look for when competing against someone?,competing against,A. edge,B. desire to win,C. friendship,D. rivalry,E. skill
2231,2231,0,"Old folks who are living in facilities are often lonely, what do they need?",living,A. interaction,B. plants,C. respiration,D. expiration,E. perspiration
1051,1051,0,How bad is the punishment for someone who is over indulgent?,indulgent,A. severe,B. harsh,C. hard,D. strict,E. self denying
4922,4922,4,He ordered his men to go forth and drive the enemy which way?,forth,A. straightforth,B. back and,C. reverse,D. forward,E. backwards
1203,1203,3,Sarah thought that buying beer with a fake idea was a good idea.  She just wanted to enjoy herself. But it turned to be anything but. What did it turn out to be?,buying beer,A. a smart decision,B. spend money,C. get arrested,D. stupidity,E. have fun
105,105,2,Which region has the most famous temple?,temple,A. jerusalem,B. jewish community,C. middle east,D. city,E. mosque
2584,2584,4,"The person had no car, but needed to get somewhere, where should he go?",person,A. carpark,B. hospital,C. building,D. garage,E. bus stop
1008,1008,0,What do people who are celebrating in a bar do sometimes?,celebrating,A. drink too much,B. eat cake,C. getting drunk,D. eat cake,E. having sex
1694,1694,4,What is the opposite of having fun?,having fun,A. playing around,B. activity,C. video games,D. effort,E. relaxing
1877,1877,2,Sam wasn't in a rush to shop.  That allowed him to be more mindful and do what?,rush,A. slow down,B. leisure,C. take time,D. delay,E. go slowly
4225,4225,3,"When old conservative people observe a changing society, what do the experience?",changing society,A. depression,B. resentment,C. hurt,D. anger,E. acceptance
1153,1153,0,Where on the upper body do people want to remove hair?,hair,A. arm,B. mammals,C. person's head,D. mammoth trunk,E. sink
4549,4549,0,You will find many swamps in the in the southern U.S. along what geographic feature?,swamp,A. river delta,B. michigan,C. louisiana,D. wetlands,E. alligators
2117,2117,2,"If changing society happens, what could be an outcome?",changing society,A. sometimes bad,B. acceptance,C. confusion and chaos,D. better standard of living,E. falling down
1717,1717,2,"There are many sayings and metaphors about flirting, which one could be found in a machine shop?",flirting,A. feelings,B. sexual excitement,C. sparks fly,D. problems,E. unwanted pregnancy
3442,3442,0,"Wanting the road to be complete, what was the road like to have frustrated the mayor so?",complete,A. unfinished,B. bumpy,C. done,D. partial,E. ended
872,872,1,"She had been applying for job for weeks with no call back, she knew she was qualified, so what did she feel?",applying for job,A. employment,B. frustration,C. stress,D. working hard,E. love
515,515,1,"My favorite type of entertainment are rollercoasters and ferris wheels, where should I go?",entertainment,A. theatre,B. fairgrounds,C. friend's house,D. show,E. casino
2388,2388,1,In what environment would you expect to find a shark?,shark,A. sea world,B. deep ocean,C. maritime museum,D. pet store,E. great barrier reef
0,0,0,"The sanctions against the school were a punishing blow, and they seemed to what the efforts the school had made to change?",punishing,A. ignore,B. enforce,C. authoritarian,D. yell at,E. avoid
2933,2933,2,"She loved the music so much, how did she describe it?",music,A. silent,B. express emotion,C. beautifull,D. irritate,E. quiet mind
4600,4600,3,A kitchenette is common in what dwellings that are stacked on top of each other?,kitchenette,A. house,B. dormroom,C. one story apartment,D. apartment,E. hotel room
2160,2160,0,"Worms are crawling out of the earth in the middle of rain, why are they?",rain,A. wet soil,B. start to fall,C. dry soil,D. wet things,E. wet ground
1076,1076,4,Where would you expect to find a hospital?,hospital,A. every state,B. military base,C. doctor,D. detroit,E. most cities
1352,1352,0,"He didn't have the attention span for reading book, so he would just what and pretend he was reading?",reading book,A. sit,B. falling asleep,C. eat cake,D. learning,E. fall asleep
2282,2282,0,Where would you keep paper files you're currently working on?,files,A. desk,B. filing cabinet,C. harddisk,D. drawer,E. computers
4886,4886,3,Where is a boat always supposed to be?,boat,A. lake,B. harbor,C. sailing,D. water,E. ocean
4445,4445,3,"After hours of eating, what did he satisfyingly have?",eating,A. stomach aches,B. full belly,C. getting full,D. full stomach,E. satisfaction
3844,3844,4,WHat does learning about world poverty lead to?,learning about world,A. enlightenment,B. confusion,C. loss of innocence,D. solution,E. sadness
1638,1638,1,Where might someone have a statement printed?,statement,A. mail,B. newspaper,C. smartphone,D. press release,E. letter
859,859,1,What happens when people are waiting for something?,waiting for,A. read book,B. getting bored,C. worry,D. singing,E. s never comes
2406,2406,3,Most of the country can be described as something.  What can it be described as?,country,A. continent,B. region,C. america,D. great outdoors,E. forests
1367,1367,3,What might having a check up lead to for some people?,having checkup,A. pain,B. good behavior,C. uncertainty,D. anxiety,E. stress
2250,2250,0,Where does a hat go when you wear it?,hat,A. head,B. leg,C. suitcase,D. closet,E. shelf
4857,4857,0,"The scientist began to analyse the results of all the tests, he was hoping to do what ideas about the theory?",analyse,A. learn new,B. think about,C. ball stopped,D. come to conclusion,E. look at
4291,4291,1,"The woman was watching TV instead of going to the gym, what was she at risk of doing?",watching tv,A. entertainment,B. get fat,C. arguments,D. break couch,E. wasting time
1097,1097,0,"When one is using computers for a long period of time, what might happen to the human body?",using computer,A. headache,B. addiction,C. editing,D. falling asleep,E. carpal tunnel syndrome
4191,4191,0,If you're about to reach a stop sign in your car what must you do?,car,A. slow down,B. go fast,C. roll over,D. crash,E. fly
807,807,1,Where could you find some airplanes that are not being used?,airplanes,A. war,B. aircraft carrier,C. sky,D. graveyard,E. crash
647,647,2,A yard is made up of what?,yard,A. city,B. michigan,C. three feet,D. subdivision,E. three arm span
2006,2006,4,"John was driving to work and running late, what did he feel?",driving to work,A. anxiety,B. boredom,C. pressure,D. getting there,E. stress
2995,2995,3,What does hurting someone else cause?,hurting else,A. punishment,B. anger,C. arrested,D. suffering,E. hatred
3219,3219,4,Where is a warm water anemone likely to be?,anemone,A. florist,B. atlantic ocean,C. nursery,D. sea water,E. south pacific
2361,2361,2,She would only buy things on sale as to what?,buy,A. selling,B. get money,C. save money,D. steal,E. spend money
4464,4464,3,Why would people be getting in line?,getting in line,A. follow others,B. wait turn,C. late,D. have to wait for,E. longer lines
907,907,2,"The man tried to run, but he could not. He could that he could only move by doing what?",run,A. stand,B. go quickly,C. walking,D. stand still,E. walk slowly
4666,4666,4,What does a round glass do?,glass,A. break easily,B. many different colors,C. shattering,D. hold my doughnuts,E. hold water
4178,4178,0,"After chewing food and swallowing it during meals, what needs to happen for you to be able to successfully use the bathroom later?",chewing food,A. good digestion,B. aid digestion,C. eating,D. sore mouth,E. toothache
1148,1148,2,Where would excitement not be allowed?,excitement,A. hockey game,B. boxing match,C. library,D. car show,E. dance
1832,1832,1,"The people were confused by the words being spoken, why would this be?",words,A. hurt people,B. mean many things,C. hurtful,D. hurt feelings,E. unclear
234,234,3,"A wife asks a husband to stop being married to her, what is he likely to feel even with friends?",stopping being married to,A. happiness,B. pleasure,C. happy,D. grief,E. isolation
4128,4128,4,What gas vehicle uses a chain to move the back wheel?,chain,A. gear shift,B. bicycle,C. car,D. tow truck,E. motorbike
395,395,3,what is the goal of going jogging?,going jogging,A. heavy breathing,B. feel pride,C. getting tired,D. lose weight,E. run away
408,408,0,Why would you not want to be working with wood?,working,A. blisters,B. frustration,C. being paid,D. make money,E. money
2884,2884,4,"Visiting museum was eerie and weird to him, he hated the stillness of it and having to only what?",visiting museum,A. look at things,B. appriciation,C. take pictures,D. cry,E. whisper
3984,3984,3,"If I am playing a xylophone with a large, professional ensemble, what am I a member of?",xylophone,A. museum,B. abc book,C. planet,D. orchestra,E. high school band
4474,4474,2,"Other than a municipal park, where would you find a tennis court?",tennis court,A. college campus,B. michigan,C. country club,D. high school,E. town
998,998,0,"It was breakfast time.  Brad ordered eggs, toast, and something to drink. What might he drink?",drink,A. coffee,B. throw up,C. food,D. getting drunk,E. wine
876,876,4,Why would I want to be exercising?,exercising,A. fatigue,B. relaxation,C. tiredness,D. muscle weakness,E. losing weight
181,181,1,Where are there more telephone booths?,telephone booth,A. gas stations,B. city,C. london,D. train station,E. airport
168,168,0,Where could a printer be used by thousands of people?,printer,A. school,B. home office,C. people store,D. print shop,E. newspaper office
3813,3813,2,If you're going fishing what do you need to buy?,going fishing,A. tackle,B. fishing rod,C. bate,D. boat,E. fishing pole
1255,1255,3,Their union had settled and they would go off strike and what?,go off strike,A. demands were met,B. complaints had been addressed,C. be satisfied,D. get back to work,E. more money
2649,2649,4,James was dedicated to contemplating things.  What did he seek?,contemplating,A. revelations,B. hesitation,C. lessons,D. new insights,E. enlightenment
2543,2543,0,Why does the government impose taxes?,government,A. get money,B. school children,C. fraud,D. stop freedom,E. take money
4490,4490,2,Someone who doesn't believe in the divine could be called what?,divine,A. godless,B. humdrum,C. godless,D. horrible,E. undivine
576,576,2,What could there be in a beauty salon?,beauty salon,A. city,B. strip mall,C. clerk,D. neighborhood,E. rooster
3630,3630,2,Where can chicken be kept fresh longer?,chicken,A. french fries,B. plate,C. freezer,D. pizza,E. fast food restaurant
