,Unnamed: 0,label,sent1,sent2,ending0,ending1,ending2,ending3,ending4
571,571,0,What would you put in a container?,container,A. food,B. cargo ship,C. refrigerator,D. closet garage,E. port
1268,1268,2,What does breathing do for living things?,breathing,A. asthma attacks,B. satisfies hunger,C. sustaining life,D. warm air,E. giving life
1101,1101,2,What is a privilege to being an adult?,adult,A. dress herself,B. marry,C. drink beer,D. work,E. drive train
1201,1201,4,Where do people look at pictures with a story?,pictures,A. medium,B. art show,C. newspaper,D. suitcase,E. books
4966,4966,0,What stadium is there where men once fought with spears?,stadium,A. rome,B. college town,C. playing sports,D. large city,E. hold concert
2631,2631,1,What is in the milky way?,milky way,A. candy,B. stars,C. space,D. refrigerator,E. candy bar shelf
4626,4626,1,Sarah's forgot her purse. She couldn't be the clothes she wanted.    She would have to drive all the way back where?,purse,A. house,B. home,C. handbag,D. restaurant,E. department store
3737,3737,1,What to living things do to continue their species?,living,A. communing,B. reproducing,C. palpitations,D. perspiration,E. respiration
3142,3142,3,"The cover was a hindrance to the diners, so what did they do with it?",cover,A. underneath,B. opening,C. divert suspicion,D. leave open,E. landcover
3331,3331,3,"After taking my final exams I got my grades back and had  a 4.0 gpa, how did I feel?",taking final exams,A. graduation,B. headaches,C. fail again,D. success,E. failure
620,620,0,She'd sooner just spray herself with water than the what she didn't like the smell of?,water,A. perfume,B. air,C. fountain,D. swamp,E. puddle
165,165,0,John loved competing because he was very competitive.  He liked being about to divide people into what categories?,competing,A. winners and losers,B. perform better,C. might win,D. losses,E. enemies
711,711,1,Where could you find many theater?,theater,A. school,B. populated area,C. military base,D. opera,E. church
3064,3064,1,"The government cracked down on anybody protesting, what did the government dislike?",anybody,A. buy cats at petstore,B. question authority,C. crowds,D. forget,E. wash dishes
3943,3943,3,Where a small stream goes between farms?,stream,A. wilderness,B. lake,C. woods,D. countryside,E. forest
4619,4619,3,"If you're in an eatery and not in the country, where are you?",eatery,A. commercial building,B. mall,C. restaurant,D. town,E. country
1628,1628,0,What do people break into a brownstone to steal?,brownstone,A. ring,B. subdivision,C. live in,D. new york city,E. circlet
764,764,0,What would a person do if he or she just woke up?,person,A. drink tea,B. thank god,C. open eyes,D. feel angry,E. complete sentence
1639,1639,0,When shopping for an expensive product you should do what to make sure you get the best deal?,shopping,A. compare prices,B. standing in line,C. meeting friends,D. live without it,E. purchasing
2206,2206,4,What has a pocket for a hydration pack full of water?,water,A. ocean,B. first aid kit,C. tsunami,D. snowball,E. backpack
3633,3633,1,Where are books often kept in a home?,books,A. cabinet,B. shelf,C. obesity,D. table,E. backpack
1082,1082,2,If you want to set a romantic atmosphere you might light a candle where?,candle,A. dimly lit room,B. synagogue,C. bedroom,D. birthday cake,E. roses
3354,3354,2,"To prevent unwanted pregnancies, you'd keep the heifers and the bulls in separate what?",heifer,A. cattle show,B. houses,C. corral,D. dairy barn,E. countryside
1748,1748,1,"They were worried about the fruit staying fresh in the heat, so they put it in the what?",fruit,A. san francisco,B. refrigerator,C. gay bar,D. container,E. plate
2291,2291,1,"Though its intentions are for the people, freedom often finds itself cast aside under many historical examples of what?",freedom,A. slavery,B. communism,C. evil,D. captivity,E. good
1063,1063,4,Where would footprints be left on a man made item?,footprints,A. roof,B. carpet,C. ground,D. surface of earth,E. rug
2687,2687,4,What do two people know to be talking to each other effectively?,talking to,A. opening one's mouth,B. listening,C. translator,D. voice,E. language
3676,3676,4,"If you wanted to cross this, you might want a canoe.  What is this?",canoe,A. mountain stream,B. lake,C. boat house,D. campground,E. water
659,659,3,"The graveyard was important to build, where should it be built?",graveyard,A. arlington,B. church property,C. out back,D. every town,E. cemetery
3047,3047,3,"When a person drinks, becoming inebriated, how are they likely to move?",becoming inebriated,A. jumping,B. drunkenness,C. paralysis,D. staggering,E. fights
4400,4400,0,"I communicate in public streets, what is my goal?",communicate,A. speak out,B. death,C. send email,D. listen,E. think
3095,3095,3,What do eating hamburgers in excess lead to short term?,eating hamburger,A. gain weight,B. health problems,C. death,D. nausea,E. tomato
3431,3431,2,"Nowadays, where to people find most of their information?",information,A. internet,B. books,C. online,D. manual,E. meeting
2796,2796,3,"The spirit saw other like beings wandering aimlessly, where was it likely to be?",spirit,A. human being,B. bar,C. haunted saloon,D. graveyard,E. haunted house
4561,4561,1,What do people fear when they speak of crossing over?,people,A. making cake,B. fear death,C. fight each other,D. talk to each other,E. race cars
746,746,0,Sam didn't like the people he met while traveling.  What might he do to get away from them?,people,A. come home,B. airplane,C. learn from each other,D. go out,E. make art
375,375,4,Someone who is awake is likely to know what's going on because they are this?,awake,A. alert,B. deep sleep,C. drink coffee,D. open eyes,E. conscious
1630,1630,4,What may jogging make you feel like?,jogging,A. increased heart rate,B. improved health,C. frightened,D. shin splints,E. being tired
211,211,3,"The electric motor powered many important things, including one if almost every house. Name this item?",electric motor,A. electric locomotive,B. electric typewriter,C. multi-coloured walrus,D. electric refrigerator,E. electric drill
69,69,2,What kind of place could have a seafood restaurant?,seafood restaurant,A. new york,B. coastal cities,C. city,D. coastal cities,E. boston
525,525,2,What happens to cats every day?,cats,A. open doors,B. drink water,C. need food,D. annoy,E. play
3430,3430,0,Sarah did all of it.  She was the best saleswoman in the city.  But she was never acknowledge for her what?,ali,A. work hard,B. sell products,C. field question,D. slow down,E. productivity
3817,3817,3,John and James wanted to eat hot dogs but weren't sure where they could by some.  They asked a costumed person for directions.  This was their first trip where?,hot dogs,A. costume shop,B. park,C. bowling alley,D. disneyland,E. sporting event
4565,4565,1,Where would you get some knives if you do not have any?,knives,A. restaurant,B. sporting goods store,C. drawer,D. backpack,E. kitchen
3686,3686,4,What will a friend do for you?,friend,A. coming home,B. rely on,C. count on,D. write letter,E. keep secret
2308,2308,4,What would cause someone to gain weight and be goingto bed early?,going to bed,A. drowsiness,B. sleeping in,C. insomnia,D. exercise,E. pregnancy
394,394,4,What might someone do who is having fun?,having fun,A. being happy,B. glee,C. smoke,D. stress relief,E. may laugh
2931,2931,2,Who keeps their car in a parking area?,parking area,A. apartment complex,B. school yard,C. people,D. amusement park,E. apartment building
4957,4957,2,A saltshaker is often used with what container for lipids?,saltshaker,A. kitchen cupboard,B. cabinet,C. cruet,D. teaspoon,E. table setting
3328,3328,3,"The token was being wished upon desperately, where was it bound for?",token,A. coin collection,B. loans,C. ashtray,D. slot machine,E. pocket
1927,1927,3,Where do you store a salad bowl when not in use?,salad bowl,A. french restaurant,B. lettuce,C. dishwasher,D. cupboard,E. buffet
2545,2545,2,If you eating lunch and have high fiber foods what unpleasant sounds might you make?,eating lunch,A. sleepiness,B. late for work,C. farts,D. drowsiness,E. electrical circuit
4712,4712,4,What do ships other than cargo ships do when they are in the ocean?,ships,A. bottom out,B. cross ocean,C. collide,D. cross river,E. carry people
247,247,0,"Mom is tidying a house, where would she put the loose dictionary?",dictionary,A. shelf,B. library,C. classroom,D. table,E. desk
2508,2508,3,Where do all marmot live before they are captured?,marmot,A. switzerland,B. spain,C. vancouver island,D. wilderness,E. australia
2859,2859,2,What do animals and humans have in common?,animals,A. bones,B. tails,C. bodies,D. horns,E. fur coat
4520,4520,3,"James's duffel bag was too heavy to carry with him, so he left it where?",duffel bag,A. bag lady's shopping cart,B. army barracks,C. bus station,D. locker room,E. transit
4470,4470,3,What happens to a sick person when he or she is not sick any more?,sick person,A. throw up,B. scuba dive in the bath,C. battle cancer,D. get better,E. take medicine
2196,2196,3,"She complained about the radio, what was it doing?",radio,A. radiotracking,B. turn on,C. train,D. blaring,E. play music
2951,2951,3,WHat could prevent someone from the ability to buy a house?,buy house,A. bargain,B. pay for,C. settle down,D. lose money,E. too far away
4830,4830,4,Where are there many large rock?,rock,A. surface of earth,B. ground,C. quary,D. countryside,E. mountain range
975,975,3,Where is a bay always found?,bay,A. lake,B. manhattan,C. shoreline,D. coastal area,E. los angeles
4171,4171,3,A sloth is often found napping in the branches of what damp region?,sloth,A. nature preserve,B. wilderness,C. forest canopy,D. tropical rainforest,E. florida
3443,3443,0,What could have a knob and emits light and sound?,knob,A. television,B. doorway,C. uncle fred,D. hardware store,E. control panel
3364,3364,1,What is killing likely to lead to for legal purposes?,killing,A. guilty conscience,B. criminal trial,C. pleasure,D. retribution,E. a fun day out
1812,1812,3,What may be a characteristic of a healthy person?,person,A. depression,B. own house,C. new experiences,D. good looking,E. playfulness
999,999,0,You might head to the locker room after getting a green drink here.,locker room,A. health club,B. jocks,C. fitness centre,D. stadium,E. gymnasium
988,988,0,"As a human in a large northeastern city, where can you see animals?",human,A. zoo,B. workplace,C. sky,D. new york city,E. many places
3809,3809,1,Why do people like eating hamburgers?,eating hamburger,A. clogged arteries,B. tasty,C. have fun,D. indigestion,E. gain weight
266,266,0,Where would you find a sign with some people lined up next to it?,sign,A. bus stop,B. street corner,C. roadblock,D. fast food drive thru,E. city
3199,3199,4,What can you do to a door but not to a jar?,door,A. found at shower,B. opened,C. found up store,D. closed,E. locked
4926,4926,4,James hated getting in line.  The time spent brought him only what feeling?,getting in line,A. linearity,B. have to wait for,C. long wait,D. anger,E. irritation
600,600,3,"The family was playing cards, what would be a reason for this?",playing cards,A. amusement,B. losing money,C. charmed,D. having fun,E. win money
1419,1419,0,"The lady had limited time and had to buy many things, where should she go?",lady,A. supermarket,B. grocery store,C. walmart,D. church,E. bathroom
2260,2260,3,Where would you find many shower curtain being used?,shower curtain,A. bathtub,B. dime store,C. department store,D. hotel,E. police station
10,10,1,Where do you put your grapes just before checking out?,grape,A. mouth,B. grocery cart,C. super market,D. fruit basket,E. fruit market
2281,2281,2,"The house had expensive insurance, this was because the what had an established history of flooding?",house,A. residential area,B. kitchen,C. basement,D. yard,E. living room
180,180,2,"An expressway can suffer from traffic, this traffic gets worse the closer you get to any what?",expressway,A. michigan,B. map,C. american city,D. rest stops,E. country
3774,3774,1,"The local business needed an advertisement, they bought one on the side of what public transport?",advertisement,A. la ville,B. bus,C. store,D. magazine,E. taxi cab
4995,4995,1,"The installers had to move all the rows of benches, they were putting in new carpet where?",carpet,A. office,B. church,C. bowling alley,D. building,E. playround
350,350,2,"It was a vast complex, the launch pad was just one part of what?",launch pad,A. movie,B. cape kennedy,C. space center,D. military installation,E. spaceship centre
604,604,2,"The woman experienced great joy, but despite that this was a what?",joy,A. misery,B. sadness,C. bad time,D. sorrow,E. play time
3924,3924,1,"If I did not tie an event when competing, which two results where also possible?",competing,A. fear,B. winning or losing,C. anger,D. enemies,E. wins
1409,1409,0,What can we assume about people who get up early?,get up early,A. go sleep early,B. ask spouse to wake,C. fix up alarm,D. go to bed early,E. get rooster
2989,2989,2,Bill loved riding his bike and did it all the time.  He had trouble going up hills and sometimes pushed himself to the point of what?,riding bike,A. falling down,B. give up,C. exhaustion,D. travelling,E. going somewhere
4578,4578,3,Why do people primarily partake in surfing?,surfing,A. getting in shape,B. to get wet,C. getting wet,D. enjoyment,E. shark attacks
2682,2682,0,How might someone relieve stress with friends?,stress,A. hang out at bar,B. running,C. drink alcohol,D. clean house,E. dream
3808,3808,3,If you have plenty to eat when you have lunch you'll do what?,have lunch,A. eath,B. pouring coffee,C. feel empty,D. get full,E. getting in line
459,459,3,"If they were celebrating the occasion, how could the occasion be described?",celebrating,A. drinking,B. intimacy,C. dancing,D. happiness,E. enjoyment
2560,2560,4,Where do you see a shark in Australia?,shark,A. deep ocean,B. maritime museum,C. pacific ocean,D. at the aquarium.,E. great barrier reef
888,888,2,"If there is a stale smell in the air coming from the kitchen, what should one check for the source of the smell?",air,A. bathroom,B. house,C. cupboard,D. space shuttle,E. surface of earth
30,30,2,"I have something in my head I want to share, what ways can I do that?",express information,A. write an essay,B. organize thoughts,C. speak information,D. summarize main points,E. have information
537,537,1,"If an actor is said to be on the “silver screen"" where would you see them perform?",actors,A. play,B. movies,C. theater,D. screen,E. television
4615,4615,2,What type of breathing can be dangerous?,breathing,A. stay alive,B. continue to live,C. hyperventilation,D. relaxation,E. panting
2245,2245,0,Why would water come out of someones eyes ?,eyes,A. tear up,B. glass over,C. see light,D. shine when exited,E. see work
3280,3280,1,A student should not do what while their instructor is lecturing?,student,A. play piano,B. talk,C. talk on their phone,D. study engineering,E. read book
1781,1781,2,Where would you put things in a paper bag?,paper,A. synagogue,B. classroom,C. grocery store,D. lunchbox,E. front porch
561,561,0,What happens when you take a shower after going for a run?,going for run,A. feeling refreshed,B. becoming tired,C. restlessness,D. leg cramps,E. sweating
836,836,2,"The man needed flooring, where was he looking to install it?",flooring,A. loft,B. home depot,C. house,D. tiles,E. carpet store
1557,1557,1,What does eating hamburgers to fast lead to?,eating hamburger,A. gaining weight,B. stomach ache,C. gain weight,D. get full,E. constipation
538,538,4,"He had an index card he had to return, so where did he put it after finding the book he needed?",index card,A. inside the book,B. oral report,C. library,D. fileing cabnet,E. card catalogue
4124,4124,1,"I need to store my honey, where should it go?",honey,A. stick to fingers,B. jar,C. farmer's market,D. beehive,E. house
1276,1276,0,What do you use when chatting with friends that aren't in the same place together?,chatting with friends,A. phone,B. computer,C. having friends,D. smoke,E. printer
2677,2677,4,"If one is a mechanic, what are they likely to work with?",mechanic,A. washing a car,B. oil engine,C. servicing airplane,D. machine parts,E. machine tool
202,202,3,What can go on a football field?,football field,A. oklahoma,B. university,C. college campus,D. players,E. yard
2880,2880,0,"The chain kept coming off of Bill's bike.  Because of this, you couldn't use what?",chain,A. gear shift,B. wheels,C. garage,D. hardware store,E. motorbike
3065,3065,3,Bill told the audience that good things would happen to them if they gave him all of their money. Where is Bill most likely speaking?,audience,A. stadium,B. hockey game,C. baseball game,D. church,E. movie theater
1708,1708,3,What do you use to make confetti?,confetti,A. big cities,B. friend's wedding,C. air,D. shredder,E. grocery store
3823,3823,4,Where would someone find freshest possible eggs?,egg,A. supermarket,B. grocery store,C. in a salad,D. bird's nest,E. chicken coop
927,927,3,Where would you dispose of a broken icebox?,icebox,A. antique store,B. in the graveyard,C. kitchen,D. junk yard,E. ice
3415,3415,3,If you spend time doing what you will need a rest?,rest,A. pay debts,B. wakefulness,C. resthold,D. active,E. in motion
3632,3632,2,"After getting high his memory seemed shot, he felt practically what?",memory,A. dead,B. forgotten,C. brainless,D. forgetting,E. forgetfulness
628,628,4,What can happen in your mind while sleeping?,sleeping,A. snoring,B. talking,C. get cold,D. nothing,E. might dream
2988,2988,2,Where do you originally get kleenex from?,kleenex,A. wipe nose,B. blow nose,C. box,D. purse,E. pocket
692,692,1,Where can you get a stray small dog?,small dog,A. living room,B. animal shelter,C. georgia,D. pet shop,E. dog show
3760,3760,3,Where can you find many clothing sellers in the same place?,clothing,A. backpack,B. yard sale,C. closet,D. mall,E. department store
1182,1182,4,What is everyones goal for having sex long?,sex,A. sell beer,B. wonderful thing,C. herpes,D. cost money,E. last hour
4366,4366,2,"The churchyard looked peaceful after the fresh snow, the frozen great lake added to the serene scene where?",churchyard,A. england,B. maine,C. michigan,D. country side,E. city
4855,4855,4,"She had grown to despise her husband, she though committing murder was the only way to end her what?",committing murder,A. prosecution,B. fear,C. distress,D. marriage,E. misery
4236,4236,3,What does someone experience after eating lunch?,eating lunch,A. numb,B. farts,C. late for work,D. feel full,E. feel sleepy
4028,4028,3,Where might be a well manicured lawn?,lawn,A. ocean,B. michigan,C. north america,D. golf course,E. united states
2557,2557,2,What is the purpose of a newspaper?,newspaper,A. motivate,B. announce,C. inform,D. communicate,E. elongate
4286,4286,0,Simon put crayon pictures on the wall of what?,wall,A. classroom,B. labyrinth,C. zoo,D. art show,E. prison
4570,4570,2,"She wore tight jeans, she wanted everybody to see her thigh what?",jeans,A. thrift store,B. closet,C. gap,D. bulge,E. clothing store
3357,3357,1,How does a police officer report his work?,police officer,A. charge person with crime,B. case,C. computer,D. direct traffic,E. retire
560,560,1,"Nowadays people have smart ones, but at one time it was cutting edge to have a tiny calculator on your what?",calculator,A. mobile phone,B. wristwatch,C. briefcase,D. office,E. desktop
189,189,2,Someone lacking immortality will one day be?,immortality,A. kick the bucket,B. mortal,C. dead,D. can die,E. dying
1361,1361,1,Where are people who do the same kind of work likely to gather?,people,A. train station,B. convention,C. workplace,D. wedding,E. theater
4518,4518,2,"A frigid family wanted to buy a heater, so where did they have it installed?",heater,A. automobile,B. city hall,C. house,D. public building,E. office
3007,3007,4,How can a company efficiently sell things to their customer?,company,A. sell,B. branch out,C. own factory,D. ship goods,E. mail order
2688,2688,3,While you're at the store buy beer what happens to your wealth?,buying beer,A. relaxation,B. get arrested,C. wealth increases,D. losing money,E. pleasure
2278,2278,3,"The family wanted to live with carpeting, so where did they end up putting it?",carpeting,A. istanbul,B. fireplace,C. gym,D. houses,E. bedroom
3781,3781,4,Where does one put a calendar in their home?,calendar,A. fridge,B. wrist watch,C. office supply store,D. outside,E. desktop
3963,3963,1,Something that people do when they are sneezing a lot and have a runny nose?,sneeze,A. inhale,B. blow nose,C. close eyes,D. cover face,E. spray
3552,3552,0,As they left his house he insured them that it was okay they could come to the party too because it was taking place where?,party,A. friend's house,B. home,C. patio,D. fraternity house,E. boat
2974,2974,1,"The scientist sought endangered toucans in the forest, where was he looking?",forest,A. temperate zone,B. south america,C. countryside,D. africa,E. earth
1629,1629,3,"She enjoyed the song, it was a famous one about a girl with eyes that where what?",eyes,A. sad,B. green,C. tear up,D. brown,E. blue
2787,2787,1,What will happen to someone after you are answering questions that he or she asks?,answering questions,A. discussion,B. children will learn,C. better grade,D. boredom,E. embarassment
4044,4044,1,What does someone do to win while competing?,competing,A. sweat,B. perform better,C. tension,D. winning or losing,E. win
50,50,0,"The evacuation became mandatory, so what came on the TV?",mandatory,A. advisory,B. mandate,C. soap opera,D. elective,E. optional
771,771,1,"The clothing was extremely expensive compared to other places, where was it likely purchased?",clothing,A. cinema hall,B. mall,C. department store,D. closet,E. shop
3794,3794,4,What are two people likely to do that three will not do?,people,A. believe in god,B. kiss,C. go hiking,D. group objects,E. make babies
1584,1584,3,"If I'm not free, what am I?",free,A. paid for,B. enslaved,C. expensive,D. imprisoned,E. locked up
34,34,2,What could happen to a paper if you leave it outside even if it does not move?,paper,A. one material often recycled,B. ripped,C. saturated with water,D. one dimensional,E. crumpled
2421,2421,4,Where would you find a cottage that gets flooded often?,cottage,A. desert,B. painting,C. fairy story,D. mountains,E. rural area
2630,2630,1,James was caught committing perjury in a mock trial for his law class. Everyone laughed at his inept lies.  He couldn't stand the what?,committing perjury,A. indictment,B. embarrassment,C. penalty,D. go to jail,E. jail time
1989,1989,4,What moving object will a person be happy to have?,person,A. catch cold,B. experience joy,C. submarine,D. believe in god,E. own car
912,912,0,What do horses do to get energy?,horses,A. eat grass,B. play,C. kept in stables,D. dominated,E. drink coffee
4091,4091,3,Other than women's leggings what is commonly made of nylon?,nylon,A. drawer,B. many products,C. stockings,D. rope,E. shoes
591,591,3,"When you are expressing yourself by yelling after getting a bruise, what are you feeling?",expressing yourself,A. self pity,B. communication,C. understood,D. pain,E. embarrassment
2660,2660,1,"The man began asking me questions about my sloppy habits in front of others, what did I feel?",answering questions,A. misunderstood,B. embarassment,C. people will understand,D. children will learn,E. satisfaction
4988,4988,2,"Alcohol wasn't allowed at the meeting, so where did the alcoholic put his flask?",flask,A. science lab,B. laboratory,C. coat pocket,D. the meeting room,E. chemistry lab
1782,1782,1,Competing viewpoints can lead to a what between two people?,competing,A. enemies,B. argument,C. tension,D. battle,E. stress
964,964,2,Along what feature will you find a rosebush?,rosebush,A. park,B. in the ground,C. hedgerow,D. temperate climate,E. botanical gardens
879,879,3,What will happen to your knowledge with more learning?,learning,A. headaches,B. bigger brain,C. education,D. growth,E. knowing more
4685,4685,2,"The beautiful women walked up and down the catwalk, the cameras flashed and everybody was enjoying the what?",catwalk,A. performance,B. theater,C. fashion show,D. construction site,E. theatre
2470,2470,0,Where is building likely to be rapid?,building,A. urban area,B. home,C. town,D. rooms,E. office
639,639,4,What were southern institutions where slaves do the labor called?,slave,A. farm,B. ancient rome,C. history book,D. poor countries,E. plantation
2138,2138,0,Mimicry is a skill parrots use to do what?,parrots,A. say words,B. outlive owners,C. learn to speak,D. talk with,E. to draw
465,465,2,What is important in a car when you are driving fast and come to a light?,cars,A. stripes,B. seat belts,C. breaks to help stop,D. tires,E. radios
1735,1735,0,"He watched the team play every Sunday, but this was the first time the fan would enter a what to see a snap live?",fan,A. football stadium,B. hot room,C. hockey game,D. living room,E. basketball court
882,882,3,Where is a horse likely to live?,horse,A. michigan,B. stable,C. race track,D. farm yard,E. arizona
1825,1825,4,Attempting to light a wet match is likely to result in what?,lighting match,A. make fire,B. rain,C. combustion,D. illumination,E. frustration
1248,1248,2,Where is it likely to find a beach towel?,towel,A. backpack,B. beach,C. swimming pool,D. locker room,E. at hotel
1060,1060,0,"The class was billed as a way to improve yourself, the instructor told everybody to close their eyes and what?",improve yourself,A. meditate,B. celebrate,C. plot the teacher's destruction,D. eat better,E. feel better about yourself
381,381,0,Where would you find people gathered near liquid in a workplace?,people,A. water cooler,B. opera,C. hospital,D. hockey game,E. beach
3960,3960,4,Where are fish from salt water happiest?,fish,A. river,B. boat,C. aquarium,D. brackish,E. ocean
3685,3685,1,"If you are deep in a cave, what would you follow to find your way out?",deep,A. deepfelt,B. light,C. high,D. frivolous,E. mountain
1790,1790,0,"The hamburger were frozen from exposure, where were they?",hamburgers,A. hockey game,B. fast food restaurant,C. burger king,D. made from beef,E. cooked on grill
3890,3890,0,WHere are baseball stadiums typically located?,baseball stadium,A. urban areas,B. other countries,C. san francisco,D. phoenix,E. chicago
3471,3471,2,If someone is cooking near the end of the day what are they going to have?,cooking,A. steam,B. breakfast,C. having dinner,D. get food,E. cooked food
1536,1536,0,How can someone use their thinking to do things a new way?,thinking,A. new perspectives,B. knowledge,C. sense,D. best way,E. figure out
512,512,0,What does reckless driving lead to on a person?,driving,A. injuries,B. fatigue,C. traffic jams,D. tired,E. accidents
3102,3102,2,Where would someone bring you a cup?,cup,A. apartment,B. closet,C. restaurant,D. table,E. party
4471,4471,0,What is likely the result of praying leading to the desired outcome?,praying,A. relief,B. contemplation,C. anger,D. meditation,E. being comforted
1475,1475,3,After killing people in a rage what is someone likely to feel?,killing people,A. stomach ache,B. retaliation,C. sadness,D. remorse,E. going to jail
1894,1894,4,What was the practical husband concerned most about when house shopping?,going somewhere,A. arriving,B. location,C. excitement,D. movement,E. expense
4352,4352,3,Where would you look up what an anemone is?,anemone,A. oceanography,B. tide pool,C. south pacific,D. dictionary,E. sea water
1005,1005,0,What can happen after doing housework that does not involve pain?,doing housework,A. become tired,B. stress,C. put on shoes,D. backache,E. low pay
11,11,2,"Before getting a divorce, what did the wife feel who was doing all the work?",getting divorce,A. harder,B. anguish,C. bitterness,D. tears,E. sadness
2309,2309,3,What is the goal of the activities of students?,students,A. pass exams,B. do well,C. amount to,D. better comprehension,E. read books
777,777,0,What is a child likely to do while going to play?,going to play,A. laugh,B. sit,C. happiness,D. being entertained,E. walk slowly
1539,1539,2,"If you have an underlying heart condition, what might running twenty six miles cause?",running twenty six miles,A. tiredness,B. passing out,C. death,D. exhaustion,E. heartbreak
4370,4370,2,Where is a larger shopping mall likely to be?,shopping mall,A. suburbs,B. suburban area,C. downtown,D. indiana,E. out of town
3302,3302,1,"Violence is present in many human endeavors, including sports.  But Danny doesn't play sports.  He does violence only during what?",violence,A. warfare,B. war,C. drive to drinkin,D. hockey game,E. being done against
4012,4012,4,The cat was wild but like all others he was always read for a cat what?,cat,A. stealing,B. four legs,C. tuna fish,D. food now,E. nap
1498,1498,0,James and Jenny are good friends.  They spend a lot of time together and usually get home late.   Jenny is very smart and James likes to hear her doing something. What might James like to hear Jenny do?,friends,A. tell story,B. sing,C. clean room,D. going out at night,E. jump rope
363,363,1,What is likely to be the goal of telling many people about a new organization?,telling many people about,A. accomplish,B. learn about,C. money,D. notoriety,E. religion
3157,3157,2,People took their seats and read their programs. They were expecting to enjoy an entertaining night of what?,programs,A. group functions,B. church,C. theater,D. conference,E. television
1615,1615,3,Where would a loose weasel cause the most destruction?,weasel,A. beach,B. michigan,C. great britain,D. hen house,E. forrest
2162,2162,1,Where is homemade food often stored?,food,A. supermarket,B. jar,C. backpack,D. wal-mart,E. container
864,864,4,A person would carry a large netted drawstring bag to what sort of place?,drawstring bag,A. airport,B. car,C. jewelry store,D. garbage can,E. laundry room
2175,2175,1,"Sometimes people are wronged, and sometimes getting revenge brings them what?",getting,A. being happy,B. satisfaction,C. ownership,D. joy,E. disappointment
1115,1115,3,"I pay someone in a ticket booth for tickets to ""The Greatest Showman.""  Where am I likely to be?",ticket booth,A. sports arena,B. auditorium,C. opera,D. movie theatre,E. metro station
2020,2020,1,Two basketball teams were on the court playing ball. The first team had over 100 points while the second team trailed by more than 50. It was almost certain that the second team would do what to the game?,playing ball,A. competition,B. lose,C. throwing,D. having fun,E. running
2418,2418,1,James found two abandoned garbage cans behind an old building.  Where might they have been concealed?,garbage can,A. driveway,B. alley,C. garage,D. street,E. own backyard
222,222,4,What emotion do people expressing themselves show when they trip in front of a crowd and break their leg?,expressing yourself,A. communication,B. suffering,C. pain,D. laughter,E. embarrassment
1347,1347,2,Where would you put condiments if you are planning to use them soon?,condiments,A. kitchen,B. pantry,C. table,D. refrigerator,E. container
4601,4601,1,"All the business owners had a monthly committee meeting, it was to introduce new tenants and discuss issues of the what?",committee,A. town,B. office building,C. boardroom,D. government,E. city hall
4454,4454,3,What is goal of playing games on computers?,computers,A. do work,B. expensive,C. earn money,D. fun,E. fast
1660,1660,1,Cameron was sleeping under the covers.  He was hunkered down because it was about to do what?,sleeping,A. talking,B. get cold,C. snoring,D. might dream,E. wet bed
2136,2136,3,The audience listened raptly.  They learned much from this.  What did the audience watch?,audience,A. show,B. theatre,C. arena,D. presentation,E. concert hall
1037,1037,0,Fencing is a sport in which participants use a what?,fencing,A. sword,B. competition,C. fence post,D. protection,E. dexterity
842,842,4,Where is disease often spread but shouldn't be?,disease,A. ghost town,B. third world country,C. human body,D. rug,E. hospital
1079,1079,4,What is a computer unable to do?,computer,A. process information,B. cast shadow,C. crash,D. make decisions,E. become sensible
3803,3803,4,"If you're drinking for the purpose of getting drunk, the next morning what might you experience?",drinking,A. getting drunk,B. need to urinate,C. sickness,D. loss of control,E. hangover
4652,4652,4,Brenda spent a lot of effort on washing herself.  She hated what?,wash,A. get messy,B. cleaning,C. get dirty,D. getting dirty,E. being dirty
3257,3257,2,Where do you find leather horseback riding equipment?,leather,A. car seats,B. department stores,C. stable,D. merry go round,E. handbag
2830,2830,3,Inside what structure do you normally take a bath?,bath,A. room that is upstairs,B. own home,C. hotel room,D. house,E. found in house
3951,3951,1,What would cause someone to have to re illustrate point?,illustrate point,A. teacher,B. did not understand,C. agree with,D. understanding,E. understood
914,914,1,"The museum made an odd choice for the koala display, they put the stuffed creature in what area where you'd usually find a panda?",koala,A. jungle,B. bamboo grove,C. australian outback,D. china,E. child's book
2827,2827,3,"We all eventually die, even though we usually what?",die,A. seek help,B. write will,C. wish we could,D. never want,E. go to hell
29,29,0,To prevent any glare during the big football game he made sure to clean the dust of his what?,dust,A. television,B. attic,C. corner,D. they cannot clean corner and library during football match they cannot need that,E. ground
2580,2580,0,What does cleaning waht you eat lead to?,cleaning,A. healthy living,B. neatness,C. bad aftertaste,D. using water,E. allergies
302,302,0,What place is not interesting to children?,children,A. classroom,B. toy store,C. school,D. soccer game,E. dinner
1427,1427,4,"The board game instructed that you must conquer opponent, only the what would come out on top?",conquer opponent,A. top piece,B. strong,C. win,D. total domination,E. best
12,12,2,Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,bench,A. state park,B. bus depot,C. garden,D. gym,E. rest area
159,159,2,What emotion does getting paid lead to?,getting paid,A. sorrow,B. paying bills,C. happiness,D. frustration,E. spending money
2555,2555,1,Where would you put a dog if it wants to go outside?,dog,A. front door,B. porch,C. table,D. leash,E. toilet
