,Unnamed: 0,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
388,20463,lsmdc0038_Psycho-67172,15648,"She stares at the papers, turns away, as if what she is fearing would have to be impossible, then, having to satisfy herself, goes to the stand, drops a dime in the iron slot, picks up a los angeles newspaper, starts back into the car lot as she glances worried at the front page. As she goes, we","She stares at the papers, turns away, as if what she is fearing would have to be impossible, then, having to satisfy herself, goes to the stand, drops a dime in the iron slot, picks up a los angeles newspaper, starts back into the car lot as she glances worried at the front page.","As she goes, we",gold,"see, coming up the street toward the lot, the same patrolman.",see empty fear and a sweep to the plain of the house.,see someone eyeing the assigned studying directly in the tracks.,can't see the car driving toward the revolving cabin door.,0
784,59405,anetv__kdhjXHUfes,11954,The man and woman then perform a dance routine together around the stage while looking at one another. The two,The man and woman then perform a dance routine together around the stage while looking at one another.,The two,gold,continue dancing while people watch to the sides.,continue dancing about the routine and eventually walking away and stopping.,break and dance to one another while the camera captures their movements.,continue dancing and end with a bow and the audience applauding.,3
230,46076,lsmdc0041_The_Sixth_Sense-67689,18737,The surface of someone's desk is covered with open texts. Someone,The surface of someone's desk is covered with open texts.,Someone,gold,watches the credits at the timer.,peeks over the steering wheel as someone's eyes glisten occasionally.,pours over a thick reference book.,"inserts the key into the floor, but is not ready.",2
739,24611,lsmdc1048_Gran_Torino-92136,15402,"Rifle in hand, someone edges the garage door open. He","Rifle in hand, someone edges the garage door open.",He,gold,sees someone with a torch beside the gran torino.,walks past the orange smoke.,swoop down onto the roof as a long dark roots wafts out of a building by a intact.,shuts the men's eyes off the car then turns away.,0
763,71781,lsmdc3088_WHATS_YOUR_NUMBER-42073,8876,"Turning, someone finds her now spiky - haired ex behind the bar flourishing his hands at a brunette beauty. He","Turning, someone finds her now spiky - haired ex behind the bar flourishing his hands at a brunette beauty.",He,gen,leaps backward over the bars.,continues to groom her brushing back.,joins her and kisses him as he bashes her face with her dish.,gives an incredulous look.,3
803,52149,lsmdc3090_YOUNG_ADULT-44208,467,He lies beside her and stares into her eyes. Someone,He lies beside her and stares into her eyes.,Someone,gold,appears around his hand and presses a tender kiss on her lips.,sits up and grabs the lens out of her head.,reaches down and tugs on his pajama bottoms.,"peers over her side at the other children as she leaves a cage, hesitates, then follows.",2
897,32742,anetv_P0N68OQDhNs,13759,The man jumps multiple times and goes further each jump. The man,The man jumps multiple times and goes further each jump.,The man,gold,breezes and jumps over other chinese cheers.,lets the javelin throw by.,attempts again roping the rope and lands on it.,bends down and touches the ground while twisting.,3
633,9887,lsmdc3071_THE_DESCENDANTS-5788,4502,A mustached man gives a serious look. Another,A mustached man gives a serious look.,Another,gen,releases a wrench and pulls off the handcuffs.,munches a dollop of pills.,takes a giant drag on his suit.,scans the island in copies.,0
182,24020,anetv_gSwjTXkXK3Q,7356,"They throw balls, trying to get them into cups. A man","They throw balls, trying to get them into cups.",A man,gold,talks to the camera during the game.,in red shirt is standing in front of the tv.,stands in front of the camera stand.,in a white shirt is tossing this man.,0
905,12282,anetv_qoS5nkk7Rgk,9145,"There's a lady dog groomer wearing a black coat, grooming a golden retriever. There","There's a lady dog groomer wearing a black coat, grooming a golden retriever.",There,gold,peels a bowl in the snow and puts it.,is geared up holding the rope carrying the mop.,see the lady mowing around the driveway.,"'s another lady in a blue shirt standing with a teenage girl, also grooming a golden retriever.",3
963,46139,lsmdc0011_Gandhi-53000,14168,"He measures someone for a moment to see that he is sincere, and when he is satisfied with that, he turns slowly to people. They","He measures someone for a moment to see that he is sincere, and when he is satisfied with that, he turns slowly to people.",They,gold,"smiles, his eyes still shut as his hands extends over to stop and his head stained with sweat as he leans closer.",", as we gaze down at the captain, his piece self - consciously moves to his feet and poses with the wedding photo.",have all been taken by surprise by the offer - - and do not feel what someone feels.,"tilts its back to reveal a slight calm, sadness and fearful eyes about gesticulates.",2
638,18320,lsmdc0038_Psycho-67224,14770,She goes into the office. The Young Man,She goes into the office.,The Young Man,gold,sits as if reading a music book.,notices swigs from a bottle.,"follows someone in, closes the door.",swipes a detonator at the door.,2
