,Unnamed: 0,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
543,48806,lsmdc3017_CHRONICLE-7167,14250,"Our view rolls, landing in the grass. Someone","Our view rolls, landing in the grass.",Someone,gold,takes his arm and hand someone for the oar.,is consumed by the flames.,"lies before us, nose bleeding.",sees a statue in his shoulder twice.,2
806,43459,lsmdc3089_XMEN_FIRST_CLASS-43245,12250,She leads the group off a gravel driveway and around the side of the mansion. Now words,She leads the group off a gravel driveway and around the side of the mansion.,Now words,gen,appear a bit too.,appear: about eight year later.,appear in an industrial complex.,appear one minute later.,1
258,30942,lsmdc3019_COLOMBIANA-8599,13928,"As he relieves himself, someone slips out of the stall and creeps up behind him. She","As he relieves himself, someone slips out of the stall and creeps up behind him.",She,gold,takes a handful and leaves them on a bin.,"kicks him as he turns, knocking him out cold.",bites his lower lip then switches to cushion and rube.,kisses her cheek and kisses her shoulder and winces.,1
753,28671,anetv_PfleCcLgZ7E,6748,The girl holds a pose and begins performing a dancing routine with a baton. The girl,The girl holds a pose and begins performing a dancing routine with a baton.,The girl,gold,continuously lays back and gets her arms all in the air while others watch.,tries to move her arms back and fourth while the girl zooms in next to the camera.,spins around the circle while still raising her arms in action.,spins and twists herself around on the floor and ends by bowing and running off to hug a woman.,3
291,10077,lsmdc3004_500_DAYS_OF_SUMMER-1368,5396,He's drawing a city skyline in pencil. He,He's drawing a city skyline in pencil.,He,gold,twirls an atrium up and down.,lit trails from windows behind his head.,"checks his bags, then slides the door shut.",glances around the office.,3
674,69923,lsmdc3033_HUGO-14165,13269,"The sun sets behind the Eiffel Tower in the distance. Slowly, he",The sun sets behind the Eiffel Tower in the distance.,"Slowly, he",gen,lowers his hands and glances at the tie on his curler.,fires to see it break through the tree.,climbs down into the boat.,runs to it and opens a bottle.,2
567,10095,anetv_fYuJdh9gqr0,5993,A second man walks up and shakes the first mans hand. Both men,A second man walks up and shakes the first mans hand.,Both men,gen,are shown on screen in front of a pink screen.,look at each other and smiles at each other.,are opening up and clean the water under the water.,raise the binoculars to see a woman while happy.,1
790,20070,anetv_-yn3D1fOfr0,14788,She begins putting decorations on the Christmas tree. She,She begins putting decorations on the Christmas tree.,She,gen,is lying in the snow and holding.,is sitting on top of the christmas tree.,walks with the camera on the other side and begins to continue to work.,is putting decorations into the tree.,2
898,18109,anetv_5-vAXCUN8X0,11078,Teams of athletes line up out of the pool. Teams,Teams of athletes line up out of the pool.,Teams,gold,are playing court soccer.,play a game of water polo passing and shooting the ball at the goal.,are running and hit a field on an indoor field.,compete in the rolling game.,1
699,70094,lsmdc3052_NO_STRINGS_ATTACHED-25227,17078,He sits up and looks around. He,He sits up and looks around.,He,gen,fills a bag with beer.,stands and finds a slip of paper.,holds the receiver to his ear.,stares at her fearfully.,2
94,28809,lsmdc1047_Defiance-91723,7006,"Keeping their heads low, the three of them scurry across to one building, and then sneak towards the police station building flying the Nazi flag. Someone's feverish eyes","Keeping their heads low, the three of them scurry across to one building, and then sneak towards the police station building flying the Nazi flag.",Someone's feverish eyes,gold,watch nervously from inside the vehicle.,stack with real energy guns.,are stamped on the shield.,crinkle and his frown furrows.,0
229,43274,anetv_Zp9mSiw8Vkw,11062,People are standing at a Foosball table. They,People are standing at a Foosball table.,They,gen,start playing a game of foosball.,are playing a game of badminton.,are playing a game of volleyball.,are playing a game of indoor soccer.,0
847,68545,lsmdc1051_Harry_Potter_and_the_goblet_of_fire-6839,9357,He stops his fall by grabbing desperately onto a narrow parapet. The dragon,He stops his fall by grabbing desperately onto a narrow parapet.,The dragon,gold,spins to guide the wind.,"rises off the sides of the globe, which leads into tiny fragments.",settles on a nearby turret.,goes smoothly towards his close.,2
164,52355,lsmdc0010_Frau_Ohne_Gewissen-51222,19934,"She wears a simple house dress, no hat, and has a large envelope pocketbook under her arm. Someone","She wears a simple house dress, no hat, and has a large envelope pocketbook under her arm.",Someone,gen,makes a note to the note.,"reaches up and smiles, yanking the hats out of the brown powder.",emerges from the darkness and spots someone laughing to herself.,is a little embarrassed.,3
46,66818,lsmdc0010_Frau_Ohne_Gewissen-51522,19292,"She is wearing a simple black suit and hat, indicating mourning. Her fingers nervously pick at a handkerchief and her eyes","She is wearing a simple black suit and hat, indicating mourning.",Her fingers nervously pick at a handkerchief and her eyes,gold,are watching the elevator doors anxiously.,are no longer wet.,slats at the surface of billowing grass.,widen at the sight of her knitted sunglasses.,0
434,38506,anetv_CXbVcrVgNzQ,5633,She then irons another shirt. She,She then irons another shirt.,She,gold,throws it on the floor at the end.,"wins, for good.",puts piercings into her own face.,gets upright and walks off.,0
220,6475,lsmdc1010_TITANIC-76961,9860,"Leaning on a cane, the older woman steps toward a small television set in a nearby kitchen. Someone","Leaning on a cane, the older woman steps toward a small television set in a nearby kitchen.",Someone,gen,walks onto a veranda overlooking the party outside.,"finds a attention and winces for a moment, then switches on the light on the bed.",takes a lid out of a martini glass.,turns as he steals a pastry from the tattoo.,0
748,7550,lsmdc3070_THE_CALL-32729,16994,"She rubs her face and sets her chin between her hands. Now, patrons",She rubs her face and sets her chin between her hands.,"Now, patrons",gold,ride an escalator in the center of an indoor sunlit mall.,walk on leashes at the edge of a dinner table.,enter the quadrangle and scramble overhead.,stand atop the ships chic suite even rafting zone.,0
632,67207,anetv_sJFgo9H6zNo,428,The boy likes playing with a large wheel on the playground. Once again he,The boy likes playing with a large wheel on the playground.,Once again he,gold,gets up and goes back to the boat.,lifts the barbell over his head and holds it up.,uses a short rod to part the fabric as an advertisement for the bottles.,"goes down the slide, but with dad right behind him.",3
326,63958,lsmdc3013_BURLESQUE-4911,11726,"At the lounge, someone pops a champagne bottle's cork and smirks. At a table, someone","At the lounge, someone pops a champagne bottle's cork and smirks.","At a table, someone",gen,gapes as meeting of applause stream.,drinks beer from his roommate's glass.,hands someone's walkie - o - matic.,"scowls at the stereo, then looks up.",1
970,11494,anetv_4CSyAAoO18s,16265,He shows off a tube of hair gel. He then,He shows off a tube of hair gel.,He then,gen,scrapes the wax off an iceberg off the end of his foot.,"twists his hands to the camera block and touches his face, showing the first process of different playboy in his right eye.",puts the contact lens on the zookeeper skin.,smooths off the hair on his neck.,3
8,8067,lsmdc1037_The_Curious_Case_Of_Benjamin_Button-86489,15407,"Someone takes a seat as someone pours the tea. Someone sits down, and they",Someone takes a seat as someone pours the tea.,"Someone sits down, and they",gold,eye each other across the table.,take off down the street.,duck down at his skin.,start to sob and face someone.,0
293,63003,anetv_bQGegLwVc8I,13573,Two people are seen standing on the edge of a diving board with their arms out. They,Two people are seen standing on the edge of a diving board with their arms out.,They,gen,pass over the end of a diving board into the water.,continue shaving them all around the other on the mat while falling back and fourth past the camera.,continue to jump around the water and end by jumping up and down.,continue being seen one after the end and cheering with one another as they watch.,0
292,56297,lsmdc1049_Harry_Potter_and_the_chamber_of_secrets-92853,8553,"He turns into a wide corridor and starts to walk along it as people catch up with him. Suddenly, someone stops them, and they",He turns into a wide corridor and starts to walk along it as people catch up with him.,"Suddenly, someone stops them, and they",gold,look down in surprise.,move back a little.,pass a large illuminated sign to the house.,step off to the limo.,0
15,68610,anetv_rLlm6h0Nfvo,6879,"A person flips and throw to the air a hula ring, then the woman pass the hula ring through her body. After, the woman","A person flips and throw to the air a hula ring, then the woman pass the hula ring through her body.","After, the woman",gold,"take protective dancing and retreating onto the stage, the lady perform long jumps and a woman appears.",pass the hula ring around her waist fast.,takes a comb and two baby and a woman in multicolored dress talking.,performs hula hooping standing in a gym in a hula ring.,1
98,59662,lsmdc3066_THE_ADVENTURES_OF_TINTIN-31530,10814,Thugs rush the open hold. The burly thug,Thugs rush the open hold.,The burly thug,gen,fires his arms.,swings him along the train then closes the door.,leaps past the officer.,hurls the front case into him.,2
132,64139,anetv_TVPiI9551As,12733,An astroturfed gym is shown with people walking around. Two men,An astroturfed gym is shown with people walking around.,Two men,gen,are running and holding an instrument.,are seen speaking to the camera on the background that leads into several clips of people riding around the beam.,perform high jump rope tricks afterwards while several interior ramps.,are practicing throwing up off screen.,1
459,32447,anetv_58he7Xcwfws,13992,"He holds it for a moment, then drops it. He","He holds it for a moment, then drops it.",He,gen,holds a rust - white shotgun in his pocket.,stares at the window traces the windscreen through a trash can.,"tightens tightly and gazes at someone, smiles broadly.",kisses her on the lips.,3
955,50925,lsmdc3016_CHASING_MAVERICKS-6412,14085,"Now, he arrives home and slides to a stop in his dirt driveway. At his desk, the young surfer","Now, he arrives home and slides to a stop in his dirt driveway.","At his desk, the young surfer",gold,rides the motorized guided car.,pulls out the cigar box and turns on a lamp.,"joins someone, jumps off of their campsite as they wave to someone.",reaches up from the bottom.,1
656,57719,anetv_4E-RWxR6Xr0,5750,A guy rides an exercise bike. The guy,A guy rides an exercise bike.,The guy,gen,catches the handle multiple in the playground and jumps and then flips off.,wears a red shirt and talks and then runs.,peels the wheel tire off of the bike.,jumps on a bike.,1
393,8884,lsmdc3057_ROBIN_HOOD-27387,13858,"He spits at someone's feet. Elsewhere, someone",He spits at someone's feet.,"Elsewhere, someone",gold,lands on his bed with the dragon.,rides lines up his full driveway.,marches past another classroom.,leads his companions through the woods.,3
336,81,lsmdc3017_CHRONICLE-7331,7173,The view swings to someone who dabs his bloody nose. He playfully,The view swings to someone who dabs his bloody nose.,He playfully,gen,punches someone in the throat.,dodges her broom around a corner.,twists its someone's claws.,does a vault on a wall.,0
545,41868,lsmdc0010_Frau_Ohne_Gewissen-50967,14263,"His head goes far back, his eyes close, cold sweat shows on his face. His good hand flips the overcoat back, he","His head goes far back, his eyes close, cold sweat shows on his face.","His good hand flips the overcoat back, he",gold,"unbuttons his jacket, loosens his tie and shirt.",manages to suppress a broad smile.,removes the wad of cash from the packet remover and hands it to him.,gets the head back and heads off.,0
703,6733,anetv_uKzelWWaYB4,19874,Another child is seen moving around on a set of monkey bars. The camera,Another child is seen moving around on a set of monkey bars.,The camera,gold,slides as the boy moves back and fourth.,pans around the house as the camera panning around the classroom.,pans back to the girl riding down the side again.,pans around the girl walking on the swingset.,2
655,69332,lsmdc3022_DINNER_FOR_SCHMUCKS-10681,9551,"Framed in a window, the Eiffel Tower lit up in the night sky. He","Framed in a window, the Eiffel Tower lit up in the night sky.",He,gen,takes off his mask.,"sets overhead, thick black clouds over hogwarts.",looks around at an angry bird.,"returns, raising his head and brushing his hair.",0
995,38288,lsmdc3040_JULIE_AND_JULIA-17886,18078,"Later, still in her someone getup, someone sleeps on the couch. Someone","Later, still in her someone getup, someone sleeps on the couch.",Someone,gold,"lies, hands on her hips, toes exposed, beats on a toes.",enters and leans over her.,discreetly tensing her lips as she brushes his teeth.,wipes her own tears through her tears.,1
497,28549,lsmdc1056_Rambo-96843,17647,The volunteers wear worried frowns. The boat's passage past the pirates,The volunteers wear worried frowns.,The boat's passage past the pirates,gold,"parry one of the gypsies before landing onto the paramedics board again, but unable to be pulled off.",nudges the massive puck through.,remain before the second - story cabin.,appears to go unnoticed in the dark.,3
468,52639,anetv_TIEzvhv6xaI,1994,They begin to play volleyball on the court. A man in a white shirt,They begin to play volleyball on the court.,A man in a white shirt,gen,is sanding.,hits the ball that that's being hit.,is clapping against them.,celebrates several fencers.,1
946,35695,lsmdc1037_The_Curious_Case_Of_Benjamin_Button-86610,6525,"As the dawn breaks, the tug and the U - boat have sunk below the waves. A fleet of other ships","As the dawn breaks, the tug and the U - boat have sunk below the waves.",A fleet of other ships,gen,is fish attached to the lower decks.,spill out from the top.,soar across the bay.,creeps along the rotor blades.,2
134,21800,lsmdc3051_NANNY_MCPHEE_RETURNS-25154,18634,Two piglets fly through the air using their floppy ears as winds. He,Two piglets fly through the air using their floppy ears as winds.,He,gold,lashes out around them.,"launches them in the air, arms spun.",lands in a puddle as the children mirthfully look on.,"pulls off in a steep high tunnel, as they creep inside the house.",2
592,32585,lsmdc0026_The_Big_Fish-62057,11097,"He is completely feral, with a beard to his elbow and skin scratched and blistered. What remains of his clothes","He is completely feral, with a beard to his elbow and skin scratched and blistered.",What remains of his clothes,gold,are ragged and muddy.,are scattered on the sidewalk.,is under a cloth and flushes.,comes in with the olives but completely rings.,0
304,57139,lsmdc1050_Harry_Potter_and_the_deathly_hallows_Disk_One-93947,17597,Someone notices two passive pink shoes placed neatly on the floor. He,Someone notices two passive pink shoes placed neatly on the floor.,He,gold,presses the fork in a line.,puts his hand down on the cable of the table.,crosses to the desk.,notices someone's fedora someone's got.,2
577,66201,anetv_ql7I6qtyhBU,1595,About nine of the contestants receive medals of victory from the judge. They,About nine of the contestants receive medals of victory from the judge.,They,gold,pick up frisbees and signal to the band.,applaud themselves and each other high fives to express their victory.,kick their knees back and forth over the net.,shake hands while lady jacks up.,1
316,40185,anetv_od1jHUzgrAU,17411,"He then gets fully dressed, noticing his trembling feet. He","He then gets fully dressed, noticing his trembling feet.",He,gen,smiles and folds his hand on the sink stool.,"sweeps his bony hands over the spear, but his hand holds the engraving to his chin.","looks up at the family's room, then reaches inside.",paces and leans with his racquet on the table installing itself.,2
773,40573,anetv_mJZj3znhBas,6733,A woman is talking to the camera in a gym. A train,A woman is talking to the camera in a gym.,A train,gold,is driving on the tracks.,is then shown inside a small room.,is being drug inside a man holding a pole.,races down a road.,0
563,21125,anetv_kpAwQpA1nPs,3632,"A male athlete runs holding a pole and jumps using the pole to land on a foam mat, the the athlete speaks on front a whiteboard. A female athlete talks indoor while other girl listen, then a female athlete","A male athlete runs holding a pole and jumps using the pole to land on a foam mat, the the athlete speaks on front a whiteboard.","A female athlete talks indoor while other girl listen, then a female athlete",gold,vomits on the floor and lands on the mat.,begins talking when she is finished by measured.,runs with a pole but fails to do the pole vault.,"high gymnastics, after she dismounts the elliptical.",2
467,72003,anetv_ORKAMBnsX64,15998,A diver walks to the end of the diving board. He,A diver walks to the end of the diving board.,He,gold,prepares himself for the jump as a man is being interviewed.,is knocked down on the floor as he explains hard.,dives out of the water into the pool.,throws a lot of people on the diving board.,0
885,11165,lsmdc1034_Super_8-8164,15045,"A tear rolls down his cheek and he wipes it away with his hand. At dusk, someone",A tear rolls down his cheek and he wipes it away with his hand.,"At dusk, someone",gold,"places his hand on the roof collar, then peers through the revolving door.","talks with his digicam as his daughter leaves someone, dwarfed by their young daughters and surrounded by guests.",cycles up a steep hill and goes in through the gates of a cemetery at the top.,lies asleep with someone in his.,2
23,27012,anetv_NJQROeaBiVE,18110,We see a man pulling weight close to his head. Three men,We see a man pulling weight close to his head.,Three men,gold,are shown as a ball sized shirt fight over.,sit while black screens watching him.,stand on the gym knees yelling.,pass by in the mirror.,3
466,62940,lsmdc1007_Spider-Man1-74466,7219,He nods of his head slightly. A somber someone again,He nods of his head slightly.,A somber someone again,gold,pulls out of the pond.,assembles the booth.,looks away from his uncle.,touches a hand on a high.,2
320,51554,anetv_V1SEaTS9hos,6470,The men are washing their clothes using their hands. The clothes,The men are washing their clothes using their hands.,The clothes,gold,are in big buckets.,take off with shirts and hats.,sit across the muddy water.,sticks out in the pool.,0
236,39352,anetv_V--Xz2FtJXA,8880,She holds the braids up that the woman cut off. She,She holds the braids up that the woman cut off.,She,gen,steps in and shows how the hair is dry.,lifts the pin and put it down.,finishes up and puts the baton down.,continues with her hair in the end.,0
328,4484,anetv_nxNJNn8blDw,2274,An old man with eyeglasses is standing in front of model tiles talking to the camera. A group of men in black,An old man with eyeglasses is standing in front of model tiles talking to the camera.,A group of men in black,gold,"started to removed the first half of the carpet in the living room, then replaced it with lighter, newer carpet.",run down a wooden walkway across a city.,are in a room with red computers and numbers on front of the blue outro.,break twirl and begin dancing with one another.,0
584,22543,lsmdc3082_TITANIC1-38453,8088,Water pours down the steps. They,Water pours down the steps.,They,gen,stop as toys hit the building entrance.,turn into a twin fountain and disappear hiding.,drop into the water.,lie unloading their bags and sail.,2
418,55587,lsmdc3009_BATTLE_LOS_ANGELES-300,12035,Someone wipes his brow with a gloved finger and stares out the windshield. Someone,Someone wipes his brow with a gloved finger and stares out the windshield.,Someone,gen,"opens his eyes and peers at someone, who clutches his temples.",sits down in a style.,whacks him off with a gran torino.,"glares at him, then hesitates.",0
882,58864,anetv_yH0xeA_OvWg,3394,The person uses a rag all along the sink while looking to the camera. The woman,The person uses a rag all along the sink while looking to the camera.,The woman,gold,continues soaping the rag under a faucet while cleaning the board off.,cuts the wood with the brush while speaking to the camera again.,moves the cream all over the walkway while still speaking to the camera.,continues cleaning the sink.,3
57,32019,lsmdc3047_LIFE_OF_PI-21918,1151,His gaze drifts along a high row of paintings and fixates on one. The priest,His gaze drifts along a high row of paintings and fixates on one.,The priest,gen,'s fingers begin to crumble and slip.,peers out over his murky depths.,sits beside a mansion.,peers out the window at the camera.,3
833,15737,lsmdc0049_Hannah_and_her_sisters-69153,17056,"Someone is seen leaving the hospital. He strides slowly, his shoulders",Someone is seen leaving the hospital.,"He strides slowly, his shoulders",gold,"heave as he tries to change the shampoo, which brings someone to a halt.",tied toward the basin.,shifting slightly on the floor.,"slouched, his hands in his pockets.",3
198,59740,lsmdc3077_THE_VOW-35901,5033,"His lips hold a pensive frown. From the other side of the glass, someone",His lips hold a pensive frown.,"From the other side of the glass, someone",gen,looks reflected in the long mirror.,finds a piece of crude cakes.,emerges from a shoebox.,wipes her face and looks surprised.,0
32,54687,anetv_JLDZdxTf5TA,11458,Three people are sitting on the couch while a man is holding a bagpipe and another woman sitting on the floor. The man,Three people are sitting on the couch while a man is holding a bagpipe and another woman sitting on the floor.,The man,gold,is standing next to the man pushing the lawnmower inside him.,walks across the pool and smiles while the camera zooms in on her legs.,began playing his bagpipe while the woman get up and sat on the couch.,"grabs the other man and holds him close, before the audience says he is fearing a whole time.",2
35,14484,lsmdc3020_DEAR_JOHN-10162,18283,"She looks to someone, then shyly shifts her gaze. He","She looks to someone, then shyly shifts her gaze.",He,gen,"allows a tender smile, at her unfinished, and looks at her for a moment.",steps off his bed and trots along the veranda.,stands above her noticing the asian tourist in a doorway.,"looks at her, then goes.",3
458,60615,anetv_ZPVrC5185NM,11851,A woman is at a park with her toddler. She,A woman is at a park with her toddler.,She,gold,wears a red sweater over dogs running and grooming a little baby.,uses a small kick on the hair brush and begins to clip it.,pushes the baby back and forth on a swing.,holds a violin in her lap.,2
930,40339,anetv_mua8hNPuQHw,6003,"After, the man practice fencing with another person. A little kid wearing fencing","After, the man practice fencing with another person.",A little kid wearing fencing,gold,stands behind the man.,show is surrounded by a crowd.,stands outside in flames.,moves with another boy hanging on the rope.,0
17,1633,lsmdc3010_BIG_MOMMAS_LIKE_FATHER_LIKE_SON-621,3622,Someone's face lights up. They,Someone's face lights up.,They,gold,flash a cloud of gray smoke.,"shake hands, hug, then head to someone's suv.",pose for wings and dance on stage.,see a laser beam on the phone.,1
231,32097,lsmdc1046_Australia-90748,15767,"She rides off, eyeballing him with a grin. Someone","She rides off, eyeballing him with a grin.",Someone,gen,steadies herself and opens her arms as she watches him a golden snitch.,goes to deposit her inside and enters his apartment.,take's their own cover.,takes a seat beside someone.,3
866,66270,lsmdc3010_BIG_MOMMAS_LIKE_FATHER_LIKE_SON-195,15959,He opens the door and sees her in her nightgown. He,He opens the door and sees her in her nightgown.,He,gen,watches and licks her lips.,is reading the paperwork's shelf.,stands and presses a button.,has been watching the page.,0
195,20225,anetv_9njq_aC4AS4,19735,The dog is catching the frisbee over and over again. The dog,The dog is catching the frisbee over and over again.,The dog,gold,continues to push them as it flies to catch a movement.,cheers wildly as the dog is running through.,ran away with the frisbee but brought it back to the woman.,goes off his shoulder to hit the dog on the tree.,2
215,69868,lsmdc1009_Spider-Man3-76109,18831,Someone grabs the bottom rungs of a metal ladder mounted on a wall. He,Someone grabs the bottom rungs of a metal ladder mounted on a wall.,He,gold,holds himself up and climbs the ladder to a fire escape outside a bedroom window.,pauses and peers closely at the camera.,lands on the trampoline in his tracks.,"moves to the door and looks up at someone, inside.",0
876,12345,anetv_ciEBsDNryN8,3129,A band is seen walking in behind her and begins playing while she does. The girl,A band is seen walking in behind her and begins playing while she does.,The girl,gold,continues to dance as the woman continues playing.,continues moving while a camera pans around and leads into the people moving back and fourth.,continues to play with the band and ends by looking to the camera.,continues play the piano on the couch while looking back and looking at the camera.,2
586,17192,lsmdc3068_THE_BIG_YEAR-3354,17910,A silver luxury car pulls up in front of the someone's house. The champion birder,A silver luxury car pulls up in front of the someone's house.,The champion birder,gen,lowers his jogs stick towards the front.,sits on someone's seat.,is asleep in a worktop.,thoughtfully spots at the podium.,1
44,34789,lsmdc1037_The_Curious_Case_Of_Benjamin_Button-86818,5549,"She stops dead on seeing the elderly resident staring at their rooms, at her. Fresh - faced with short cropped hair and wearing a bright white T - shirt, someone","She stops dead on seeing the elderly resident staring at their rooms, at her.","Fresh - faced with short cropped hair and wearing a bright white T - shirt, someone",gold,"rises, walks to the piano, and leaves.",puts a suitcase on the back of her car.,lies in bed at the edge of the pond.,stares wistfully then goes to his window.,3
918,50999,lsmdc1035_The_Adjustment_Bureau-86071,5863,"Holding someone tight, someone nearly lifts her off her feet. The intervention officers","Holding someone tight, someone nearly lifts her off her feet.",The intervention officers,gold,on her shoulders carry her to safety.,"stand motionless, looking on stoically as the lovers cling to each other.","sit on the balcony, then follow the three with the small structure.",stop in mid breeze.,1
456,62255,lsmdc3017_CHRONICLE-7242,10918,"Later, he juggles four balls. He pauses, and they","Later, he juggles four balls.","He pauses, and they",gen,see bright sunlight inside.,bow at each other.,start to arm wrestle.,slam him up and down.,1
780,54391,lsmdc1027_Les_Miserables-5977,15690,"He then struggles to his feet. Grimacing, he",He then struggles to his feet.,"Grimacing, he",gold,"lumbers forward as someone watches, coldly.","reaches two different blocks, then wets his speed.",activates the probe from toward the entrance.,strokes her head and sending her tumbling.,0
209,70738,anetv_m7XKITsRtVw,8397,The man is playing guitar. The woman,The man is playing guitar.,The woman,gen,hands him a full one after her black and perspiration mark.,has his sweater placed right on his head.,stands playing the violin.,looked the stupid singing.,2
750,23395,lsmdc0049_Hannah_and_her_sisters-69654,6784,The guest continue to laugh; they are charmed. Someone,The guest continue to laugh; they are charmed.,Someone,gold,continues to laugh with everyone as he starts to play the piano.,looks down at his polo as he hangs up the phone and goes out.,"spits over the hump someone, who emerges at the end of the applause.",sits to someone and gives him a high five.,0
976,28427,anetv_m3AbqJNPn-o,14992,"Once it is marked, she begins smiling at the camera. The man then","Once it is marked, she begins smiling at the camera.",The man then,gold,starts ironing the drink on the kitchen counter.,stops and shows her a shake on the screen off with the lemons.,puts spaghetti on the christmas tree and applies it to a large bowl while putting it in front of the tree.,grabs a pair of tweezers and clips the girl's ear.,3
997,30568,lsmdc3077_THE_VOW-35479,10910,She points at a different table. She,She points at a different table.,She,gold,produces a packet and a snack.,eyes the subject of his commentary.,places a files on top of her.,looks puzzled as she checks to watch the film.,1
578,27844,lsmdc3061_SNOW_FLOWER-29759,4722,A crowd watches as porters carry a sedan chair into their neighborhood. Someone's mother and father,A crowd watches as porters carry a sedan chair into their neighborhood.,Someone's mother and father,gold,fling it toward him.,leave the dining area as someone pets the lawn.,"wonders about ten, half - hearted in their enjoying procession.",wait just outside their home.,3
477,43074,lsmdc0051_Men_in_black-71044,19871,Someone starts up the driveway. Someone,Someone starts up the driveway.,Someone,gen,goes against the closed door with a sarcastic smile and reads it.,comes out of the trailer wearing a lacy gown.,"sits up, eyes hanging open.",enters with a start.,1
576,71090,lsmdc1027_Les_Miserables-6181,17521,"High up on a tower, someone stands facing an ornate cross. He","High up on a tower, someone stands facing an ornate cross.",He,gold,vanishes as for the interior.,backs off the platform.,closes a bible and walks out to a ledge overlooking paris.,"nods off, nodding, then backs to the boys.",2
698,24470,anetv_Tm1ebIrDyz0,19455,We see an opening title screen. We,We see an opening title screen.,We,gen,see a group of people stretching move around in a field.,see a lady talking to the camera in front of a car.,see a lady striking an appliance on a table.,see the jumping truck in another shower.,1
52,39523,anetv_I5N4rwhRa0o,17812,We see a closeup of the opening of the horn. The screen goes black and we,We see a closeup of the opening of the horn.,The screen goes black and we,gen,see the closing screens.,see people holding hands and standing in a kitchen on the side.,see the ending screen.,see the throw in slow motion.,2
591,1779,anetv_MjmDj36sVxM,4605,A woman is seen outside in a large field playing with a dog in several shots. Many more women,A woman is seen outside in a large field playing with a dog in several shots.,Many more women,gold,are seen jumping all around the field as well as people speaking to each other.,are shown walking around watching a dog fight while the women around watches with picnic sticks.,are seen walking and playing with dogs followed by a man speaking to the camera and text across the screen.,are shown playing with one another with the girl spinning and pushing the pinata over and over.,2
973,2638,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6059,Someone hands her father a radio. He,Someone hands her father a radio.,He,gold,lays his chin on his friend's guitar and shakes his head.,watches the dancers swoop low behind him.,tucks radio into his breast pocket as she runs out of the vault.,pauses in an swivel chair.,2
517,73457,anetv_L_8Gyi8FMk4,145,A young girl is seen peeling a potato. Another child,A young girl is seen peeling a potato.,Another child,gen,holds a second stick.,is seen jumping over a fence.,begins frying the potatoes into a pan.,is seen wiping the window.,2
362,9123,anetv_2SKZB0bfqF8,17705,We then see her shoveling the snow. We,We then see her shoveling the snow.,We,gold,see other cars in the car shift.,see an illustration of a man.,see a black screen screen with a cloth and a black cloth.,a little girl rakes in the carnival.,1
219,2071,anetv_CMGjxw3X1dI,6671,Man is standing in a lake doing windsurf. man,Man is standing in a lake doing windsurf.,man,gold,is wearing a green sweater and holding a house.,is holding the board and walking out the lake.,is standing next to him chopping the rope.,is skiing on the sidewalk in a bathroom.,1
965,23722,anetv_PG0ao4HkF8M,6857,A man hangs wallpaper on a blank wall. Each frame,A man hangs wallpaper on a blank wall.,Each frame,gen,looks from afar to the ceiling.,shows a photo of the man on his phone.,is shown using a video skateboarding product.,is shown close to the battery.,1
146,71419,lsmdc3028_GHOST_RIDER_SPIRIT_OF_VENGEANCE-12779,18686,"A mushroom cloud of flames billows into the air. Following his gaze, someone",A mushroom cloud of flames billows into the air.,"Following his gaze, someone",gold,beams up at him.,"finds someone unharmed, standing at the explosion's outskirts.",points his wand to the ceiling.,pushes the bearded and twists at his knees then shifts to his feet.,1
427,67471,lsmdc0021_Rear_Window-58164,15798,"For a moment, both are lost from sight. When they reappear, he","For a moment, both are lost from sight.","When they reappear, he",gold,"draws another altogether tender nod, lays an arm on someone, and extends his hand.","is carrying her in his arms, over the threshold.",blows paint all over the thin lid of the figure just dark - tinged in the direction.,"reaches out for the answer, and walks back into an office.",1
255,2774,anetv_VNMj5YKHEsY,8074,Woman is in an hospital talking to a man. man and woman,Woman is in an hospital talking to a man.,man and woman,gold,are operating him with one woman.,are interviewing and an archery event.,looked the man that have bandage in his head.,are practicing dancing on a room in a room.,2
250,38912,anetv_7hxCoi0XU6I,16619,The woman standing holds up a brush and begins brushing the woman's hair. She,The woman standing holds up a brush and begins brushing the woman's hair.,She,gold,finishes brushing the woman's hair and looks back to the camera smiling.,continues brushing the horse and brushing the hair behind her while she is brushing it.,"then touches it's hair so she's using it, then cutting the hair and ending with it.",", the woman reads and congratulate her lying down in the tub.",0
732,37091,lsmdc1047_Defiance-91756,10361,Someone sitting by him is whistling. Someone,Someone sitting by him is whistling.,Someone,gen,makes a casual remark toward someone.,"finishes the gambling game, and nods at someone, who is serving from the lantern, pointing across the table to someone.",sits with her hands straight one pockets.,looks behind him as he plays piano.,0
430,32373,anetv_suyh4tGuScw,2544,The woman wrapped around the man is dipped. We then,The woman wrapped around the man is dipped.,We then,gen,see a man talking to a camera.,see more of the boy in the floor.,see the ending brush.,see a man boxing in a jar while she is sitting at the clean table at the sink.,0
819,45887,lsmdc3074_THE_ROOMMATE-4102,16469,"She brings the basket with the kitten into a laundry room. Picking up Cuddles, she",She brings the basket with the kitten into a laundry room.,"Picking up Cuddles, she",gold,carries her to a dryer and opens the door.,lists back into the muddy bin.,climbs to the edge of the balcony and steps into the hall.,bursts out of the room and drops to her knees.,0
