,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,sent1,sent2,ending0,ending1,ending2,label
4345,4345,4345,4345,Ashe worked very well and was asked to join the team.,How would Ash feel afterwards?,included afterwards,diligent,professional,2
878,878,878,878,Cameron was struggling financially so Ash paid Cameron's bills to keep them afloat and not lose their tenancy.,What will happen to Cameron?,they will help Cameron,be thanked,keep their tenancy,2
2158,2158,2158,2158,Quinn gave cookies to Austin's parents after Austin told Quinn that they would like them.,What will Austin want to do next?,Find out they liked cookies,return the favor to Quinn,Find out what kind they liked,1
763,763,763,763,"Looking at beautiful antiques in the shop, Ash accidentally bumped them and they fell to the floor.",How would Ash feel afterwards?,worried about ash,clumsy,graceful,1
3758,3758,3758,3758,Aubrey wasn't paying attention and forgot the car keys in the ignition.,What will happen to Aubrey?,blame Ash,get locked out of the car,call AAA,1
1268,1268,1268,1268,Carson told Cameron and Cameron's sister about the meeting for the new club they were forming.,What will happen to Cameron?,go to the meeting,want to Join the club,take Cameron with,1
3015,3015,3015,3015,Lee met a guy and she wanted her friends to meet him.,What will Others want to do next?,introduce her friends to the guy,ask him questions,take the fellow to see her friends,1
1186,1186,1186,1186,Sydney noticed a bad smell in the school.,How would you describe Sydney?,observant,should tell a teacher about the smell,feeling very bad,0
965,965,965,965,Riley threw away the scraps but then realized that the dog could have eaten them.,How would Riley feel afterwards?,good,wasteful,brave and courageous,1
2530,2530,2530,2530,Skylar told Taylor to come back home for dinner when it was ready.,How would Taylor feel as a result?,go home,mad,tell Taylor to come home,0
3438,3438,3438,3438,"After completing his mandatory math courses, Lee took advanced calculus in high school.",Why did Lee do this?,do well in math,become an English major,receive credit for the extra course,2
3339,3339,3339,3339,Carson shuffled the cards before getting ready to play a card game with friends.,What will Carson want to do next?,split the deck in half,shuffle the cards more,Let his friends into his house,0
931,931,931,931,Quinn gave them all one to enjoy because it was snack time.,What will happen to Others?,they will eat,they won't eat,they will be hungry,0
1809,1809,1809,1809,Sasha cut Cameron's hair herself and looked great for the whole group.,What will happen to Sasha?,proud,bored,keep getting cuts from Sasha,0
1059,1059,1059,1059,"Because Bailey wanted to qualify for student loan forgiveness, she made sure to jump through all of the bureaucratic hoops.",How would you describe Bailey?,prepared to receive loan forgiveness,motivated to get loan forgiveness,somebody with student loans,1
3032,3032,3032,3032,Sydney sent coins flying on the earth after finding the coins to spread.,How would you describe Sydney?,nice,useless,horrible,0
1387,1387,1387,1387,Lee gave their speech to the audience about the climate topic.,How would Lee feel afterwards?,Good for being heard,feeling proud,Like they could give the speech,0
4293,4293,4293,4293,Lee brought the murder case to a conclusion with good evidence against the defendants.,What will happen to Others?,be imprisoned,be told he did a good job,be thanked by his client,0
4074,4074,4074,4074,Kendall saw fleas on their dog and got some medicine. Kendall killed every flea.,What will Kendall want to do next?,alright,see if the dog needs follow-up,check for fleas,2
2117,2117,2117,2117,Kendall had Skylar's back and made sure nothing happened to them.,What will happen to Kendall?,have their back,grow closer to Skylar,become enemies with Skylar,1
2245,2245,2245,2245,Taylor talked to Jesse in class and got Jesse in trouble.,What will Jesse want to do next?,try and get out of trouble,think about an apology from Jesse,be forgiven by Jesse,0
4417,4417,4417,4417,Skylar's parents were millionaires so Skylar is waited upon hand and foot.,How would you describe Skylar?,great,relieved,spoilt,2
2293,2293,2293,2293,Cameron broke my leg on purpose by hitting me hard with a hammer.,What will Others want to do next?,get me to the hospital,hit Cameron with a hammer,break my nose,0
4468,4468,4468,4468,Jordan went out back and was getting in his car when he found Jan's keys.,What will happen to Jordan?,get a hug,be relieved to get their keys back,get yelled at,0
3766,3766,3766,3766,Addison gained a lot of weight because they had a major sweet tooth.,How would Addison feel afterwards?,indulgent,as content,as calm,0
1102,1102,1102,1102,"Jesse's car wouldn't start, so Ash complied with Jesse's desperate request to drive them to a job interview.",How would Ash feel afterwards?,Thankful their car was running,Like hiring Jesse for the job,Thankful that Jesse drove there,0
1938,1938,1938,1938,Quinn surprised the kids with a party because they had been really good.,What will happen to Others?,learn about parties,have fun,ask about fun,1
4637,4637,4637,4637,Sydney told Bailey's grandma she always wanted to be in a parade.,How would Bailey feel as a result?,Like they had a conversation with their grandma,Like they thought about their grandma,performative,0
690,690,690,690,Carson threw a bone to their dog as hard as he could trying to hurt the dog.,Why did Carson do this?,feed the dog,play with the dog,attack the dog,2
1216,1216,1216,1216,Quinn was in a hurry to get to work and forgot if he had locked the door so he had to go back to double check.,What does Quinn need to do before this?,locked,walk up to the door of his house,wanted to make sure thieves couldn't break in,1
1429,1429,1429,1429,Sasha is an animal activist. One day they went to the zoo for an animal rights protest.,What does Sasha need to do before this?,join the activity,participate the protest,an animal activist. One day they went to the zoo for an animal rights protest,0
3207,3207,3207,3207,Riley cried in their beer bowl at the bar after getting fired from her job.,What does Riley need to do before this?,reflect on why she got fired,write mean things about her boss,figure out what bar to go to,2
4248,4248,4248,4248,Riley led Jordan to the door and asked him to leave her alone.,What will happen to Jordan?,put their head on their desk,get angry at Riley,lay on their bed,1
1367,1367,1367,1367,"Jesse had made breakfast for two that morning, so when Sydney woke up, Sydney ate Jesse´s breakfast.",How would you describe Sydney?,was angry,was sleeping,was pleased,2
825,825,825,825,Jan was having trouble seeing in school. Jan expressed their concern.,What will Jan want to do next?,focus harder,look harder,get glasses,2
3232,3232,3232,3232,Robin found none of her items for sale in the local store and decided to take action.,What did Robin do next?,ok some of her items to the store clerk and asked her to share them with the manager,make their items better,do better,1
3483,3483,3483,3483,Lee had nothing better to do so he went with Addison to the store.,What will happen to Addison?,have some company,go alone,be lonely,0
2667,2667,2667,2667,Ki put the bag on the table so he wouldn't forget it in the morning.,How would you describe Kai?,prepared,ki who has forgetted,careless,0
1252,1252,1252,1252,Alex drove cautiously down the road because Alex had recently been in an accident.,What does Alex need to do before this?,decide to be a safer drive,speed to get where they're going,drive as they always do,0
1625,1625,1625,1625,Austin drove home at night after working all day.,Why did Austin do this?,wanted to be lazy,wanted to go home,relax on the couch,1
2222,2222,2222,2222,"After being whined at for days, Kai finally told their kids no.",What will Others want to do next?,stick with their decision,teach their kids to beg,teach the kids a life lesson,0
4694,4694,4694,4694,Jan filled the bucket up completely with soap and water .,Why did Jan do this?,keep floors dirty,bad about floors,clean and mop floors,2
2449,2449,2449,2449,Quinn gave cookies to Austin's parents to eat while they talked about life.,What will happen to Austin?,loved,be asked for the recipe,bored,0
1035,1035,1035,1035,Jesse affected others in ways people couldn't understand when Jesse started at them with his beautiful green eyes.,How would you describe Jesse?,repulsive,attractive,distasteful,1
133,133,133,133,Sasha caught Tracy off guard when she complemented her after her presentation.,How would Tracy feel as a result?,incapable and irresponsible,confident and capable,annoyed and offended,1
2432,2432,2432,2432,"Aubrey invited Lee over for a party, but Lee was being obnoxious. Aubrey made Lee go home.",What will Lee want to do next?,keep Lee from ruining party,spend the night at Aubrey's house,apologize to Aubrey,2
754,754,754,754,Carson suffered a loss at the hands of the enemy which made everyone much less confident in his skills.,What will Others want to do next?,plan ahead,fight again,lower his rating,2
2377,2377,2377,2377,Quinn played chess with Cameron's friends after school one day.,What will Cameron want to do next?,play more chess,ask about chess,wonder if they should play the game,0
4735,4735,4735,4735,Robin worked in the police force and was called in for overtime as a march was happening.  Robin and their colleagues prevented the protesters from passing to save any disturbances happening.,Why did Robin do this?,save protesters from getting hurt,make sure protesters got hurt,do their job badly,0
2990,2990,2990,2990,"Sydney was being annoyed by a fly that was buzzing around, so Sydney shooed it away.",What does Sydney need to do before this?,continue looking for the fly,look for a fly swatter,see the fly,2
1132,1132,1132,1132,"Quinn usually fixed cars easily. One day, a customer came in asking him to fix his fairly new electric car. Quinn could not figure out how to fix it.",How would Quinn feel afterwards?,obsolete,old fashioned,happy,0
872,872,872,872,Bailey ran out of money so she moved back in with her parents.,Why did Bailey do this?,help her find a job next,was broke,was rich,1
589,589,589,589,Sydney had a lot of work to do and very little time to do it.,How would Sydney feel afterwards?,they needed to slow down,a swamped person,like they needed to hurry,1
365,365,365,365,Riley was at the park and stared at Sasha with timid eyes.,How would Sasha feel as a result?,elated to have a friend,doubtful about what her friend was thinking,grossed out that her friend was looking at her,1
2986,2986,2986,2986,3 Ways to Manage Other People's Expectations. A bit more difficult than managing our own expectations is managing other people's expectations of us. .,How would you describe Robin?,"Build downtime into your schedule. When you plan your week, make it a point to schedule time with your family and friends, and activities that help you recharge",managing other people's expectations of us.,Cover more solutions. Employees on the front line who deal with customers most often need to be armed with a variety of solutions to common and potential issues.,1
2031,2031,2031,2031,Jordan moved across the country and really liked the new area they lived in.,How would Jordan feel afterwards?,into new areas,Like they need to find a good area,Like it was a good move,2
3216,3216,3216,3216,Aubrey was tired of being disrespected and told Carson what to do.,What will Carson want to do next?,listen to Aubrey,walk away from Aubrey,ignore Aubrey,0
4126,4126,4126,4126,Alex kissed Cameron tenderly in the moonlight that night.,How would you describe Alex?,very affectionate,quite hateful,flattered and aroused,0
4091,4091,4091,4091,Casey and Austin had had a big fight that jeopardized their friendship.,How would Austin feel afterwards?,worried that they'll lose their friend,like the bigger person,angry at what Austin said,0
1112,1112,1112,1112,Casey got the ring they wanted from the store at the mall.,Why did Casey do this?,Wear the ring on their finger,wanted the ring,Show off the ring to people,0
1504,1504,1504,1504,Robin made Bailey acquaintance.  They become good friends afterwards.,What will happen to Robin?,want to thank them for being a good friend,want to be thanked for being a good friend,be invited by them to hang out more often,2
3743,3743,3743,3743,Kai really pissed Jan off when he would not taker her to the prom but took her sister instead.,What will Jan want to do next?,seethed inside and wanted to hurt Kai and so she prompted Dad to ground her sister for low school grades,seethed inside and wanted to hurt Kai and so she bought her sister a sexy new dress to wear to the prom,get Jan's sister to agree to go to the prom,0
3871,3871,3871,3871,Aubrey said nothing to Kai and made the room feel awkward.,What will happen to Kai?,try to make amends,talk to someone else,continue avoiding Kai,1
183,183,183,183,"Bailey looked at the note, but it didn't make sense to her the way it was written, so she shredded it.",Why did Bailey do this?,write a new note,go on with her work,type an email instead,0
3952,3952,3952,3952,Kendall gave their friends a warm welcome on their trip back to the house.,How would you describe Kendall?,feeling loved,excited to meet the rest of Kendall's family,feeling bored,0
336,336,336,336,Remy made their hair softer by using a fancy conditioner.,What will Remy want to do next?,go to the store,buy it,use the conditioner more often,2
517,517,517,517,Lee was running outside and twisted their ankle.,What does Lee need to do before this?,Give Lee ice for his ankle,Take Lee to the doctor,go outside,2
1088,1088,1088,1088,Addison was scared of the movie so they covered their face with their hands.,What will Others want to do next?,get it over with,hear the movie,hold on to Addison to comfort her,2
4038,4038,4038,4038,Carson learnt Alex's lesson on how to make a big piece of cake.,What will Alex want to do next?,skilled,learn more from Alex,bake a cake,2
371,371,371,371,Kai was hiding in the garage as she did illegal drugs.,What does Kai need to do before this?,shower,keep it secret,Buy drugs,2
1145,1145,1145,1145,Ash played tricks on her parents everyday after school until she graduated and moved out.,What will happen to Ash?,have a trick played on them when they visit their parents,be angry with their parents for the tricks,raise funny children one day,2
1267,1267,1267,1267,Jordan told Addison that they had said something that was cruel to them.,How might Jordan feel after she told her that?,sad they she broke her trust,confident that she stood up for herself,as angry,1
3472,3472,3472,3472,Kendall stood up for a reason. They had enough of being abused.,What will happen to Kendall?,be brave,be disgraced,be reprimanded,0
4486,4486,4486,4486,Jesse had a soft heart and always helped the homeless when he had a chance.,What will Jesse want to do next?,keep helping,be a helpful person,quit helping,0
2191,2191,2191,2191,Lee stood behind the one way glass and identified every suspect with ease.,What does Lee need to do before this?,arrest the suspect with handcuffs,stay behind the protective glass,pop out and scare the suspect,1
2847,2847,2847,2847,"Quinn's face was covered with pizza sauce, so Kendall made Quinn use a napkin.",How will this make Kendall feel?,such a slob,upset that Kendall ordered him around,like Quinn should have better pizza,0
1928,1928,1928,1928,Skylar just got back from the store and unloaded the groceries from the trunk of the car.,What should Skylar want to do next?,Take the groceries into the house,was tired,Put the groceries back into the car,0
2493,2493,2493,2493,Jordan put the fear of god into me with the prolonged prank.,What will Jordan want to do next?,"would need to know my schedule for the day, in order to plan the particulars of the intended prank",apologize,"would enlist the help of others, in order to pull off the intended prank, and tell them to keep it a secret",1
2103,2103,2103,2103,Sydney gave Carson's life meaning when she became his first born child.,What will happen to Carson?,grow up with Carson as her paren,a new child in the family,love her parent Carson,1
3689,3689,3689,3689,Casey liked to debate with others and joined the debate club at school.,How would you describe Casey?,talkative,thinks they're prepared for the club,ready to take on a new challenge,2
2522,2522,2522,2522,Alex made Jesse nervous.  Alex was very aggressive.,What will Jesse want to do next?,stay far away from Alex,berate jesse,annoy jesse,0
4282,4282,4282,4282,Remy sat down beside Aubrey during dinner every night as they watched TV.,What will happen to Remy?,see a tv show,stand up,eat dinner,2
181,181,181,181,Casey owed money for college and Remy paid her bill so she wouldn't owe.,How would Casey feel as a result?,generous and kind,like a good friend,indebted,2
2350,2350,2350,2350,Ash stole one of the toys from the other kids and ended up getting in trouble.,What does Ash need to do before this?,not think of others feelings,say sorry,own the toy,0
3799,3799,3799,3799,Sasha got her first car after turning seventeen.,How would Sasha feel afterwards?,happy,upset,bad,0
4231,4231,4231,4231,quinn went to hawaii to vacation so she was no longer available to work.,What will Others want to do next?,hire a temporary worker,have a break,have fun,0
964,964,964,964,Sasha bought all of the camping trip supplies.,What does Sasha need to do before this?,Buy the food,she brought along all the camping supplies,she will bring everything to set up camp,0
3861,3861,3861,3861,"Aubrey's friend was having trouble in school, so Aubrey helped their friend understand the math problem.",What will Others want to do next?,help her friend,make her friend better at math,get a calculator,1
4077,4077,4077,4077,Kendall helped to get the fire started because she was cold and hungry.,Why did Kendall do this?,did this to get rid of the wood,did this to warm up,did this to cause trouble,1
2934,2934,2934,2934,Cameron always followed Austin and did not mind becoming Austin's actor.,How would Cameron feel afterwards?,very tired,not very original,very happy,2
1423,1423,1423,1423,Jordan pushed the envelope away from Skylar and hoped she didn't see it.,What will Jordan want to do next?,distract Skylar next,be forthcoming next,show the envelope next,0
541,541,541,541,Jan accused Lee of cheating after Lee won first place in the championship.,How would Lee feel as a result?,certain that they are correct in their suspicion against Lee,anger,have the results reevaluated,1
3404,3404,3404,3404,Who did Austin go to dinner with.,Why did Austin do this?,ordered food,went to dinner with his girlfriend,ordered drinks,1
3540,3540,3540,3540,Lee was sick so they tended to themself and got better.,What does Lee need to do before this?,rest,eat more,recover from sickness,0
1238,1238,1238,1238,Remy fed the fish after getting food out of the cupboard for them.,What does Remy need to do before this?,destroy the food,Put the food back in the cupboard,clean,1
301,301,301,301,"Sydney took awhile to decide what she wanted to do, and eventually Sydney became a nurse.",How would Sydney feel afterwards?,Satisfied,grateful for Sydney's considerate choice to become a nurse,appreciative of Sydney's considerate choice to become a nurse,0
2929,2929,2929,2929,Sydney wasn't doing too well in school. Casey gave Sydney every opportunity to improve their grades.,What does Casey need to do before this?,needed to not study,needed to work hard,support them,2
1641,1641,1641,1641,Jordan started a hedge fund company in New York. They made decent money.,What does Jordan need to do before this?,work hard,rent an office,get a license,2
2156,2156,2156,2156,Lee made fun of Jan for spilling her lunch in front of everyone which made her so embarrassed.,What will Jan want to do next?,confident,hide away,help Jan to clean up,1
2388,2388,2388,2388,Tracy protected AUstin's face from the sun by applying plenty of high SPF sunblock.,What will Austin want to do next?,get a sunburn,go out and play,stay inside all day,1
3045,3045,3045,3045,Remy reached the earth's core when traveling through the newly discovered cave system.,What will Remy want to do next?,study the core,locate the cave,swim the course to the core,0
4498,4498,4498,4498,Jan put the blanket on the bed and made it nicely fr her girlfrined.,Why did Jan do this?,make a mess,surprise her girlfriend,impress his girlfriend,2
4536,4536,4536,4536,Bailey threw things after her mother told her she could not have a party.,What does Bailey need to do before this?,sneak out,get grounded,ask her mom,2
4531,4531,4531,4531,Cameron saw Ash using his phone in class and took it away.,What will happen to Ash after class?,wait for Ash's parents to come to school,fight and Ash will never see his phone again,be hated,0
3931,3931,3931,3931,Casey looked straight ahead at the car that he wanted.,How would you describe Casey?,Yearnful,longing,wanting,2
1447,1447,1447,1447,Addison put kendall's work into action but couldn't remember everything kendall did and went to ask them about it.,What will Addison want to do next?,make sure the job was done correctly,ignore kendall,find kendall,2
1804,1804,1804,1804,Skylar got injured and was afraid to leave. Skylar took up hiding in their abode.,How would Skylar feel afterwards?,scared of leaving the house,likes to be alone,angry at thier own fear,0
905,905,905,905,Lee let the dog out to go to the bathroom in the backyard.,Why did Lee do this?,Because the dog was scratching at the food,Because the dog was scratching at the door,Because the dog was sleeping in the bed,1
3035,3035,3035,3035,Jan and Bailey are in relationship for 5 years. Jan wanted to marry Bailey as soon as possible. But Bailey said they needed a little space. So Jan gave Bailey some space.,How would Jan feel afterwards?,romantic,loving,lonely and sad,2
3037,3037,3037,3037,Lee was in love. They popped the question.,How would Lee feel afterwards?,satisfied,going to ask someone to marry them,in love with someone,2
4634,4634,4634,4634,"Jesse took the wallet from Kai's hands when he was looking away and distracted, the wallet had a lot of money and important documents.",How would Kai feel as a result?,like giving the wallet back to kai,happy because Jesse needs the money,really worried about the money,1
3782,3782,3782,3782,Aubrey showed the broken pots to the children that had been running wild in the kitchen.,How would Aubrey feel afterwards?,steadfast,sorry for breaking the pots,like they did a bad deed,0
1735,1735,1735,1735,Jordan wanted to give his sister a fun time so Jordan took his sister to the circus.,How would Jordan feel afterwards?,excited and amazed,bored and tired,unable to take responsibility,0
4288,4288,4288,4288,Aubrey sat in the living room and did not get off the couch.,Why did Aubrey do this?,go to the gym,sleep,watch TV,2
4525,4525,4525,4525,Jesse watched a horror movie with all of their friends one day.,What will Jesse want to do next?,like to watch movies with people,ignore everyone,spend time with others,2
2671,2671,2671,2671,Skylar advised Tracy to go to the bathroom because she was very gassy in public.,How would Tracy feel as a result?,happy,uncomfortable,annoyed by Tracy's gas,1
4423,4423,4423,4423,Carson went there every weekend until the restaurant closed its doors for good.,What will Carson want to do next?,enjoy the food,find a new restaurant spot,eat the food,1
522,522,522,522,Jan found time to spend with her friends after being busy all month.,Why did Jan do this?,did this to socialize,hang out with her friends,have fun with her friends,0
2381,2381,2381,2381,Skylar put things in the right direction by placing them correctly to solve the hard puzzle.,What will Skylar want to do next?,proud,bored,needed to visualize the puzzle,2
867,867,867,867,Jesse was going on a trip and they had drove for hours to get there.,What does Jesse need to do before this?,was happy,leave for a trip,was excited,1
3485,3485,3485,3485,Remy was confused as to why there was food all over the floor. Remy asked Taylor the reason why this happened.,What will happen to Remy afterwards?,have to clean up,find a new place,go out again,0
4167,4167,4167,4167,Lee got married in Tracy and they were meant to be.,How would Tracy feel as a result?,angry,loved,happy in his life,1
2609,2609,2609,2609,Ash saw what happened and explained the situation to Kai.,How would Ash feel afterwards?,kind,Glad Kai new what happened,informative,2
975,975,975,975,Quinn felt very lonely and decided to call their best friend.,What will Others want to do next?,find out what they did,talk to Carson,pick up the phone,2
1161,1161,1161,1161,Jan persuaded the baker to make a pie instead of their usual specialty for the occasion.,What does Jan need to do before this?,order a pie as well,try the pie,practice their winning smile,2
3877,3877,3877,3877,Carson became very aroused and unintentionally dug his nails into Jesse's chest.,How would you describe Carson?,sorry for hurting Jesse,bad because it looks painful,extremely passionate,2
577,577,577,577,"Riley took the baby to the park, she walked to get a drink and left Lee holding the baby.",Why did Riley do this?,return to relieve Lee from holding the baby,take a walk,go swimming,1
2870,2870,2870,2870,Carson kept Tracy alive by giving CPR when she collapsed at the bus stop.,What will happen to Tracy?,be looked over by a doctor,be praised,be exhausted,0
2525,2525,2525,2525,Casey made a profit selling her tshirts and decided to start a website.,What will Casey want to do next?,design the website,go shopping,wash the shirt,0
4927,4927,4927,4927,Alex immediately fell on the skates after he put them on.,What does Alex need to do before this?,try again,Tie the shoestrings,get up,1
4606,4606,4606,4606,"Trying to unlock the door, Jan struck every key into the knob.",What will Jan want to do next?,Thow away the keys,Call a specialist,Start to scream and yell,2
4994,4994,4994,4994,Remy knew Aubrey best and just knew that Aubrey had cheated in the game of tennis.,How would Remy feel afterwards?,very disrespected,very seeing,very fairly treated,0
3560,3560,3560,3560,Lee wanted to take pictures with his daughter and their friend.,What does Lee need to do before this?,save the pictures for his daughter,needed to pose for the camera,remember this moment forever,1
1265,1265,1265,1265,Taylor wanted to become a famous guitarist. Taylor played at a coffee shop.,What does Taylor need to do before this?,get more money,play at the coffee shop,learn to play guitar,2
918,918,918,918,"Tracy, a 4 year old child, was having a bad day. Addison, her mother, held her tightly in her arms.",What words would properly describe Addison's character?,like a good and loving mother,Is annoyed with Tracy,Is nurturing,0
136,136,136,136,Bailey watched the show alone and called their friends to tell them about it.,What will Bailey want to do next?,talk to their friends about it,see what their friends did for school,go to the show,0
4729,4729,4729,4729,Addison gave the dog food because it was hungry and needed to eat.,What does Addison need to do before this?,open the can of dog food,keep the can of dog food closed,keep the dog from starving,0
4386,4386,4386,4386,Sasha was the first one to finish the marathon after training for months.,How would Others feel as a result?,like she accomplished something amazing,frustrated and inadequate,happy because all the hard work she did,0
4118,4118,4118,4118,Sasha had been asking her mom for years and now she got a puppy.,What does Sasha need to do before this?,Get supplies to care for it,play with the puppy,get supplies for the puppy,2
3166,3166,3166,3166,Skylar left my phone at work in the dessicator in the lab after they accidently dropped it in the aquarium.,What will lab techs want to do next?,scream when they see the phone,laugh when they see the phone,take the phone to lost and found,2
3888,3888,3888,3888,This Halloween Robin gave Skylar a makeover to play treat or trick and scare people.,What will Robin want to do next?,wash Skylar's face,add accessories,scare Skylar,1
2018,2018,2018,2018,Lee read Tracy the new article about the two and their new ambitious business.,What will Lee want to do next?,discuss the article,get their reading glasses,write the article,0
2461,2461,2461,2461,I was running late so Sydney dropped me off and parked my car.,How would I  feel as a result?,Loved,Angry,Terrified,0
1965,1965,1965,1965,Casey went home and started trying to learn how to play the guitar.,What will happen to Casey?,go home,learn the guitar,rent a book,1
3736,3736,3736,3736,"Bailey took it easy at the time, which cost them when finals came around and they didn't know the answers.",Why did Bailey do this?,study hard,have a relaxing school year,succeed,1
71,71,71,71,It was getting time and Sasha got ready to go to the party.,What will Sasha want to do next?,be on time to the party,make sure they went to the party,socialize,0
360,360,360,360,Casey took friends to Florida with her because she didn't want to be alone.,What will Casey want to do next?,get away from her friends,go to the beach alone,ask their friends what to do,2
3954,3954,3954,3954,Tracy could not start her car so she took Casey's.,What will Tracy want to do next?,Decide to stay home,Leave a note for Casey,Sell the car,1
3830,3830,3830,3830,Carson went to Remy's room at the uni dorms to see if Remy wanted to go out for a drink.,What will Carson want to do next?,get dressed to go out,kiss on the door,knock on the door,2
4895,4895,4895,4895,Riley was having trouble seeing out his left eye. Riley saw the eye doctor about it.,What will happen to Riley?,get an exam,get medicine,do a vision check,0
1490,1490,1490,1490,Bailey was feeling very silly and pulled Tracy's pants down.,Why did Bailey do this?,laugh,love Bailey,humiliate Bailey,0
706,706,706,706,kendall was bored so she played football with ash's dad for a few hours.,What will happen to Ash?,she will berate them for not inviting her to play,she will play football too,she will watch her dad and kendall play football,1
4993,4993,4993,4993,Robin helped Austin get in the environment he wanted.,What will Robin want to do next?,a hard worker,Work hard and advance,do something else with Austin,2
1368,1368,1368,1368,Jesse left his kite out on the porch. Lee wanted to fly it but Jesse wasn't home. Lee took Jesse's kite without asking.,What will happen to Lee?,have more fun,guilty,get yelled at,2
1948,1948,1948,1948,Carson forgave the men and Aubrey's mom despite her having talked about Carson's personal life.,What will Carson want to do next?,be a good guy,get revenge,move on,2
3,3,3,3,Addison gave a hug to Skylar's son when they were feeling down.,Why did Addison do this?,better,wrong,keep hugging the son,0
2540,2540,2540,2540,Kai hired someone to clean up around their work place.,How would Kai feel afterwards?,leader,Glad to have the extra help at work,Glad they have extra time at work,1
892,892,892,892,They explained it to the kid but they couldn't understand it again.,What does Kai need to do before this?,Find the kid,Ask him why,explain it again,0
995,995,995,995,Bailey recently died unexpectedly and Quinn sold Bailey's home and all belongings.,How would Quinn feel afterwards?,stiff,happy,upset,2
4828,4828,4828,4828,Robin was finally old enough to go to big school and was very excited Robin started with their best friend.,How would you describe Robin?,was unenthusiastic,delighted,was eager,1
3996,3996,3996,3996,Addison got a layered haircut just like Casey as they agreed to do.,What will Addison want to do next?,shave their head,look in the mirror,grow their hair out,1
3647,3647,3647,3647,Taylor made Kai attack their brother after he was acting up.,Why did Taylor do this?,discipline him,hurt their brother,attack their brother,0
4961,4961,4961,4961,Ash took the game into their own hands by paying off the referees.,What will Ash want to do next?,hide his payments to the referees,win,seem strong,0
4481,4481,4481,4481,Kai scared the crap out of Robin by accident when they were driving next to them.,What will Robin want to do next?,run from Kai,have a laugh with Robin,yell at Kai,2
4385,4385,4385,4385,Taylor met Alex halfway home and they went to the park.,What will happen to Taylor?,she will have fun,she will cry,she will go home,0
1191,1191,1191,1191,"As his responsibility being part of the sales team, Jordan created awareness programs and positive comments to attract customers.",What does Jordan need to do before this?,be knowledgeable,be an employer,generate more sales,0
1987,1987,1987,1987,Taylor's doctor diagnosed him with the flu but he was not careful about spreading his germs and he got Lee's son sick.,What will happen to Lee?,have to take care of his son,be told to stay away from Lee's son,be yelled at for getting Lee's son sick,0
1454,1454,1454,1454,Kendall let Carson's dog out since Carson had to work late.,What does Kendall need to do before this?,open the back door,pet the dog,bring the dog to their house,0
1375,1375,1375,1375,Cameron got fired from his after school job because he was often showing up late.,How would Cameron feel afterwards?,excited for the new promotion,like he would go far within the company,sad that he lost his job,2
2879,2879,2879,2879,Skylar found a dollar under Remy's bed and gave to Remy.,What will Remy want to do next?,there,want a favor in return,thank them,2
1710,1710,1710,1710,Tracy had let things go but wanted to start cleaning their house.,How would you describe Tracy?,As someone with a clean house,better after,clean their house,0
2048,2048,2048,2048,Quinn gave their friends a ride to the concert when they needed one.,What does Quinn need to do before this?,get a concert ticket,say thank you,pick up their friends,2
274,274,274,274,Jesse collapsed on top of Carson because she was so tired after a long days work.,What does Jesse do this?,push Jesse off,she was tired,she was excited,1
2297,2297,2297,2297,Taylor's teacher says history always finds a way to repeat itself. Taylor becomes fascinated by history.,Why did Taylor do this?,learn from the past in addition to how it affects the future,learn from the future to understand how to change past,learn the future while changing the past history of it,0
956,956,956,956,Riley fixed up some dinner and told her son to come down for some.,How would you describe Riley?,well fed,caring,great,1
2554,2554,2554,2554,Sydney poured the water in Tracy's hair after making her hold the stuffed bear.,How would Tracy feel as a result?,fiendish,silly,happy,1
2827,2827,2827,2827,Addison put the dished in the cupboard and headed to the laundry room.,What will Addison want to do next?,do the dishes,play a game next,do laundry next,2
4744,4744,4744,4744,Ash was playing around and tickled Kendall's fancy dog.,What does Ash need to do before this?,play more,laugh,playful,0
2638,2638,2638,2638,Cameron whispered something in Jan's ear after overhearing all the gossip in the class.,How would Cameron feel afterwards?,likes to partake in gossip,Like a mouthy person,enjoys rumors and drama,0
4921,4921,4921,4921,Sydney ended the day exausted and hungry yesterday.,What does Sydney need to do before this?,be lazy all day,don´t go to work that day,work non stop,2
192,192,192,192,addison did not want to please kendall so he gave her a sandwich instead.,How would Kendall feel as a result?,as calm,as ungrateful,relieved,1
3264,3264,3264,3264,Jan was trying to learn how to skip rocks on the surface of the pond.,How would you describe Jan?,clumsy,clever,like teaching Jan how to skip rocks,1
3708,3708,3708,3708,Lee fell asleep while driving the car. They lost control and ended up in a ditch.,What will Lee want to do next?,get a coffee,have a lack of sleep,make sure no one was hurt,2
3876,3876,3876,3876,Robin was the only person that talked to their brother when he returned homw.,How would Others feel as a result?,Like they got to talk to their brother,like they missed out,the conversation was great,1
650,650,650,650,Kendall banged Tracy's head on the table after yelling at them for burning the steak.,How would Kendall feel afterwards?,scared of going to jail,excited to go to jail,mad at Kendall,0
2015,2015,2015,2015,Ash packed up Jordan's stuff and had to wave goodbye for the day.,What will Jordan want to do next?,plan when to say goodbye,go to Jordans place,strong,1
3331,3331,3331,3331,The bed was very small.  Austin slept next to Lee.,What will happen to Lee?,fall on the floor,see no other bed,uneasy,0
